dataset,label_id,n_videos,mean_flow_mag,std_flow_mag,max_flow_mag
ucf101,0,5,1.7567517638206482,1.1900160635825843,4.0139384269714355
ucf101,1,5,1.1761456966400146,0.4451983343335049,1.9754865169525146
ucf101,2,5,1.5191725671291352,1.2422727723605909,3.7858479022979736
ucf101,3,5,2.5658135652542113,1.111611258857123,4.066133975982666
ucf101,4,5,3.3931679248809816,0.4359651209497572,3.6466658115386963
ucf101,5,5,2.519387197494507,0.5780886590461914,3.5161657333374023
ucf101,6,5,1.6748007982969284,0.8546326332700274,2.6329078674316406
ucf101,7,5,0.9579877153038978,1.1245899030755147,3.1363489627838135
ucf101,8,5,1.9272374749183654,0.9635020988583196,3.5806868076324463
ucf101,9,5,1.1674531519412994,0.9819443094961142,3.040994167327881
ucf101,10,5,4.059161376953125,0.4352731223239844,4.731455326080322
ucf101,11,5,0.8807237446308136,0.4798292917810677,1.5189251899719238
ucf101,12,5,2.5343026876449586,1.1609650693581783,4.416853904724121
ucf101,13,5,1.7965596199035645,0.6229499986324832,2.9454262256622314
ucf101,14,5,0.7733908653259277,0.1834913207179441,1.1163287162780762
ucf101,15,5,2.561261463165283,0.3510176952044818,3.0422396659851074
ucf101,16,5,2.328645980358124,1.0448837121410086,3.824965238571167
ucf101,17,5,1.924640965461731,0.5975307150272241,2.3564748764038086
ucf101,18,5,4.3341306209564205,0.4837272304757286,4.740636825561523
ucf101,19,5,1.954035460948944,1.351885220516617,4.491727828979492
ucf101,20,5,1.0794544875621797,0.6215918441458196,2.1086223125457764
ucf101,21,5,2.612414598464966,0.9883298929008195,3.670212507247925
ucf101,22,5,0.4017701596021652,0.17005023796726101,0.618597686290741
ucf101,23,5,1.5000206291675569,0.9546839076610646,2.9211785793304443
ucf101,24,5,2.311682641506195,1.440367412758377,4.037312030792236
ucf101,25,5,1.678456538915634,1.4150836196248293,4.005976676940918
ucf101,26,5,0.9758334547281265,1.0566482192765356,2.961533784866333
ucf101,27,5,3.006143498420715,0.9389524186050977,4.346889019012451
ucf101,28,5,1.3284005314111709,0.9935381893305858,2.843695640563965
ucf101,29,5,3.0016353607177733,0.33569629767234654,3.333117723464966
ucf101,30,5,2.896273648738861,1.5130939750729795,4.649023532867432
ucf101,31,5,3.118115520477295,0.4976131847923829,3.716066598892212
ucf101,32,5,0.943186491727829,0.5386322016386436,1.806541085243225
ucf101,33,5,1.5038249492645264,0.4200320807298313,2.287186622619629
ucf101,34,5,1.7780408084392547,1.7454141194284944,4.04557991027832
ucf101,35,5,0.6194633781909943,0.19886130227937424,0.9235166311264038
ucf101,36,5,1.2467029839754105,1.0335516341191382,3.022935152053833
ucf101,37,5,2.6862084053456785,1.6603940879084447,4.49968147277832
ucf101,38,5,3.2145951986312866,1.037383130725426,4.883963108062744
ucf101,39,5,2.6774973392486574,0.2885902493720656,2.9060847759246826
ucf101,40,5,2.1175753116607665,0.5699439426190241,2.830129861831665
ucf101,41,5,4.356648063659668,0.5484864024444867,5.156920909881592
ucf101,42,5,1.5160720109939576,0.5270226584437638,2.4633405208587646
ucf101,43,5,3.823809003829956,0.3969911179662376,4.5518293380737305
ucf101,44,5,3.028984880447388,0.19647833835473053,3.3011934757232666
ucf101,45,5,0.649757844209671,0.1610073848506774,0.9406383633613586
ucf101,46,5,1.4799174249172211,0.6330546630048753,2.1522715091705322
ucf101,47,5,1.4517133831977844,1.0028162570240864,3.3142988681793213
ucf101,48,5,3.5794042587280273,0.6981025128525263,4.7041730880737305
ucf101,49,5,3.808073616027832,0.776721405274982,4.908022403717041
ucf101,50,5,3.892126274108887,0.3194326663506742,4.217565059661865
ucf101,51,5,3.6863815784454346,0.9173433527863126,5.070009231567383
ucf101,52,5,3.360182857513428,0.529879000986225,4.158759593963623
ucf101,53,5,1.4891202330589295,1.1126443009271565,3.6439437866210938
ucf101,54,5,3.237510097026825,1.451672051853838,5.385896682739258
ucf101,55,5,2.1425902962684633,1.3298489174914578,3.8192331790924072
ucf101,56,5,1.5223098129034043,0.7541335193780535,2.1714203357696533
ucf101,57,5,2.2340832233428953,1.5731103933325605,4.663374423980713
ucf101,58,5,1.2313040494918823,0.8333861500689866,2.4417364597320557
ucf101,59,5,1.4441442251205445,0.6634934792872015,2.2488510608673096
ucf101,60,5,1.723542582988739,0.5297349848955791,2.4600327014923096
ucf101,61,5,1.5018884539604187,0.5716355012783082,2.1835436820983887
ucf101,62,5,0.8804118812084198,0.38682587432893856,1.41188383102417
ucf101,63,5,0.4982079312205315,0.31904393969914463,1.0463839769363403
ucf101,64,5,1.1432025402784347,0.7650384703537827,2.2838685512542725
ucf101,65,5,0.8218395292758942,0.41004820630636885,1.3365176916122437
ucf101,66,5,1.610349178314209,1.296623125224727,4.161981105804443
ucf101,67,5,3.4545397758483887,0.567699760448882,4.424891471862793
ucf101,68,5,1.6286701381206512,0.8693110510203113,2.8494224548339844
ucf101,69,5,1.45275120139122,1.0528826720842177,2.8859808444976807
ucf101,70,5,3.3271987438201904,0.5478552109744381,4.173028469085693
ucf101,71,5,1.189568704366684,1.150481184407298,3.3347902297973633
ucf101,72,5,4.32763261795044,0.364029829276814,4.834064960479736
ucf101,73,5,3.741982436180115,1.0737815606055077,4.727047443389893
ucf101,74,5,3.365461492538452,0.38200763193724785,4.110655307769775
ucf101,75,5,2.0337584018707275,0.8372306900446752,3.509814977645874
ucf101,76,5,2.2314141988754272,0.5702627161127231,3.07559871673584
ucf101,77,5,1.0456266462802888,0.6254601201733776,1.8978582620620728
ucf101,78,5,0.959581608325243,0.7467206687159078,1.7933971881866455
ucf101,79,5,3.722135877609253,0.7487533516698143,4.679154396057129
ucf101,80,5,3.9271670818328857,0.5010260064747666,4.424009799957275
ucf101,81,5,3.333035039901733,0.81226087874124,4.441709995269775
ucf101,82,5,3.883531332015991,0.49361674949742146,4.552791118621826
ucf101,83,5,1.5767975568771362,1.1860016736743366,3.7747867107391357
ucf101,84,5,1.183220887184143,0.35020141021856926,1.6134954690933228
ucf101,85,5,1.831613266468048,0.6776619788877211,2.7341341972351074
ucf101,86,5,1.4695087850093842,0.7703519702834739,2.7194700241088867
ucf101,87,5,3.6964676856994627,0.48155591636832107,4.324950218200684
ucf101,88,5,3.8802603244781495,0.8909383620109809,4.734074592590332
ucf101,89,5,0.5884385228157043,0.2493416981321679,0.9825770258903503
ucf101,90,5,1.0463584184646606,0.856816980973726,2.524622678756714
ucf101,91,5,0.7640125691890717,0.8527436183216125,2.4660191535949707
ucf101,92,5,0.8282416939735413,0.3583357062157578,1.4228286743164062
ucf101,93,5,2.2863219499588014,1.054993738494719,3.6563668251037598
ucf101,94,5,0.6824079096317291,0.13074030810418968,0.8420676589012146
ucf101,95,5,2.0396957635879516,0.8486362198961241,3.290524959564209
ucf101,96,5,1.680758547782898,0.5423465546244123,2.506502628326416
ucf101,97,5,2.608334106206894,1.9293658811291783,5.016956806182861
ucf101,98,5,0.40559557676315305,0.09150782092880785,0.5505899786949158
ucf101,99,5,0.5596592396497726,0.27611617495234486,0.8506103754043579
ucf101,100,5,1.467605996131897,1.254422704501198,3.2676403522491455
