label_id,n_videos,mean_concentration,std_concentration
0,5,0.11498106159438262,0.06442332093092239
1,5,0.055348568016849155,0.030762298791858923
2,3,0.0823629803057087,0.04455370280383856
3,5,0.0793797585850444,0.09160634356664901
4,5,0.06413369206803096,0.04366566806258142
5,5,0.056538446170067244,0.040270543302666814
6,5,0.08186984887271442,0.0577662185438745
7,5,0.046447603074409184,0.011298967034302434
8,5,0.07294369768666706,0.03658300025421726
9,2,0.09070345789298345,0.057161191764897035
10,5,0.11052040397371414,0.06382770277455103
11,5,0.14449876006218904,0.05476320861259354
12,5,0.05207991108149705,0.019936016346310814
13,5,0.07548618008480659,0.01852689895755434
14,2,0.07912671618924788,0.0011912605285416267
15,5,0.020784765121065106,0.012164819338798562
16,5,0.028194834402533252,0.012565932785316623
17,5,0.05963961442501546,0.048259162460783586
18,5,0.041106502272240886,0.019834273168619725
19,5,0.01970794115651666,0.008179644200785204
20,5,0.11528915849054724,0.12891698161629087
21,5,0.030384738028574887,0.012971483493167684
22,5,0.06945068309222675,0.02405053879653614
23,5,0.041314815965989474,0.02055965034433505
24,5,0.03415722261640384,0.023535083667981446
25,5,0.060616890001662704,0.08502600379368778
26,5,0.05024011003303197,0.04741768454651223
27,5,0.04604961493553683,0.038631862337884675
28,5,0.07846208251021047,0.06026367129215366
29,5,0.08302827441096594,0.04564276309117857
31,5,0.03400947449741809,0.020891331570946626
32,5,0.03732510756749359,0.028851267152370828
33,5,0.12735519856114177,0.10001937857582908
34,5,0.02924139138894639,0.01708618612461419
35,5,0.03630356735112632,0.011742127698044556
36,5,0.22555161462688939,0.16196225167282907
37,4,0.0698409644966228,0.06213669958787462
38,2,0.03303097711093156,0.021900266795234657
39,5,0.05449229593904783,0.021565959417210914
40,2,0.07805785647214142,0.04001854176070313
41,5,0.029686571296153506,0.012503227667481406
42,3,0.06592187488337402,0.0326948709691642
43,5,0.07368518544947453,0.025796743305784887
44,5,0.02757923274294738,0.01248893568017225
45,5,0.11600894065360953,0.009271720946829841
46,5,0.049879242674949406,0.03184758785436921
47,5,0.12429208211727998,0.10319906711863992
