dataset,label_id,n_videos,mean_flow_mag,std_flow_mag,max_flow_mag
autsl,0,5,0.16064273864030837,0.05928957877257326,0.2463967651128769
autsl,1,5,0.275397527217865,0.09691643352685411,0.4363245368003845
autsl,2,5,0.26195011138916013,0.07341002061842077,0.4030097723007202
autsl,3,5,0.13427079766988753,0.02826999798497072,0.16027683019638062
autsl,4,5,0.1624149799346924,0.03931771911242721,0.21175220608711243
autsl,5,5,0.39599947929382323,0.0969443046728505,0.5587873458862305
autsl,6,5,0.33375824987888336,0.15048246041986024,0.5982932448387146
autsl,7,5,0.164594367146492,0.0805137894911558,0.3175099790096283
autsl,8,5,0.26077519059181214,0.1190926062551726,0.46756163239479065
autsl,9,5,0.3015875190496445,0.17966875286256875,0.5463464856147766
autsl,10,5,0.23495668768882752,0.16872532399168916,0.5525755286216736
autsl,11,5,0.3264998644590378,0.07752929360349908,0.4512653350830078
autsl,12,5,0.33131924271583557,0.08061516426054022,0.47066953778266907
autsl,13,5,0.21793423891067504,0.06170062160379912,0.2942809760570526
autsl,14,5,0.1863236591219902,0.06558718020214474,0.30638378858566284
autsl,15,5,0.30591078102588654,0.12765434991907615,0.5415346026420593
autsl,16,5,0.19211155772209168,0.12483386468543747,0.43479856848716736
autsl,17,5,0.21554453372955323,0.0685915647456863,0.34462085366249084
autsl,18,5,0.18821155279874802,0.1698901424495483,0.524523138999939
autsl,19,5,0.12525469064712524,0.03173890960176484,0.1615544855594635
autsl,20,5,0.12275194972753525,0.03370473877967219,0.16111090779304504
autsl,21,5,0.3920207589864731,0.15312903475367942,0.6768084168434143
autsl,22,5,0.1368871107697487,0.045120413464438534,0.19760583341121674
autsl,23,5,0.31586641669273374,0.17071743899198766,0.6145163774490356
autsl,24,5,0.23813770413398744,0.07693613675984534,0.32664725184440613
autsl,25,5,0.3731504142284393,0.10076626284000836,0.5589938759803772
autsl,26,5,0.25034600794315337,0.031061904750183316,0.29139718413352966
autsl,27,5,0.4681725263595581,0.2652157079200777,0.969569206237793
autsl,28,5,0.19465953409671782,0.10077707883073275,0.3909350633621216
autsl,29,5,0.1164893388748169,0.021362895334017435,0.14884257316589355
autsl,30,5,0.13305404037237167,0.06689679177882334,0.2639022469520569
autsl,31,5,0.3495671898126602,0.15583936269791626,0.6405087113380432
autsl,32,5,0.18796001076698304,0.045558431461901916,0.24779611825942993
autsl,33,5,0.37379621267318724,0.037684339757362316,0.4419676959514618
autsl,34,5,0.347819060087204,0.10578908726995052,0.4701083302497864
autsl,35,5,0.3404089152812958,0.17338038663609617,0.5935735702514648
autsl,36,5,0.2884267807006836,0.16949417968873393,0.5238853096961975
autsl,37,5,0.2554841101169586,0.0754688987054806,0.3618766665458679
autsl,38,5,0.51151043176651,0.23089125818041284,0.8017879724502563
autsl,39,5,0.35999191999435426,0.07932151680855937,0.49997684359550476
autsl,40,5,0.294229531288147,0.057230000116475756,0.3784032464027405
autsl,41,5,0.19159660041332244,0.09309890291982333,0.37688949704170227
autsl,42,5,0.4606273025274277,0.3127179080390363,0.8571023941040039
autsl,43,5,0.20333816707134247,0.0997877209994955,0.32263293862342834
autsl,44,5,0.27501006722450255,0.1470749810080708,0.5502538084983826
autsl,45,5,0.21322022676467894,0.053153496579820714,0.280504435300827
autsl,46,5,0.2773955762386322,0.029195652536747666,0.32699254155158997
autsl,47,5,0.2175348937511444,0.04571530129418365,0.2758735716342926
autsl,48,5,0.16857952773571014,0.0628149447139513,0.2519743740558624
autsl,49,5,0.23062883019447328,0.08900247025237773,0.38471993803977966
autsl,50,5,0.31910095512866976,0.05177504222344481,0.3645184338092804
autsl,51,5,0.11956968009471894,0.028696409650237956,0.1619737148284912
autsl,52,5,0.32558791637420653,0.10151652738520725,0.49608248472213745
autsl,53,5,0.1515987917780876,0.04251566212760144,0.21265439689159393
autsl,54,5,0.2740733414888382,0.10095342434414342,0.4504174292087555
autsl,55,5,0.12925632297992706,0.04036522867305784,0.19094443321228027
autsl,56,5,0.32658250331878663,0.15304888958178656,0.618740975856781
autsl,57,5,0.4536775827407837,0.24385713208496881,0.9314798712730408
autsl,58,5,0.2336449384689331,0.06341618195074121,0.3307454288005829
autsl,59,5,0.2784428417682648,0.10362410503058966,0.40762996673583984
autsl,60,5,0.21382317543029786,0.03306744218457598,0.277816504240036
autsl,61,5,0.11235509812831879,0.023886346530896583,0.14341086149215698
autsl,62,5,0.22803872227668762,0.151435274612399,0.41443195939064026
autsl,63,5,0.23622433543205262,0.10374595562261729,0.4292936623096466
autsl,64,5,0.3351307600736618,0.10175373968011896,0.48745614290237427
autsl,65,5,0.21013547778129577,0.0264032468303092,0.26076310873031616
autsl,66,5,0.2275571793317795,0.08422543444315694,0.3738788068294525
autsl,67,5,0.38542680740356444,0.16249489207045648,0.5452585220336914
autsl,68,5,0.35851317048072817,0.07358814799221346,0.4948078691959381
autsl,69,5,0.2326621323823929,0.07809363451810385,0.3586786687374115
autsl,70,5,0.4872314929962158,0.1696571132129757,0.7286051511764526
autsl,71,5,0.17172702699899672,0.06477239686756751,0.2510588765144348
autsl,72,5,0.24029458165168763,0.05723729458263806,0.3236529529094696
autsl,73,5,0.24497269839048386,0.15290536391527068,0.5250647664070129
autsl,74,5,0.29027265012264253,0.04744951204259691,0.3427926003932953
autsl,75,5,0.251036274433136,0.10228520098246872,0.3938620388507843
autsl,76,5,0.11233104467391967,0.031085863713402176,0.15292689204216003
autsl,77,5,0.338552525639534,0.10125204213298945,0.525829553604126
autsl,78,5,0.19474322348833084,0.08857820534943475,0.35935553908348083
autsl,79,5,0.41568720042705537,0.2537566028782357,0.775847852230072
autsl,80,5,0.14183652698993682,0.02594891477142297,0.17775413393974304
autsl,81,5,0.45546719431877136,0.1534021282481774,0.733888566493988
autsl,82,5,0.2317305862903595,0.07310443993420271,0.30916348099708557
autsl,83,5,0.559806826710701,0.33284286130883145,1.16098153591156
autsl,84,5,0.1407543659210205,0.03511424679628456,0.1832912415266037
autsl,85,5,0.3471728503704071,0.10104703024944003,0.4927368462085724
autsl,86,5,0.13838790953159333,0.05562980860721295,0.21751268208026886
autsl,87,5,0.20361435264348984,0.10848553957662282,0.39805448055267334
autsl,88,5,0.3805899560451508,0.21595575327540212,0.746575117111206
autsl,89,5,0.1690160632133484,0.07931374536865539,0.2897343635559082
autsl,90,5,0.40099893510341644,0.18116187741650003,0.603481650352478
autsl,91,5,0.2754159152507782,0.1187384477613557,0.4352795481681824
autsl,92,5,0.13283938765525818,0.02063413207311645,0.16120965778827667
autsl,93,5,0.2052101671695709,0.020266640955272017,0.23896445333957672
autsl,94,5,0.204773411154747,0.14380289932551493,0.48142677545547485
autsl,95,5,0.11854443699121475,0.022406865200697675,0.1597946733236313
autsl,96,5,0.11784620732069015,0.05327993650606895,0.19657227396965027
autsl,97,5,0.31694828271865844,0.14948821971940066,0.5887842178344727
autsl,98,5,0.369431734085083,0.25264728428449124,0.834474503993988
autsl,99,5,0.2877176910638809,0.09516217993321142,0.44069617986679077
autsl,100,5,0.12174747437238694,0.05850761783418226,0.23533764481544495
autsl,101,5,0.1488670974969864,0.030527712226347765,0.17618516087532043
autsl,102,5,0.21774767339229584,0.12079515910662779,0.4495485723018646
autsl,103,5,0.1638799712061882,0.07379499851576322,0.307000070810318
autsl,104,5,0.3226646363735199,0.11144554797491305,0.51930171251297
autsl,105,5,0.20858621299266816,0.07355896742331744,0.2981072664260864
autsl,106,5,0.17685894966125487,0.03877450657783773,0.2323496788740158
autsl,107,5,0.3123814821243286,0.08343672798619706,0.4610944390296936
autsl,108,5,0.4168079048395157,0.24809756732309698,0.7980026006698608
autsl,109,5,0.4290720999240875,0.09081886181333935,0.5148677229881287
autsl,110,5,0.18939406275749207,0.07047735334274571,0.31611454486846924
