dataset,label_id,n_videos,mean_flow,temporal_std,temporal_cv,peak_ratio
driveact,0,5,0.22792284075178265,0.18078585990765025,0.7700065549978072,3.239728426584358
driveact,1,4,0.35808735435702765,0.4185724823543318,1.1723304853043666,3.4378777799722986
driveact,2,4,0.19809393115968804,0.21610959467884838,1.12341898496893,3.708538301960686
driveact,3,5,0.16408657915890218,0.1388713772354569,0.8798248536254081,3.884561692590386
driveact,4,5,0.19059002866608002,0.21101526334297022,1.0887700579700788,4.513839062212254
driveact,5,5,0.09990594821997108,0.07696090280520014,0.7325357363843932,3.2593944783242987
driveact,6,5,0.6196550110771861,0.5010874797110484,0.9222939160922433,3.6188511331300495
driveact,7,5,0.44557342040202313,0.2826847809143147,0.7301245699910736,2.779536800139815
driveact,8,5,0.5921356889990068,0.41796498839503676,0.6899856440411174,2.93332909968234
driveact,9,5,0.4751382979857285,0.45958826022152843,0.9946483643263366,4.282289148221041
driveact,10,5,0.06029483478670309,0.05893424824403343,0.9094410982798943,3.96267899560927
driveact,11,5,0.4306349809450518,0.35638848532686357,0.9428568005818139,3.7442334689532877
driveact,13,5,0.0974200459195286,0.06989994085854767,0.8754024200573275,3.3519520752362526
driveact,14,5,0.3839756566603037,0.27198119298262036,0.7465163650851159,2.7400427240513556
driveact,15,4,0.20671693642854677,0.15992636724649503,0.7780093448941751,2.5202058542865444
driveact,16,5,0.1909823292355624,0.14605665181874067,0.9765467734632132,3.7060568466642048
driveact,17,5,0.5114653991869531,0.4964170379946352,0.9907701653622087,3.891875381613405
driveact,18,5,0.2401519750477746,0.12890283711772116,0.6902178917154564,2.734393692422545
driveact,19,5,0.07295693252986717,0.06843945830905614,1.224056376342573,5.126838499515031
driveact,20,1,1.143406517803669,0.8073463663091685,0.7060886453569343,2.6891954613921865
driveact,21,5,0.8404630560067392,0.45098322199994134,0.6052721887433552,2.675503175248129
driveact,22,5,0.37340750960528013,0.3988090645104211,1.138284794781106,4.808508189321297
driveact,23,5,0.10084504211084888,0.08567760692762773,0.7873644634235644,3.3128221866842296
driveact,24,5,0.07618152281389602,0.05659473752032369,0.6326860055757942,2.798898513561958
driveact,25,5,0.04616093639464629,0.03223924543414009,0.6783153025048414,3.037077431399572
driveact,26,1,1.6282347065787162,1.5815460402318708,0.9713255860033813,3.5357714182062963
driveact,27,5,0.7070882740520662,0.44351390117417233,0.5984651681385005,2.6097183988676798
driveact,28,5,0.27807705963646334,0.24892313781443232,0.9906242834841315,3.6665363323316678
driveact,29,5,0.11290252705014521,0.08437813156901416,0.672730117073294,3.292264583529037
driveact,30,5,0.38072318966507973,0.3034464698666012,0.9275056184929781,3.43684411517095
driveact,31,5,0.061624834261789566,0.10196638369796225,1.6814252679485375,5.8606527848509105
driveact,32,5,0.08863903892286602,0.09213184682659556,1.0983494382552392,5.644361802797592
driveact,33,5,0.11583847562038911,0.08681983783835576,0.7623104682945715,3.128738561898198
