label_id,n_videos,mean_concentration,std_concentration
0,5,0.00022600761889786104,0.0004517772423904984
1,5,1.0450917603233023e-05,1.588735720047114e-05
2,5,0.0054529678695545815,0.010454519743607145
3,5,0.00034100081655175085,0.0006802912170902886
4,5,9.722987950322449e-08,9.42054309546559e-08
5,5,5.934254523332072e-08,1.186571341961384e-07
6,5,0.011406854653963516,0.02105250955916365
7,5,0.05684192948459079,0.06426877869154057
8,5,0.012823551671889689,0.025645440020576036
9,5,1.4053536112612619e-11,2.0513348517386354e-11
10,5,0.00014001859225967194,0.00022646128566640493
11,5,0.0,0.0
12,5,0.01303779683990216,0.013112049920077123
13,5,3.3444358393808217e-13,6.478357525333834e-13
14,5,0.02732803900043006,0.05357231564969245
15,5,1.2143619443349962e-13,2.428723888669993e-13
16,5,0.023852824649100435,0.027997238838359726
17,5,0.007488304927593536,0.009835411967643839
18,5,0.011075723783099223,0.022030940167996768
19,5,0.0452951763606295,0.062378252134355223
20,5,0.0106898584614046,0.011381613585848731
21,5,0.003357065561828443,0.004810682860706845
22,5,0.014141555435860976,0.019348407378940325
23,5,0.006180110192578381,0.01234377813645342
24,5,2.366130936071187e-07,4.572559934835851e-07
25,5,1.560251502086274e-05,3.1028347082206924e-05
26,5,2.2541826183442026e-07,1.9107277075257937e-07
27,5,2.457096475660947e-06,3.317211867548329e-06
28,5,2.6964911665317002e-06,5.39298218201756e-06
29,5,0.0499716132422386,0.07595976639692993
30,5,7.285058531580901e-05,0.0001419754124024189
31,5,0.04236068835534079,0.03097849728341214
32,5,0.0002289281995476511,0.00045416057461936387
33,5,0.0017136741481037054,0.002112928068675424
34,5,0.022647992024350527,0.02466555641653047
35,5,0.20463952597945617,0.21513098545668008
36,5,0.016219226201133474,0.03232560666120508
37,5,0.1446518344123769,0.13782580204947817
38,5,1.1220162778946553e-05,1.817612727674648e-05
39,5,0.3187278781745809,0.13360373012923138
40,5,2.9795148726319277e-05,3.770968132542065e-05
41,5,9.665450662055264e-10,1.9041093955298454e-09
42,5,0.07676907009681185,0.14552662076540027
43,5,1.4318897179066426e-10,2.8637794358132853e-10
44,5,0.00040884727694701084,0.0007050061791861892
45,5,8.174255072823655e-09,1.0671726254014975e-08
46,5,5.487485254398461e-05,8.188912480459881e-05
47,5,0.08177663386027094,0.04717733076675982
48,5,0.04189439080892321,0.042072641268985266
49,5,4.851608004230457e-12,6.791957928949732e-12
50,5,0.05331432832812173,0.04598025109733377
51,5,0.045031113760918576,0.04413346197374298
52,5,0.03688861687516136,0.07164617150143884
53,5,0.008659573413295596,0.009302603240387515
54,5,0.10716069332261546,0.055175759130937384
55,5,0.12091764399086728,0.15666743044313272
56,5,0.029434733582013095,0.04957346497511147
57,5,0.04136108734278408,0.03465388102254488
58,5,0.06407499641645972,0.07685375721398816
59,5,1.964952430277833e-06,2.7661150174209604e-06
60,5,0.013673586965327411,0.027335471564821242
61,5,0.0005690559649574656,0.0011373879727140724
62,5,0.007680101653153337,0.015360136704336082
63,5,1.245337166722038e-12,2.4905078033310737e-12
64,5,0.0007213466401455815,0.0014182781912963364
65,5,0.0009157670847419697,0.0014077009544444876
66,5,0.015506381186261065,0.0310127623723667
67,5,0.020502358737528127,0.023843600146401363
68,5,0.0011787989747236605,0.0014365270795740062
69,5,0.015772435141772668,0.014490757322501347
70,5,0.020444908860387145,0.026883532874091814
71,5,0.00012631856923901453,0.0002525094793719279
72,5,1.9923060877125032e-05,3.984605411949784e-05
73,5,6.761637512389118e-05,0.0001349620994036886
74,5,0.00042026553456848693,0.0008203997370685592
75,5,0.013889474259404922,0.026457166278628656
76,5,0.011339649857102185,0.022655413168216745
77,5,0.008879695886823713,0.012823017795459968
78,5,0.01580006615268841,0.01550406869440826
79,5,0.0009015698178693965,0.0010079627905299818
80,5,0.000501263683221631,0.0009900744692316694
81,5,6.84384371396618e-10,1.1403125586449967e-09
82,5,0.011774981849432131,0.023549958011144435
83,5,0.007181731428441829,0.008504163566688571
84,5,1.048069872888746e-07,1.0114619128795363e-07
85,5,0.0014438059473604436,0.002879847685767449
86,5,3.416178451232099e-11,6.546942758651886e-11
87,5,0.0021708790404714852,0.004341757964553573
88,5,0.016914438731221827,0.022664820168888416
89,5,8.67082527156171e-07,1.6969807432681206e-06
90,5,0.017879485089759763,0.035758962410283805
91,5,0.011982394364056504,0.014463373943786636
92,5,0.04301804630212573,0.08593237743624797
93,5,0.003970965788479974,0.006777469150067701
94,5,2.1250296893482457e-06,4.25003953209354e-06
95,5,0.004143743572058401,0.00828615968492179
96,5,6.233475025041457e-08,8.08675005506584e-08
97,5,0.035060222560009756,0.04571348216455771
98,5,0.0011528275091589268,0.0016623772002524531
99,5,1.4865532716967778e-05,2.1408733177245948e-05
100,5,0.03097755632421073,0.03749636505789233
