label_id,n_videos,mean_concentration,std_concentration
0,5,0.15765729129760137,0.004992008164796724
1,5,0.152715459256037,0.0048134340418551445
2,5,0.1542953744385352,0.0049104277979469145
3,5,0.16253056417522577,0.020096008256724113
4,5,0.16905287550238313,0.018632344706881743
5,5,0.15335683071624667,0.0028332774022870027
6,5,0.17058324592282076,0.009872736701952161
7,5,0.15907964285468507,0.013785712276752841
8,5,0.16191285752777484,0.010797922709335708
9,5,0.1649727453347018,0.011246572058991652
10,5,0.15606891456868074,0.0034313280943010773
11,5,0.1570012669155382,0.0039587029851777325
12,5,0.17455637536444127,0.014323326667420873
13,5,0.1581379208930086,0.006601673856874074
14,5,0.16171445834173953,0.008293964541440739
15,5,0.16529281192726353,0.002529093337872367
16,5,0.1505069681225534,0.0013858987891426974
17,5,0.15396540164528377,0.004043787844599551
18,5,0.15332938228516899,0.001460516578074418
19,5,0.15401875754288746,0.005545823278878603
20,5,0.15630076094065587,0.007112365317213972
21,5,0.19027997865055202,0.05437225632870677
22,5,0.17331196393724627,0.02202677821726977
23,5,0.15897979660690015,0.008110468702058189
24,5,0.1590912826404955,0.003691673280774489
25,5,0.15369291233325671,0.010042002976745835
26,5,0.16027020307424192,0.005430071231802437
27,5,0.16109237645565064,0.007763591212270414
28,5,0.17151965706023853,0.013858907053103237
29,5,0.16358333189491134,0.009922600857530404
30,5,0.15567444140204972,0.003965890768741419
31,5,0.15948543935904888,0.004722628977356463
32,5,0.15622457950562968,0.0052255234900868905
33,5,0.15473494833552845,0.0034799961990503933
34,5,0.15811626483761196,0.006969890936237169
35,5,0.16041481984569944,0.00895872543427325
36,5,0.1533453560337811,0.003948831388511211
37,5,0.15807725917239626,0.00585470160375391
38,5,0.15921995318056498,0.0021352963434739447
39,5,0.15627554140473338,0.00961612504686527
40,5,0.1556371005288944,0.007355979337934877
41,5,0.15938889517816054,0.00808785299306263
42,5,0.16132240669083267,0.010739609501104563
43,5,0.15686531806968415,0.003161072945784066
44,5,0.1514940659868335,0.002547452408423362
45,5,0.16084181837126163,0.005331924067964701
46,5,0.1626265029771831,0.010698208008859792
47,5,0.15659362675715716,0.008264875564225355
48,5,0.1595583324857906,0.0055119164410108255
49,5,0.15762914117730814,0.00215735495479064
50,5,0.15675833110223542,0.0033171671043865053
51,5,0.15998127222079242,0.0065842728420383734
52,5,0.16191003701230067,0.008182502119596265
53,5,0.15954720176862675,0.008874359743606576
54,5,0.1561404868686638,0.0022493974393232924
55,5,0.15807434234663767,0.004320708621488937
56,5,0.15545426233310913,0.003648372431370974
57,5,0.1667440015352439,0.019096791562018413
58,5,0.1548879165845119,0.003919459884168689
59,5,0.15549277268829034,0.0025668367081886296
60,5,0.15316222890714237,0.0017663071984751002
61,5,0.15224374524125048,0.0031827657933323457
62,5,0.15129993197053954,0.0013162302796765168
63,5,0.16190337784405925,0.011981674469694803
64,5,0.1527289702130888,0.0012016434099610977
65,5,0.15832911056631976,0.008250934899602843
66,5,0.15372663469143794,0.0030095934007701424
67,5,0.1525422796059242,0.001785351737111111
68,5,0.15593698323755087,0.003615541204220331
69,5,0.15502674098028835,0.003762964990195063
70,5,0.15209872947004302,0.0013463577147397145
71,5,0.15500084727237445,0.004407991633149979
72,5,0.16242459534507014,0.009436158770787397
73,5,0.16426468588179358,0.006551995231206022
74,5,0.16444400187288918,0.005455913171751087
75,5,0.16170691862232567,0.012009170843060147
76,5,0.15630552142043178,0.0049841796902639025
77,5,0.1539237543265508,0.006103823723899615
78,5,0.1569839860987795,0.006743477000121264
79,5,0.1589035463788136,0.010052581903023827
80,5,0.15224221803531082,0.0009987633800126398
81,5,0.16396451424228367,0.01157732123330554
82,5,0.15640030449897527,0.0041719267965294035
83,5,0.16700728633579673,0.010906845418086748
84,5,0.16227076030352638,0.00700185952122136
85,5,0.15861479438732098,0.010702396153160048
86,5,0.1604342470059409,0.013624871560753066
87,5,0.1565611701912863,0.0032476656220116937
88,5,0.15399979817545634,0.003497012853910187
89,5,0.15867912965735576,0.006612002071340644
90,5,0.15475412784075265,0.0037953550882861126
91,5,0.15269079006459724,0.0036931768127401766
92,5,0.16291727748464985,0.012186921782132293
93,5,0.1559512784354906,0.008000020706347049
94,5,0.16043976420938055,0.007139306003666732
95,5,0.17004776074109434,0.008994215576501057
96,5,0.1583761375023717,0.006198084896995359
97,5,0.1619851727928096,0.005106282466447294
98,5,0.1645030125600532,0.01692849613355698
99,5,0.1577044833369981,0.002068199868748063
100,5,0.15757908734660103,0.007996025751236641
101,5,0.16136137108021215,0.008985419116489413
102,5,0.17643060101770797,0.029783819732269182
103,5,0.15695634504713282,0.006801597731171746
104,5,0.16616476396713795,0.016281526464803218
105,5,0.16198204958786994,0.006359207776221404
106,5,0.15570019752384295,0.00760542770548739
107,5,0.16741920542253128,0.011332378611624746
108,5,0.15736214155149666,0.005618110866488178
