label_id,n_videos,mean_concentration,std_concentration
0,5,0.006079635554960161,0.0015279690426831009
1,5,0.00352082608062807,0.0013615171416975038
2,5,0.005653686123568269,0.0015086418382063123
3,5,0.006175085926189072,0.0017516593072819432
4,5,0.007254621025654906,0.0020111318118718985
5,5,0.005198448046734439,0.0024943721295614205
6,5,0.008280033184894231,0.002011513229216101
7,5,0.00402064206056556,0.0013750569062704414
8,5,0.006015073267826287,0.0014080949324555
9,5,0.0046477939952018765,0.0011168950346060803
10,5,0.004121492687031525,0.0019410628876945267
11,5,0.007009201782873653,0.0015130374976402223
12,5,0.003884087835780492,0.0006748503072805412
13,5,0.005103548019988313,0.0014152486119452853
14,5,0.0030195654464233225,0.0007854511822041554
15,5,0.00446004053525495,0.0005240906374276216
16,5,0.004725306575945743,0.0009665554117624961
17,5,0.005800645298730566,0.002318781986624882
18,5,0.0037962906925150365,0.0013276600034772552
19,5,0.005034634571787588,0.0014529969280282337
20,5,0.005301998800818897,0.0005317906124344779
21,5,0.0063457443106402335,0.002059694937671185
22,5,0.004190887686654677,0.0007618387048927127
23,5,0.004448534895912237,0.001256227061188998
24,5,0.005927706081188,0.0021273424794602323
25,5,0.004063568930220929,0.0007308462485785021
26,5,0.0054034685648279845,0.001924047602226588
27,5,0.003347037611931203,0.0010603650862552288
28,5,0.0059263302199811015,0.0011900002502046242
29,5,0.00442849891708672,0.0005883576899189198
30,5,0.005880393653935623,0.001017698778872816
31,5,0.00451175571836937,0.0014783347419037682
32,5,0.005692416616542606,0.0013950479680510115
33,5,0.006336096083926823,0.002037082125033993
34,5,0.0032541669804653007,0.0009798507543815694
35,5,0.005882870204108026,0.0016403172708316285
36,5,0.006558366461901932,0.0032741878721207346
37,5,0.0029921858084059672,0.0014327540857727052
38,5,0.005820027743482803,0.0021262541690378342
39,5,0.004851318264232907,0.0015832787071185749
40,5,0.0067275285972905555,0.0023632593392315365
41,5,0.009875206668176938,0.005525538774246408
42,5,0.004941781138586787,0.0012307689583765625
43,5,0.006563955898054941,0.001806299159507818
44,5,0.0063707161915455,0.0020216702434492934
45,5,0.005257317708124765,0.0007209023106741789
46,3,0.005039518879072095,0.0025767177568350075
47,5,0.0047398047134134865,0.0010219176908715024
48,5,0.007562435574169135,0.003912587833047783
49,5,0.00379589513241807,0.0009721124853916514
50,5,0.004701762151042632,0.0008835237179328936
51,4,0.002131507231295543,0.0006238850240657412
52,5,0.004757759702163589,0.000808942678984852
53,5,0.009023995735996571,0.0031459833697201622
54,5,0.0055375978342358636,0.0013196626692582429
55,5,0.0053168065070582134,0.0009169456496462898
56,3,0.004337141732948376,0.0006050045616522185
57,5,0.005378926640549864,0.0019115739805053767
58,1,0.007683494162111448,0.0
59,5,0.006035040453591467,0.0012643019522173493
60,4,0.008164465143080724,0.004423503406227879
61,5,0.005390208702446442,0.0016110263279065261
62,5,0.0056311907928354495,0.0017856841031915992
63,5,0.006448589935856152,0.0013103988629962866
64,5,0.007650318708760073,0.0017238351032219242
65,3,0.005504817940981455,0.0007186462358316045
66,5,0.006312500064228432,0.0016632210353973904
67,1,0.010144565895958246,0.0
68,5,0.004961817117412282,0.001285420792725128
69,2,0.004629641226403358,0.00019059977281871143
70,1,0.003112539267479786,0.0
71,3,0.00700571053506116,0.0021689137096509844
73,4,0.005152382493700813,0.001707673099300693
74,4,0.003921137198342611,0.0009732332853033261
75,4,0.007624031160575667,0.00366119167174931
76,5,0.0032395484551419607,0.002103809549821107
77,3,0.0038087250381724225,0.00043629563673321667
78,2,0.008995592801206598,0.0006472137108594622
79,5,0.005186598442089974,0.0026086396341549003
81,1,0.0044045589320865774,0.0
83,1,0.005084836307574503,0.0
84,1,0.0029312695534703392,0.0
85,1,0.005067638042488221,0.0
86,2,0.0023969194572396324,0.0004296986531807656
87,1,0.006611612290609026,0.0
88,1,0.003825579337957019,0.0
91,1,0.0029885397762077215,0.0
94,1,0.0038801838296058655,0.0
95,1,0.005342122353265255,0.0
