label_id,n_models,ensemble_concentration,std_across_models
0,7,0.028869875913381082,0.053764349668820224
1,7,0.030243510682023383,0.0527744945755096
2,7,0.028266216808852638,0.05215835858707007
3,7,0.03217483326503251,0.05354910519680451
4,7,0.03078563914407016,0.05232276532996724
5,7,0.03053052073495226,0.0524509173876442
6,7,0.03123430273364402,0.05347461476208844
7,7,0.03513450694509471,0.05372394013416686
8,7,0.032788526656377305,0.051271520334385076
9,7,0.03336409018368181,0.05318953462698574
10,7,0.03855104565786792,0.05628735973608812
11,7,0.040886136824097696,0.05696191181308496
12,7,0.04425123257772382,0.05236847275122481
13,7,0.031221728344970934,0.053193925756569845
14,7,0.039499284451668074,0.057400151254203655
15,7,0.029612199551717202,0.05188425261572227
16,7,0.04540103028833816,0.05154802122313653
17,7,0.03857623489208528,0.05185742684942733
18,7,0.03659655930488958,0.05397632506515996
19,7,0.03749389565644538,0.05301507572225582
20,7,0.03591173732880093,0.05229686853374082
21,7,0.03610861553303065,0.05067727113141265
22,7,0.03250627315219228,0.054476400598534896
23,7,0.03230574203645826,0.055530335271468244
24,7,0.03137580481739792,0.05219237380072064
25,7,0.030614220923888165,0.05352305395045554
26,7,0.030954971132800664,0.05269759290147775
27,7,0.04171225515993119,0.055910192767337934
28,7,0.030219047542178655,0.05169220368825308
29,7,0.03261967769320622,0.053417350521081916
30,7,0.031305055249657966,0.05371747812208888
31,7,0.031032073903456473,0.05364738488585906
32,7,0.03730944950477104,0.05435901106532453
33,7,0.032055295003723804,0.05467491340296487
34,7,0.03462085012900177,0.051775431121807214
35,7,0.028969306126943907,0.053720549777317064
36,7,0.03148825280728706,0.05172466979751216
37,7,0.030760292013399977,0.0539923776511112
38,7,0.028599933418723827,0.052779376711968286
39,7,0.037104532503854,0.054348119442216694
40,7,0.03728577322650227,0.054594880191678026
41,7,0.04026167256881186,0.0542845198847483
42,7,0.03829284433688856,0.05158198999758888
43,7,0.030949035274450882,0.05277886872917151
44,7,0.027761593340548018,0.052533231832175314
45,7,0.032225290681693636,0.05281230496492573
46,7,0.038373027071131834,0.05591573472104239
47,7,0.034094894096477146,0.052165803883598524
48,7,0.03836703650591978,0.05335827075396247
49,7,0.040347805411395966,0.05664497972604317
50,7,0.0382692530671872,0.05420917546369329
