label_id,n_models,ensemble_concentration,std_across_models
0,6,0.12522298841303078,0.0842217288125448
1,6,0.1525027573763081,0.0608706034306758
2,6,0.13355471476522118,0.04386913060110178
3,6,0.20880760917535626,0.04872418783713333
4,6,0.2774207219118619,0.037143711072288185
5,6,0.26728980901648813,0.11347757465185915
6,6,0.22307930248809008,0.06485224023440476
7,6,0.20612598313387812,0.09465270959666769
8,6,0.16022570682230008,0.08825770451985801
9,6,0.17510768260733336,0.06427354271673047
10,6,0.12458848369688907,0.05268051564738233
11,6,0.24588736858716467,0.0784728712510371
12,6,0.23411706620154668,0.09406895992060081
13,6,0.11949643933327088,0.07156961429918475
14,6,0.19742307380992155,0.049847619556304616
15,6,0.1573155202339121,0.0712711938449616
16,6,0.17551606858570348,0.04885240899930747
17,6,0.1708194120852321,0.11516858185236498
18,6,0.3783556100826247,0.12609140414737738
19,6,0.11131363728292597,0.018760376740012536
20,6,0.11928647948064962,0.07661984429722384
21,6,0.1409278740229482,0.024705867265157246
22,6,0.19152306604032068,0.09575843598436057
23,6,0.16313099709911386,0.07114170728700482
24,6,0.1231899697093451,0.07548226395889727
25,6,0.19025064544679546,0.06869320726205408
26,6,0.1748891788560161,0.11005997450045436
27,6,0.1369470416957108,0.06725800062586718
28,6,0.14291321853765784,0.0702434800785836
29,6,0.16559814420908972,0.09029825988334547
30,6,0.13242901929601114,0.04827189558115245
31,6,0.138023268673747,0.12093649910641702
32,6,0.14745804719251307,0.12678120943371868
33,6,0.1331821055029804,0.09185353093533977
34,6,0.19581104386131223,0.0759007147798477
35,6,0.21441276668718587,0.053014869509681845
36,6,0.23176581208301283,0.12341439707165842
37,6,0.18881555236019976,0.11812417609180367
38,6,0.16017164842294573,0.0697818440351321
39,6,0.1762811676724796,0.08138929995646535
40,6,0.17880039746458784,0.11713151892817555
41,6,0.22960279569995387,0.07927141302734315
42,6,0.11188771156186661,0.061569081624444036
43,6,0.17755680363479373,0.11050069958811164
44,6,0.26022409416888254,0.18076839557149701
45,6,0.07234764434185213,0.03620359761647936
46,6,0.15567453223304167,0.07268514471147136
47,6,0.1382662460663586,0.05731580090969022
48,6,0.15182588058960642,0.07173289066504077
49,6,0.1756356062270188,0.07108838439593701
50,6,0.11322065739751626,0.060615902971907366
51,6,0.09752252805970561,0.04162032108736284
52,6,0.12100824830627095,0.03130484114264902
53,6,0.09143050207292729,0.04351100179037007
54,6,0.17292572291911165,0.07827528839066453
55,6,0.10610349569747927,0.07020352857147508
56,6,0.1449158653067201,0.04176090255364673
57,6,0.14253588494279532,0.06513594099345754
58,6,0.06786935909980941,0.026032829273114816
59,6,0.14203051771357011,0.051078118151376216
60,6,0.20966474365197207,0.13891858465996035
61,6,0.13499059761838836,0.05628908075096213
62,6,0.26307983885537506,0.08912146622281028
63,6,0.18597516546804815,0.06947183639974525
64,6,0.16549201979654984,0.06764605883389156
65,6,0.14038297371877115,0.11269808254170481
66,6,0.10448825381476813,0.08990717739584883
67,6,0.13818266726433096,0.07582075410366843
68,6,0.18107126017807318,0.060195577842952035
69,6,0.05619611312141498,0.03713139483808253
70,6,0.11519516098143429,0.11833282589513938
71,6,0.1804402826782627,0.08560038286048566
73,6,0.1414556965480773,0.05973195230706896
74,6,0.0974597284082556,0.02011434775734326
75,6,0.1145185213107227,0.06917294866457747
76,6,0.12968788218326316,0.05737533935704963
77,6,0.09171522541058015,0.05005397678101057
78,6,0.12686359110026357,0.08221783253601318
79,6,0.18154774641588312,0.09631167881204561
81,6,0.11012130125500992,0.02363465055792736
83,6,0.26391207851302284,0.14724872058110575
84,6,0.32913034005586106,0.10278690784971091
85,6,0.05932891218727318,0.03116340520118703
86,6,0.17192042615514838,0.13424186456551282
87,6,0.0612033351786738,0.03561090737260893
88,6,0.21253244730236742,0.15859534766830638
91,6,0.17752120206692043,0.1379002103163844
94,6,0.11507186066419534,0.06641517899213231
95,6,0.17542169703870292,0.11974148651731556
