dataset,label_id,n_videos,mean_flow_mag,std_flow_mag,max_flow_mag
finegym,0,5,3.8754412174224853,0.22221628355973183,4.251852989196777
finegym,1,4,3.9164960384368896,0.3050583650721975,4.3207011222839355
finegym,2,5,2.9621484220027923,1.2704910241435148,4.024622917175293
finegym,3,5,4.070358514785767,0.41926067189672256,4.547177314758301
finegym,4,5,3.838872289657593,0.3406447529671736,4.288721084594727
finegym,6,5,1.555221676826477,0.5970193971020502,2.586422920227051
finegym,7,5,1.5368574619293214,0.6074954486439835,2.0368759632110596
finegym,8,5,1.4242030262947083,0.5353532292220461,2.1335883140563965
finegym,9,5,1.7765179038047791,0.5860049740280768,2.273075819015503
finegym,10,5,1.6802814245223998,1.1338125352662929,3.8295907974243164
finegym,11,5,0.6859664022922516,0.3171110024042392,1.1945801973342896
finegym,12,5,0.7636425852775574,0.349053783693154,1.2988338470458984
finegym,13,5,1.4006828904151916,0.4121030954485138,2.124236822128296
finegym,14,5,0.7384187698364257,0.2439395668696456,0.970632791519165
finegym,15,5,1.2441812992095946,0.300848806691538,1.7354717254638672
finegym,16,5,0.7224990427494049,0.3680542226839626,1.3874659538269043
finegym,17,5,0.6518642604351044,0.2817362590021867,1.133218765258789
finegym,18,5,0.5219674646854401,0.15502210306225572,0.768319845199585
finegym,19,5,0.4424664556980133,0.04213900299353842,0.5015984773635864
finegym,20,5,0.2645369186997414,0.16697532646288132,0.5561521053314209
finegym,21,5,0.44062854051589967,0.20279754880832257,0.7718589901924133
finegym,22,5,0.6876820981502533,0.16775089680647717,0.9643016457557678
finegym,23,5,0.6353549599647522,0.37721750693047285,1.3172223567962646
finegym,24,5,2.499843752384186,1.1739700290905983,3.8000359535217285
finegym,25,5,1.223381721973419,0.5338861100934158,1.7776836156845093
finegym,26,5,1.5856759905815125,0.8868554423238878,2.761061906814575
finegym,27,5,2.371916317939758,0.8274302171578981,3.522379159927368
finegym,28,5,2.03593053817749,0.680426133467346,3.2398838996887207
