dataset,label_id,n_videos,mean_flow,temporal_std,temporal_cv,peak_ratio
autsl,0,5,0.34856546242390907,0.174494947775386,0.4971102067741091,2.1547468498635887
autsl,1,5,0.507086340578333,0.39812532355569796,0.7871256791761538,3.1306041128093582
autsl,2,5,0.4075453408062458,0.18508069078413975,0.46496887939761866,2.256626372754469
autsl,3,5,0.28286136225346603,0.16255646738945012,0.5865756349165466,2.8060210225959565
autsl,4,5,0.2975658509760134,0.1560255847725245,0.5204141545662619,2.5084232564502313
autsl,5,5,0.6755506765457892,0.4465456734901081,0.6492030410105994,2.404867237455893
autsl,6,5,0.5596072866551338,0.3495915251795779,0.6077967433363688,2.804148774671647
autsl,7,5,0.29524543876609494,0.20060962369675037,0.683228839794993,2.9314528368446897
autsl,8,5,0.4705576656326171,0.3398457099079152,0.7169712120382175,2.7345587084650007
autsl,9,5,0.48192521586052833,0.36595525915830757,0.7325229249326048,3.005640477196536
autsl,10,5,0.3894610095168314,0.251954706146054,0.6160494948455353,2.626421325600147
autsl,11,5,0.8015773510259967,0.5339877512290109,0.6928466855103477,2.6515586171171477
autsl,12,5,0.56512129962925,0.32761525005744346,0.5896179276863448,2.8406613123389657
autsl,13,5,0.531048004040795,0.4052332183594978,0.7488503394915507,2.7025313461608125
autsl,14,5,0.4382673992264655,0.28578623552641413,0.6064418091826569,2.9569439159809607
autsl,15,5,0.587370770352502,0.4768740537731014,0.8082940309560411,2.811625287720031
autsl,16,5,0.30525252929618285,0.22250493769609597,0.6972737256894976,2.5886560270706385
autsl,17,5,0.5015061679867006,0.3934316773772048,0.7800980916969035,3.1132242985136793
autsl,18,5,0.3507568156046252,0.1680518434980942,0.4354006235199835,2.145449617415236
autsl,19,5,0.3024275025533092,0.14350318378668006,0.48464435799485256,2.2147274548855194
autsl,20,5,0.2982523504524462,0.20458730974634456,0.6949710967072503,2.9916668275921374
autsl,21,5,0.6769133866794648,0.45143541108641044,0.6724798982337183,3.161693871189017
autsl,22,5,0.3300784618623795,0.18723019392184273,0.5712173883840826,2.6810015262429436
autsl,23,5,0.6360879484203554,0.39530847288471493,0.6024810749630134,2.543448046376368
autsl,24,5,0.3821768245389384,0.21144964419168036,0.5264721224166489,2.5055805284574872
autsl,25,5,0.6775281466784016,0.4244907594569086,0.6390543327794939,2.4622822281584003
autsl,26,5,0.45361081448293505,0.26032718432066276,0.592446524155299,2.6673293187151055
autsl,27,5,0.86102202827892,0.42655779964966484,0.4747138035310858,1.983748274644054
autsl,28,5,0.33410472413224557,0.1868930857912225,0.5501204211090531,2.5627213427430657
autsl,29,5,0.23510784018904932,0.14264890023408128,0.5964553458670785,2.5747679778628005
autsl,30,5,0.2456305929249333,0.16336215520203887,0.6383426993018702,2.6529858349386455
autsl,31,5,0.6041811377771439,0.48300835127234426,0.7527335444181591,3.1668982818952123
autsl,32,5,0.4543785091609724,0.2832224723372667,0.6120821401241614,2.552607939761487
autsl,33,5,0.7552489963270003,0.44805558027630354,0.5906493815368764,2.500191749170564
autsl,34,5,0.530704970561689,0.2720312647440481,0.5131022256210275,2.460854498462372
autsl,35,5,0.5825171561971787,0.21732716916825529,0.3764617411700434,1.909749932089118
autsl,36,5,0.4123917257593524,0.2900251617404543,0.6687044647580417,2.898674080528333
autsl,37,5,0.4434360131621361,0.32141535145785405,0.7176977929704168,2.808682559309948
autsl,38,5,0.8455072092913813,0.6903126490036481,0.8191333939987147,2.7497597124584283
autsl,39,5,0.5761701224071365,0.4657394296295686,0.793830117587647,3.00483906638625
autsl,40,5,0.49124678885263784,0.36189574771336225,0.7607602028379887,3.2764879199557355
autsl,41,5,0.3383345911099065,0.12937152897723017,0.38773407062953963,2.0317768226385113
autsl,42,5,0.633702832748813,0.39772134090623223,0.5772167773688202,2.4886041142331288
autsl,43,5,0.39134766029254087,0.194189673470389,0.4809997404555295,2.1831751856815504
autsl,44,5,0.4444947299938048,0.26598437101629313,0.5736117749323477,2.4833546745632926
autsl,45,5,0.4323889715056265,0.3433141587172549,0.7905932471433271,3.3535390501001006
autsl,46,5,0.5500288011085603,0.3423006109445268,0.6195380223690214,2.262545991392535
autsl,47,5,0.44072105913392956,0.29306512309248317,0.6666324536227366,2.6272132127754224
autsl,48,5,0.37797014184536476,0.30614506974777844,0.7992987013650463,2.990457771665276
autsl,49,5,0.5708737917004093,0.3656274499446547,0.606713632846261,2.600445993067777
autsl,50,5,0.766986133542753,0.46989152055152916,0.6036422253508803,2.332983938412716
autsl,51,5,0.25760798896512677,0.1437322864810057,0.5672365782051231,2.3434810448321692
autsl,52,5,0.742248999303387,0.5809895882132304,0.7775980293070613,2.7997452237221836
autsl,53,5,0.3358269032211073,0.22859989173667397,0.6766314755415246,2.635915961469691
autsl,54,5,0.6033062004033596,0.4661760832919713,0.7773143501740204,2.841182896407822
