label_id,n_models,ensemble_concentration,std_across_models
0,7,0.028609635697127492,0.05145149804201578
1,7,0.03001998765612626,0.05115438562747859
2,7,0.029922696456309416,0.05103039060298885
3,7,0.03121380354821219,0.051293150631661656
4,7,0.028731943042908086,0.0520803356680956
5,7,0.025955051869010894,0.052834921568830226
6,7,0.025412501312401,0.05206574826889794
7,7,0.027523990627352,0.05162180527891329
8,7,0.029632918219770144,0.05080263407197163
9,7,0.028964748259110034,0.05172666779016093
10,7,0.031094654786659428,0.050850755067486875
11,7,0.027766132699772787,0.05127485400364375
13,7,0.02703091341905431,0.05120225676187441
14,7,0.028524810577861957,0.05093782629625357
15,7,0.02726554730221393,0.0507910850750611
16,7,0.03029322103880779,0.05105800836708009
17,7,0.0301505889471412,0.05189063538530533
18,7,0.02774239303361268,0.0512252294084711
19,7,0.026086231554059997,0.052025755647944094
20,7,0.04043113903159604,0.0566535859908677
21,7,0.03247819952323046,0.050910819963336386
22,7,0.03086994749641811,0.05116564966881695
23,7,0.02777521076305033,0.05105379451286646
24,7,0.029131593378709075,0.05146006040907381
25,7,0.02660383004871769,0.05110995594127962
26,7,0.06335525854751259,0.08672749770755162
27,7,0.02927884656230783,0.05162849523997016
28,7,0.029399062271467918,0.050637969616254476
29,7,0.027894708076108825,0.05115037985511175
30,7,0.03080938323264127,0.05088306644360675
31,7,0.025468911621884006,0.05168364354923645
32,7,0.027310615847251536,0.05166456785779077
33,7,0.026358900710801943,0.05122136100916588
