label_id,n_videos,mean_entropy,mean_concentration,std_entropy
0,1,1.73752261698246,0.16442824568233028,0.0
1,1,1.7172214190165203,0.17419105822551906,0.0
2,1,1.788217842578888,0.14004899549409233,0.0
3,1,1.7329205125570297,0.16664139009307077,0.0
4,1,1.7220834841330845,0.17185289914813695,0.0
6,1,1.7930286327997844,0.13773549442927757,0.0
7,1,1.7969329357147217,0.1358579216114414,0.0
8,1,1.8009717961152394,0.13391564032121817,0.0
9,1,1.787208576997121,0.14053434964401068,0.0
10,1,1.7945530911286671,0.13700238493890393,0.0
11,1,1.8491859436035156,0.11072953649387651,0.0
12,1,1.8338959117730458,0.1180824875261609,0.0
13,1,1.7923077543576558,0.13808216368045845,0.0
14,1,1.8002415994803111,0.13426679067591318,0.0
15,1,1.7850610812505086,0.14156707679866676,0.0
16,1,1.8359332780043285,0.11710272147337886,0.0
17,1,1.8365283608436584,0.11681654711963896,0.0
18,1,1.9208926856517792,0.07624588277676514,0.0
19,1,1.8685875137646992,0.10139935347487683,0.0
20,1,1.9170924921830494,0.07807338953401688,0.0
21,1,1.8629314998785655,0.10411932120311829,0.0
22,1,1.842875709136327,0.11376411781809637,0.0
23,1,1.8419192632039387,0.11422407108594135,0.0
24,1,1.765544335047404,0.15095264778583584,0.0
25,1,1.8016018470128377,0.1336126498860607,0.0
26,1,1.792403409878413,0.1380361630986484,0.0
27,1,1.7731378575166066,0.14730093538277,0.0
28,1,1.7578640580177307,0.1546460803136236,0.0
29,1,1.7976854344209034,0.13549604622754685,0.0
30,1,1.7903163929780324,0.13903980607612532,0.0
31,1,1.7736700475215912,0.14704500608910276,0.0
32,1,1.736526797215144,0.1649071337623057,0.0
33,1,1.7774638235569,0.14522058546497485,0.0
34,1,1.7778719464937847,0.14502431981926933,0.0
35,1,1.8133495251337688,0.12796321089705165,0.0
36,1,1.741935819387436,0.16230594394096431,0.0
37,1,1.7968158821264903,0.13591421248852797,0.0
38,1,1.753085086743037,0.1569442796998074,0.0
39,1,1.738218714793523,0.16409349339566548,0.0
40,1,1.7984215716520946,0.13514203904992916,0.0
41,1,1.8840429087479909,0.0939668795757519,0.0
43,1,1.9065824151039124,0.08312766822782747,0.0
44,1,1.900664488474528,0.08597358936134658,0.0
45,1,1.9201526840527852,0.07660174832247135,0.0
46,1,1.8757932384808857,0.09793413237019244,0.0
47,1,1.816886991262436,0.12626204928333806,0.0
48,1,1.8348812858263652,0.11760862277277939,0.0
49,1,1.8472909828027089,0.1116408200105441,0.0
50,1,1.8317177593708038,0.11912995741583254,0.0
51,1,1.9004393021265666,0.08608188110383985,0.0
52,1,1.891978234052658,0.0901507947541238,0.0
53,1,1.8873075644175212,0.0923969120608713,0.0
54,1,1.8964477181434631,0.08800142724307825,0.0
55,1,1.8626529971758525,0.10425325269247765,0.0
56,1,1.8885953625043232,0.09177761208970614,0.0
57,1,1.9002841015656788,0.08615651679701852,0.0
58,1,1.9220213294029236,0.07570311986252976,0.0
59,1,1.8332550625006359,0.11839067088191524,0.0
60,1,1.8002108732859294,0.13428156685199977,0.0
61,1,1.8274876177310944,0.12116422553778805,0.0
62,1,1.8194481531778972,0.12503039075188815,0.0
63,1,1.80369637409846,0.1326053952729157,0.0
64,1,1.8503934741020203,0.11014883707323819,0.0
65,1,1.9111328721046448,0.08093936097824905,0.0
66,1,1.7827791670958202,0.14266444554356783,0.0
67,1,1.8804578085740407,0.09569094832310121,0.0
68,1,1.8065653642018635,0.13122570267473577,0.0
69,1,1.7296256522337596,0.16822588297600527,0.0
70,1,1.9153552850087483,0.07890880959247049,0.0
71,1,1.7386177033185959,0.16390162047350076,0.0
72,1,1.7349377969900768,0.16567128134386433,0.0
73,1,1.7434029976526897,0.16160038033850377,0.0
74,1,1.811493585507075,0.12885572919559174,0.0
75,1,1.7977979083855946,0.13544195768385048,0.0
76,1,1.7926793297131856,0.13790347370621203,0.0
77,1,1.7939298152923584,0.13730211725828678,0.0
78,1,1.8459222912788391,0.11229902150187532,0.0
79,1,1.8153981963793437,0.126978008281584,0.0
80,1,1.809399425983429,0.12986280704878994,0.0
81,1,1.8151524265607197,0.12709619858109367,0.0
82,1,1.7841654817263286,0.14199776912938566,0.0
83,1,1.8197002013524373,0.12490918120139682,0.0
84,1,1.8289108872413635,0.12047977758301687,0.0
85,1,1.8059631486733754,0.13151530712690118,0.0
86,1,1.7816437184810638,0.1432104809054655,0.0
87,1,1.8118208746115367,0.12869833640627715,0.0
88,1,1.7702197829882305,0.14870423259978094,0.0
89,1,1.811638166507085,0.12878620043168465,0.0
90,1,1.833770990371704,0.11814256202156637,0.0
91,1,1.8165199359258015,0.1264385655879694,0.0
92,1,1.7912291785081227,0.13860084902357317,0.0
93,1,1.8158767024676006,0.12674789549472953,0.0
94,1,1.7961528201897938,0.13623307787781946,0.0
95,1,1.910829484462738,0.08108525959373103,0.0
96,1,1.779148519039154,0.14441041819242295,0.0
97,1,1.7747586766878765,0.14652148612258042,0.0
98,1,1.7717663844426472,0.14796047451694128,0.0
