video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
210300,0,52,1,16,1,k1,False,0.8664299845695496,mc3_18,ssv2
197315,2,49,1,16,1,k1,False,0.6541246175765991,mc3_18,ssv2
218883,3,44,1,16,1,k1,False,0.9986292123794556,mc3_18,ssv2
30133,4,61,1,16,1,k1,False,0.9436574578285217,mc3_18,ssv2
186406,6,66,1,16,1,k1,False,0.963908314704895,mc3_18,ssv2
210300,0,52,2,16,2,k2,False,0.8489091396331787,mc3_18,ssv2
197315,2,49,2,16,2,k2,False,0.530605673789978,mc3_18,ssv2
218883,3,44,2,16,2,k2,False,0.6460915803909302,mc3_18,ssv2
30133,4,61,2,16,2,k2,False,0.6316856741905212,mc3_18,ssv2
186406,6,66,2,16,2,k2,False,0.3244750201702118,mc3_18,ssv2
210300,0,52,4,16,4,k4,False,0.7577564716339111,mc3_18,ssv2
197315,2,49,4,16,4,k4,False,0.15251727402210236,mc3_18,ssv2
218883,3,44,4,16,4,k4,False,0.2440386563539505,mc3_18,ssv2
30133,4,61,4,16,4,k4,False,0.8479894995689392,mc3_18,ssv2
186406,6,66,4,16,4,k4,True,0.694202721118927,mc3_18,ssv2
210300,0,52,8,16,8,k8,False,0.9802125692367554,mc3_18,ssv2
197315,2,49,8,16,8,k8,False,0.36145278811454773,mc3_18,ssv2
218883,3,44,8,16,8,k8,False,0.44722065329551697,mc3_18,ssv2
30133,4,61,8,16,8,k8,False,0.9965091347694397,mc3_18,ssv2
186406,6,66,8,16,8,k8,True,0.3190648555755615,mc3_18,ssv2
210300,0,52,16,16,16,k16,False,0.8604499101638794,mc3_18,ssv2
197315,2,49,16,16,16,k16,True,0.3621950149536133,mc3_18,ssv2
218883,3,44,16,16,16,k16,False,0.39048194885253906,mc3_18,ssv2
30133,4,61,16,16,16,k16,False,0.710253119468689,mc3_18,ssv2
186406,6,66,16,16,16,k16,True,0.8846893906593323,mc3_18,ssv2
172000,7,58,1,16,1,k1,False,0.4253751039505005,mc3_18,ssv2
70659,8,18,1,16,1,k1,False,0.4163297712802887,mc3_18,ssv2
11086,8,18,1,16,1,k1,True,0.2997063100337982,mc3_18,ssv2
3793,9,38,1,16,1,k1,False,0.5525261759757996,mc3_18,ssv2
49806,9,19,1,16,1,k1,False,0.4577045142650604,mc3_18,ssv2
91295,9,20,1,16,1,k1,False,0.9727339744567871,mc3_18,ssv2
119565,9,19,1,16,1,k1,False,0.46701690554618835,mc3_18,ssv2
184324,10,20,1,16,1,k1,False,0.9593603014945984,mc3_18,ssv2
39791,10,17,1,16,1,k1,False,0.6679781675338745,mc3_18,ssv2
21147,11,18,1,16,1,k1,False,0.9999783039093018,mc3_18,ssv2
