label_id,sum,count,acc,coverage,stride,model,dataset
0,10,16,0.625,10,1,r3d_18,hmdb51
1,1,16,0.0625,10,1,r3d_18,hmdb51
2,15,15,1.0,10,1,r3d_18,hmdb51
3,6,16,0.375,10,1,r3d_18,hmdb51
4,9,19,0.47368421052631576,10,1,r3d_18,hmdb51
5,13,16,0.8125,10,1,r3d_18,hmdb51
6,9,16,0.5625,10,1,r3d_18,hmdb51
7,4,19,0.21052631578947367,10,1,r3d_18,hmdb51
8,9,15,0.6,10,1,r3d_18,hmdb51
9,15,20,0.75,10,1,r3d_18,hmdb51
10,5,20,0.25,10,1,r3d_18,hmdb51
11,4,16,0.25,10,1,r3d_18,hmdb51
12,0,20,0.0,10,1,r3d_18,hmdb51
13,11,17,0.6470588235294118,10,1,r3d_18,hmdb51
14,1,16,0.0625,10,1,r3d_18,hmdb51
15,14,15,0.9333333333333333,10,1,r3d_18,hmdb51
16,11,16,0.6875,10,1,r3d_18,hmdb51
17,11,19,0.5789473684210527,10,1,r3d_18,hmdb51
18,9,17,0.5294117647058824,10,1,r3d_18,hmdb51
19,7,20,0.35,10,1,r3d_18,hmdb51
20,0,19,0.0,10,1,r3d_18,hmdb51
21,5,19,0.2631578947368421,10,1,r3d_18,hmdb51
22,11,15,0.7333333333333333,10,1,r3d_18,hmdb51
23,5,19,0.2631578947368421,10,1,r3d_18,hmdb51
24,5,15,0.3333333333333333,10,1,r3d_18,hmdb51
25,15,15,1.0,10,1,r3d_18,hmdb51
26,15,15,1.0,10,1,r3d_18,hmdb51
27,7,18,0.3888888888888889,10,1,r3d_18,hmdb51
28,13,17,0.7647058823529411,10,1,r3d_18,hmdb51
29,9,15,0.6,10,1,r3d_18,hmdb51
30,11,15,0.7333333333333333,10,1,r3d_18,hmdb51
31,9,17,0.5294117647058824,10,1,r3d_18,hmdb51
32,0,20,0.0,10,1,r3d_18,hmdb51
33,16,20,0.8,10,1,r3d_18,hmdb51
34,13,19,0.6842105263157895,10,1,r3d_18,hmdb51
35,9,16,0.5625,10,1,r3d_18,hmdb51
36,11,15,0.7333333333333333,10,1,r3d_18,hmdb51
37,0,20,0.0,10,1,r3d_18,hmdb51
38,15,15,1.0,10,1,r3d_18,hmdb51
39,13,15,0.8666666666666667,10,1,r3d_18,hmdb51
40,11,16,0.6875,10,1,r3d_18,hmdb51
41,7,20,0.35,10,1,r3d_18,hmdb51
42,2,20,0.1,10,1,r3d_18,hmdb51
43,15,20,0.75,10,1,r3d_18,hmdb51
44,9,19,0.47368421052631576,10,1,r3d_18,hmdb51
45,18,19,0.9473684210526315,10,1,r3d_18,hmdb51
46,9,18,0.5,10,1,r3d_18,hmdb51
47,9,15,0.6,10,1,r3d_18,hmdb51
48,3,20,0.15,10,1,r3d_18,hmdb51
49,10,20,0.5,10,1,r3d_18,hmdb51
50,6,15,0.4,10,1,r3d_18,hmdb51
0,11,16,0.6875,10,2,r3d_18,hmdb51
1,0,16,0.0,10,2,r3d_18,hmdb51
2,15,15,1.0,10,2,r3d_18,hmdb51
3,3,16,0.1875,10,2,r3d_18,hmdb51
4,9,19,0.47368421052631576,10,2,r3d_18,hmdb51
5,12,16,0.75,10,2,r3d_18,hmdb51
6,10,16,0.625,10,2,r3d_18,hmdb51
7,4,19,0.21052631578947367,10,2,r3d_18,hmdb51
8,9,15,0.6,10,2,r3d_18,hmdb51
9,15,20,0.75,10,2,r3d_18,hmdb51
10,4,20,0.2,10,2,r3d_18,hmdb51
11,2,16,0.125,10,2,r3d_18,hmdb51
12,0,20,0.0,10,2,r3d_18,hmdb51
13,10,17,0.5882352941176471,10,2,r3d_18,hmdb51
14,0,16,0.0,10,2,r3d_18,hmdb51
15,14,15,0.9333333333333333,10,2,r3d_18,hmdb51
16,10,16,0.625,10,2,r3d_18,hmdb51
17,10,19,0.5263157894736842,10,2,r3d_18,hmdb51
18,9,17,0.5294117647058824,10,2,r3d_18,hmdb51
19,8,20,0.4,10,2,r3d_18,hmdb51
20,0,19,0.0,10,2,r3d_18,hmdb51
21,4,19,0.21052631578947367,10,2,r3d_18,hmdb51
22,12,15,0.8,10,2,r3d_18,hmdb51
23,5,19,0.2631578947368421,10,2,r3d_18,hmdb51
24,4,15,0.26666666666666666,10,2,r3d_18,hmdb51
25,15,15,1.0,10,2,r3d_18,hmdb51
26,14,15,0.9333333333333333,10,2,r3d_18,hmdb51
27,5,18,0.2777777777777778,10,2,r3d_18,hmdb51
28,13,17,0.7647058823529411,10,2,r3d_18,hmdb51
29,6,15,0.4,10,2,r3d_18,hmdb51
30,10,15,0.6666666666666666,10,2,r3d_18,hmdb51
31,9,17,0.5294117647058824,10,2,r3d_18,hmdb51
32,0,20,0.0,10,2,r3d_18,hmdb51
33,16,20,0.8,10,2,r3d_18,hmdb51
34,13,19,0.6842105263157895,10,2,r3d_18,hmdb51
35,9,16,0.5625,10,2,r3d_18,hmdb51
36,11,15,0.7333333333333333,10,2,r3d_18,hmdb51
37,0,20,0.0,10,2,r3d_18,hmdb51
38,15,15,1.0,10,2,r3d_18,hmdb51
39,14,15,0.9333333333333333,10,2,r3d_18,hmdb51
40,9,16,0.5625,10,2,r3d_18,hmdb51
41,8,20,0.4,10,2,r3d_18,hmdb51
42,2,20,0.1,10,2,r3d_18,hmdb51
43,15,20,0.75,10,2,r3d_18,hmdb51
44,9,19,0.47368421052631576,10,2,r3d_18,hmdb51
45,17,19,0.8947368421052632,10,2,r3d_18,hmdb51
46,10,18,0.5555555555555556,10,2,r3d_18,hmdb51
47,8,15,0.5333333333333333,10,2,r3d_18,hmdb51
48,2,20,0.1,10,2,r3d_18,hmdb51
49,11,20,0.55,10,2,r3d_18,hmdb51
50,5,15,0.3333333333333333,10,2,r3d_18,hmdb51
0,14,16,0.875,10,4,r3d_18,hmdb51
1,0,16,0.0,10,4,r3d_18,hmdb51
2,15,15,1.0,10,4,r3d_18,hmdb51
3,1,16,0.0625,10,4,r3d_18,hmdb51
4,5,19,0.2631578947368421,10,4,r3d_18,hmdb51
5,12,16,0.75,10,4,r3d_18,hmdb51
6,9,16,0.5625,10,4,r3d_18,hmdb51
7,3,19,0.15789473684210525,10,4,r3d_18,hmdb51
