label_id,sum,count,acc,coverage,stride,model,dataset
0,0,17,0.0,10,1,timesformer,finegym
1,3,20,0.15,10,1,timesformer,finegym
2,4,20,0.2,10,1,timesformer,finegym
3,0,13,0.0,10,1,timesformer,finegym
4,2,20,0.1,10,1,timesformer,finegym
6,0,20,0.0,10,1,timesformer,finegym
7,0,20,0.0,10,1,timesformer,finegym
8,0,20,0.0,10,1,timesformer,finegym
9,0,20,0.0,10,1,timesformer,finegym
10,0,20,0.0,10,1,timesformer,finegym
11,0,16,0.0,10,1,timesformer,finegym
12,0,16,0.0,10,1,timesformer,finegym
13,0,11,0.0,10,1,timesformer,finegym
14,0,15,0.0,10,1,timesformer,finegym
15,0,20,0.0,10,1,timesformer,finegym
16,2,20,0.1,10,1,timesformer,finegym
17,5,20,0.25,10,1,timesformer,finegym
18,18,20,0.9,10,1,timesformer,finegym
19,2,13,0.15384615384615385,10,1,timesformer,finegym
20,0,12,0.0,10,1,timesformer,finegym
21,18,20,0.9,10,1,timesformer,finegym
22,16,20,0.8,10,1,timesformer,finegym
23,0,8,0.0,10,1,timesformer,finegym
24,2,20,0.1,10,1,timesformer,finegym
25,5,20,0.25,10,1,timesformer,finegym
26,4,20,0.2,10,1,timesformer,finegym
27,0,15,0.0,10,1,timesformer,finegym
28,0,20,0.0,10,1,timesformer,finegym
29,0,8,0.0,10,1,timesformer,finegym
30,3,20,0.15,10,1,timesformer,finegym
31,0,20,0.0,10,1,timesformer,finegym
32,0,20,0.0,10,1,timesformer,finegym
33,0,14,0.0,10,1,timesformer,finegym
34,0,20,0.0,10,1,timesformer,finegym
35,0,20,0.0,10,1,timesformer,finegym
36,0,16,0.0,10,1,timesformer,finegym
37,0,20,0.0,10,1,timesformer,finegym
38,0,20,0.0,10,1,timesformer,finegym
39,0,13,0.0,10,1,timesformer,finegym
40,0,20,0.0,10,1,timesformer,finegym
41,0,20,0.0,10,1,timesformer,finegym
43,0,20,0.0,10,1,timesformer,finegym
44,0,10,0.0,10,1,timesformer,finegym
45,0,1,0.0,10,1,timesformer,finegym
46,0,20,0.0,10,1,timesformer,finegym
47,0,20,0.0,10,1,timesformer,finegym
48,0,4,0.0,10,1,timesformer,finegym
49,0,5,0.0,10,1,timesformer,finegym
50,0,20,0.0,10,1,timesformer,finegym
51,0,20,0.0,10,1,timesformer,finegym
52,0,20,0.0,10,1,timesformer,finegym
53,0,9,0.0,10,1,timesformer,finegym
54,0,13,0.0,10,1,timesformer,finegym
55,20,20,1.0,10,1,timesformer,finegym
56,11,11,1.0,10,1,timesformer,finegym
57,0,9,0.0,10,1,timesformer,finegym
58,0,14,0.0,10,1,timesformer,finegym
59,0,20,0.0,10,1,timesformer,finegym
60,0,20,0.0,10,1,timesformer,finegym
61,1,20,0.05,10,1,timesformer,finegym
62,0,20,0.0,10,1,timesformer,finegym
63,1,20,0.05,10,1,timesformer,finegym
64,0,20,0.0,10,1,timesformer,finegym
65,0,4,0.0,10,1,timesformer,finegym
66,0,20,0.0,10,1,timesformer,finegym
67,5,20,0.25,10,1,timesformer,finegym
68,3,20,0.15,10,1,timesformer,finegym
69,0,17,0.0,10,1,timesformer,finegym
70,8,12,0.6666666666666666,10,1,timesformer,finegym
71,0,20,0.0,10,1,timesformer,finegym
72,0,3,0.0,10,1,timesformer,finegym
73,0,3,0.0,10,1,timesformer,finegym
74,6,20,0.3,10,1,timesformer,finegym
75,0,19,0.0,10,1,timesformer,finegym
76,0,20,0.0,10,1,timesformer,finegym
77,0,7,0.0,10,1,timesformer,finegym
78,1,20,0.05,10,1,timesformer,finegym
79,0,20,0.0,10,1,timesformer,finegym
80,3,19,0.15789473684210525,10,1,timesformer,finegym
81,0,8,0.0,10,1,timesformer,finegym
82,0,12,0.0,10,1,timesformer,finegym
83,6,15,0.4,10,1,timesformer,finegym
84,4,20,0.2,10,1,timesformer,finegym
85,2,20,0.1,10,1,timesformer,finegym
86,0,20,0.0,10,1,timesformer,finegym
87,0,11,0.0,10,1,timesformer,finegym
88,0,13,0.0,10,1,timesformer,finegym
89,0,20,0.0,10,1,timesformer,finegym
90,0,20,0.0,10,1,timesformer,finegym
91,0,20,0.0,10,1,timesformer,finegym
92,0,18,0.0,10,1,timesformer,finegym
93,0,1,0.0,10,1,timesformer,finegym
94,0,20,0.0,10,1,timesformer,finegym
95,17,20,0.85,10,1,timesformer,finegym
96,0,20,0.0,10,1,timesformer,finegym
97,0,16,0.0,10,1,timesformer,finegym
98,0,19,0.0,10,1,timesformer,finegym
0,0,17,0.0,10,2,timesformer,finegym
1,4,20,0.2,10,2,timesformer,finegym
2,4,20,0.2,10,2,timesformer,finegym
3,0,13,0.0,10,2,timesformer,finegym
4,1,20,0.05,10,2,timesformer,finegym
6,0,20,0.0,10,2,timesformer,finegym
7,0,20,0.0,10,2,timesformer,finegym
8,0,20,0.0,10,2,timesformer,finegym
9,0,20,0.0,10,2,timesformer,finegym
10,0,20,0.0,10,2,timesformer,finegym
11,1,16,0.0625,10,2,timesformer,finegym
12,0,16,0.0,10,2,timesformer,finegym
13,0,11,0.0,10,2,timesformer,finegym
14,0,15,0.0,10,2,timesformer,finegym
15,0,20,0.0,10,2,timesformer,finegym
16,2,20,0.1,10,2,timesformer,finegym
17,7,20,0.35,10,2,timesformer,finegym
18,17,20,0.85,10,2,timesformer,finegym
19,2,13,0.15384615384615385,10,2,timesformer,finegym
20,0,12,0.0,10,2,timesformer,finegym
21,17,20,0.85,10,2,timesformer,finegym
22,13,20,0.65,10,2,timesformer,finegym
23,0,8,0.0,10,2,timesformer,finegym
24,3,20,0.15,10,2,timesformer,finegym
25,2,20,0.1,10,2,timesformer,finegym
26,2,20,0.1,10,2,timesformer,finegym
27,0,15,0.0,10,2,timesformer,finegym
28,0,20,0.0,10,2,timesformer,finegym
29,0,8,0.0,10,2,timesformer,finegym
30,2,20,0.1,10,2,timesformer,finegym
31,0,20,0.0,10,2,timesformer,finegym
32,0,20,0.0,10,2,timesformer,finegym
33,0,14,0.0,10,2,timesformer,finegym
34,0,20,0.0,10,2,timesformer,finegym
35,1,20,0.05,10,2,timesformer,finegym
36,0,16,0.0,10,2,timesformer,finegym
37,0,20,0.0,10,2,timesformer,finegym
38,0,20,0.0,10,2,timesformer,finegym
39,0,13,0.0,10,2,timesformer,finegym
40,0,20,0.0,10,2,timesformer,finegym
41,0,20,0.0,10,2,timesformer,finegym
43,0,20,0.0,10,2,timesformer,finegym
44,0,10,0.0,10,2,timesformer,finegym
45,0,1,0.0,10,2,timesformer,finegym
46,0,20,0.0,10,2,timesformer,finegym
47,0,20,0.0,10,2,timesformer,finegym
48,0,4,0.0,10,2,timesformer,finegym
49,0,5,0.0,10,2,timesformer,finegym
50,0,20,0.0,10,2,timesformer,finegym
51,0,20,0.0,10,2,timesformer,finegym
52,0,20,0.0,10,2,timesformer,finegym
53,0,9,0.0,10,2,timesformer,finegym
54,0,13,0.0,10,2,timesformer,finegym
55,20,20,1.0,10,2,timesformer,finegym
56,11,11,1.0,10,2,timesformer,finegym
57,0,9,0.0,10,2,timesformer,finegym
58,0,14,0.0,10,2,timesformer,finegym
59,0,20,0.0,10,2,timesformer,finegym
60,0,20,0.0,10,2,timesformer,finegym
61,1,20,0.05,10,2,timesformer,finegym
62,0,20,0.0,10,2,timesformer,finegym
63,1,20,0.05,10,2,timesformer,finegym
64,0,20,0.0,10,2,timesformer,finegym
65,0,4,0.0,10,2,timesformer,finegym
66,0,20,0.0,10,2,timesformer,finegym
67,3,20,0.15,10,2,timesformer,finegym
68,1,20,0.05,10,2,timesformer,finegym
69,0,17,0.0,10,2,timesformer,finegym
70,10,12,0.8333333333333334,10,2,timesformer,finegym
71,0,20,0.0,10,2,timesformer,finegym
72,0,3,0.0,10,2,timesformer,finegym
73,0,3,0.0,10,2,timesformer,finegym
74,5,20,0.25,10,2,timesformer,finegym
75,0,19,0.0,10,2,timesformer,finegym
76,1,20,0.05,10,2,timesformer,finegym
77,0,7,0.0,10,2,timesformer,finegym
78,1,20,0.05,10,2,timesformer,finegym
79,1,20,0.05,10,2,timesformer,finegym
80,2,19,0.10526315789473684,10,2,timesformer,finegym
81,0,8,0.0,10,2,timesformer,finegym
82,0,12,0.0,10,2,timesformer,finegym
83,6,15,0.4,10,2,timesformer,finegym
84,4,20,0.2,10,2,timesformer,finegym
85,2,20,0.1,10,2,timesformer,finegym
86,0,20,0.0,10,2,timesformer,finegym
87,0,11,0.0,10,2,timesformer,finegym
88,0,13,0.0,10,2,timesformer,finegym
89,0,20,0.0,10,2,timesformer,finegym
90,0,20,0.0,10,2,timesformer,finegym
91,0,20,0.0,10,2,timesformer,finegym
92,0,18,0.0,10,2,timesformer,finegym
93,0,1,0.0,10,2,timesformer,finegym
94,0,20,0.0,10,2,timesformer,finegym
95,18,20,0.9,10,2,timesformer,finegym
96,0,20,0.0,10,2,timesformer,finegym
97,0,16,0.0,10,2,timesformer,finegym
98,0,19,0.0,10,2,timesformer,finegym
0,0,17,0.0,10,4,timesformer,finegym
1,4,20,0.2,10,4,timesformer,finegym
2,2,20,0.1,10,4,timesformer,finegym
3,0,13,0.0,10,4,timesformer,finegym
4,1,20,0.05,10,4,timesformer,finegym
6,0,20,0.0,10,4,timesformer,finegym
7,0,20,0.0,10,4,timesformer,finegym
8,0,20,0.0,10,4,timesformer,finegym
9,0,20,0.0,10,4,timesformer,finegym
10,0,20,0.0,10,4,timesformer,finegym
11,1,16,0.0625,10,4,timesformer,finegym
12,0,16,0.0,10,4,timesformer,finegym
13,0,11,0.0,10,4,timesformer,finegym
14,0,15,0.0,10,4,timesformer,finegym
15,0,20,0.0,10,4,timesformer,finegym
16,1,20,0.05,10,4,timesformer,finegym
17,4,20,0.2,10,4,timesformer,finegym
18,18,20,0.9,10,4,timesformer,finegym
19,1,13,0.07692307692307693,10,4,timesformer,finegym
20,0,12,0.0,10,4,timesformer,finegym
21,18,20,0.9,10,4,timesformer,finegym
22,9,20,0.45,10,4,timesformer,finegym
23,1,8,0.125,10,4,timesformer,finegym
24,2,20,0.1,10,4,timesformer,finegym
25,1,20,0.05,10,4,timesformer,finegym
26,3,20,0.15,10,4,timesformer,finegym
27,0,15,0.0,10,4,timesformer,finegym
28,0,20,0.0,10,4,timesformer,finegym
29,0,8,0.0,10,4,timesformer,finegym
30,1,20,0.05,10,4,timesformer,finegym
31,0,20,0.0,10,4,timesformer,finegym
32,0,20,0.0,10,4,timesformer,finegym
33,0,14,0.0,10,4,timesformer,finegym
34,0,20,0.0,10,4,timesformer,finegym
35,1,20,0.05,10,4,timesformer,finegym
36,0,16,0.0,10,4,timesformer,finegym
37,0,20,0.0,10,4,timesformer,finegym
38,0,20,0.0,10,4,timesformer,finegym
39,0,13,0.0,10,4,timesformer,finegym
40,0,20,0.0,10,4,timesformer,finegym
41,0,20,0.0,10,4,timesformer,finegym
43,0,20,0.0,10,4,timesformer,finegym
44,0,10,0.0,10,4,timesformer,finegym
45,0,1,0.0,10,4,timesformer,finegym
46,0,20,0.0,10,4,timesformer,finegym
47,0,20,0.0,10,4,timesformer,finegym
48,0,4,0.0,10,4,timesformer,finegym
49,0,5,0.0,10,4,timesformer,finegym
50,0,20,0.0,10,4,timesformer,finegym
51,0,20,0.0,10,4,timesformer,finegym
52,0,20,0.0,10,4,timesformer,finegym
53,0,9,0.0,10,4,timesformer,finegym
54,0,13,0.0,10,4,timesformer,finegym
55,20,20,1.0,10,4,timesformer,finegym
56,10,11,0.9090909090909091,10,4,timesformer,finegym
57,0,9,0.0,10,4,timesformer,finegym
58,0,14,0.0,10,4,timesformer,finegym
59,0,20,0.0,10,4,timesformer,finegym
60,0,20,0.0,10,4,timesformer,finegym
61,0,20,0.0,10,4,timesformer,finegym
62,0,20,0.0,10,4,timesformer,finegym
63,1,20,0.05,10,4,timesformer,finegym
64,0,20,0.0,10,4,timesformer,finegym
65,0,4,0.0,10,4,timesformer,finegym
66,0,20,0.0,10,4,timesformer,finegym
67,0,20,0.0,10,4,timesformer,finegym
68,1,20,0.05,10,4,timesformer,finegym
69,0,17,0.0,10,4,timesformer,finegym
70,6,12,0.5,10,4,timesformer,finegym
71,0,20,0.0,10,4,timesformer,finegym
72,0,3,0.0,10,4,timesformer,finegym
73,0,3,0.0,10,4,timesformer,finegym
74,3,20,0.15,10,4,timesformer,finegym
75,0,19,0.0,10,4,timesformer,finegym
76,1,20,0.05,10,4,timesformer,finegym
77,0,7,0.0,10,4,timesformer,finegym
78,1,20,0.05,10,4,timesformer,finegym
79,0,20,0.0,10,4,timesformer,finegym
80,1,19,0.05263157894736842,10,4,timesformer,finegym
81,0,8,0.0,10,4,timesformer,finegym
82,0,12,0.0,10,4,timesformer,finegym
83,6,15,0.4,10,4,timesformer,finegym
84,4,20,0.2,10,4,timesformer,finegym
85,3,20,0.15,10,4,timesformer,finegym
86,0,20,0.0,10,4,timesformer,finegym
87,0,11,0.0,10,4,timesformer,finegym
88,0,13,0.0,10,4,timesformer,finegym
89,0,20,0.0,10,4,timesformer,finegym
90,0,20,0.0,10,4,timesformer,finegym
91,0,20,0.0,10,4,timesformer,finegym
92,0,18,0.0,10,4,timesformer,finegym
93,0,1,0.0,10,4,timesformer,finegym
94,0,20,0.0,10,4,timesformer,finegym
95,18,20,0.9,10,4,timesformer,finegym
96,0,20,0.0,10,4,timesformer,finegym
97,0,16,0.0,10,4,timesformer,finegym
98,0,19,0.0,10,4,timesformer,finegym
0,0,17,0.0,10,8,timesformer,finegym
1,3,20,0.15,10,8,timesformer,finegym
2,0,20,0.0,10,8,timesformer,finegym
3,0,13,0.0,10,8,timesformer,finegym
4,1,20,0.05,10,8,timesformer,finegym
6,0,20,0.0,10,8,timesformer,finegym
7,0,20,0.0,10,8,timesformer,finegym
8,0,20,0.0,10,8,timesformer,finegym
9,0,20,0.0,10,8,timesformer,finegym
10,0,20,0.0,10,8,timesformer,finegym
11,1,16,0.0625,10,8,timesformer,finegym
12,0,16,0.0,10,8,timesformer,finegym
13,0,11,0.0,10,8,timesformer,finegym
14,0,15,0.0,10,8,timesformer,finegym
15,0,20,0.0,10,8,timesformer,finegym
16,1,20,0.05,10,8,timesformer,finegym
17,2,20,0.1,10,8,timesformer,finegym
18,18,20,0.9,10,8,timesformer,finegym
19,0,13,0.0,10,8,timesformer,finegym
20,0,12,0.0,10,8,timesformer,finegym
21,18,20,0.9,10,8,timesformer,finegym
22,4,20,0.2,10,8,timesformer,finegym
23,1,8,0.125,10,8,timesformer,finegym
24,0,20,0.0,10,8,timesformer,finegym
25,1,20,0.05,10,8,timesformer,finegym
26,3,20,0.15,10,8,timesformer,finegym
27,0,15,0.0,10,8,timesformer,finegym
28,0,20,0.0,10,8,timesformer,finegym
29,0,8,0.0,10,8,timesformer,finegym
30,1,20,0.05,10,8,timesformer,finegym
31,0,20,0.0,10,8,timesformer,finegym
32,0,20,0.0,10,8,timesformer,finegym
33,0,14,0.0,10,8,timesformer,finegym
34,0,20,0.0,10,8,timesformer,finegym
35,1,20,0.05,10,8,timesformer,finegym
36,0,16,0.0,10,8,timesformer,finegym
37,0,20,0.0,10,8,timesformer,finegym
38,0,20,0.0,10,8,timesformer,finegym
39,0,13,0.0,10,8,timesformer,finegym
40,0,20,0.0,10,8,timesformer,finegym
41,0,20,0.0,10,8,timesformer,finegym
43,0,20,0.0,10,8,timesformer,finegym
44,0,10,0.0,10,8,timesformer,finegym
45,0,1,0.0,10,8,timesformer,finegym
46,0,20,0.0,10,8,timesformer,finegym
47,0,20,0.0,10,8,timesformer,finegym
48,0,4,0.0,10,8,timesformer,finegym
49,0,5,0.0,10,8,timesformer,finegym
50,0,20,0.0,10,8,timesformer,finegym
51,0,20,0.0,10,8,timesformer,finegym
52,0,20,0.0,10,8,timesformer,finegym
53,0,9,0.0,10,8,timesformer,finegym
54,0,13,0.0,10,8,timesformer,finegym
55,20,20,1.0,10,8,timesformer,finegym
56,8,11,0.7272727272727273,10,8,timesformer,finegym
57,0,9,0.0,10,8,timesformer,finegym
58,0,14,0.0,10,8,timesformer,finegym
59,0,20,0.0,10,8,timesformer,finegym
60,0,20,0.0,10,8,timesformer,finegym
61,0,20,0.0,10,8,timesformer,finegym
62,0,20,0.0,10,8,timesformer,finegym
63,0,20,0.0,10,8,timesformer,finegym
64,0,20,0.0,10,8,timesformer,finegym
65,0,4,0.0,10,8,timesformer,finegym
66,0,20,0.0,10,8,timesformer,finegym
67,0,20,0.0,10,8,timesformer,finegym
68,1,20,0.05,10,8,timesformer,finegym
69,0,17,0.0,10,8,timesformer,finegym
70,2,12,0.16666666666666666,10,8,timesformer,finegym
71,0,20,0.0,10,8,timesformer,finegym
72,0,3,0.0,10,8,timesformer,finegym
73,0,3,0.0,10,8,timesformer,finegym
74,4,20,0.2,10,8,timesformer,finegym
75,0,19,0.0,10,8,timesformer,finegym
76,1,20,0.05,10,8,timesformer,finegym
77,0,7,0.0,10,8,timesformer,finegym
78,3,20,0.15,10,8,timesformer,finegym
79,0,20,0.0,10,8,timesformer,finegym
80,1,19,0.05263157894736842,10,8,timesformer,finegym
81,0,8,0.0,10,8,timesformer,finegym
82,0,12,0.0,10,8,timesformer,finegym
83,7,15,0.4666666666666667,10,8,timesformer,finegym
84,4,20,0.2,10,8,timesformer,finegym
85,3,20,0.15,10,8,timesformer,finegym
86,0,20,0.0,10,8,timesformer,finegym
87,0,11,0.0,10,8,timesformer,finegym
88,0,13,0.0,10,8,timesformer,finegym
89,0,20,0.0,10,8,timesformer,finegym
90,0,20,0.0,10,8,timesformer,finegym
91,0,20,0.0,10,8,timesformer,finegym
92,0,18,0.0,10,8,timesformer,finegym
93,0,1,0.0,10,8,timesformer,finegym
94,0,20,0.0,10,8,timesformer,finegym
95,18,20,0.9,10,8,timesformer,finegym
96,0,20,0.0,10,8,timesformer,finegym
97,0,16,0.0,10,8,timesformer,finegym
98,0,19,0.0,10,8,timesformer,finegym
0,0,17,0.0,10,16,timesformer,finegym
1,1,20,0.05,10,16,timesformer,finegym
2,0,20,0.0,10,16,timesformer,finegym
3,0,13,0.0,10,16,timesformer,finegym
4,1,20,0.05,10,16,timesformer,finegym
6,0,20,0.0,10,16,timesformer,finegym
7,0,20,0.0,10,16,timesformer,finegym
8,0,20,0.0,10,16,timesformer,finegym
9,0,20,0.0,10,16,timesformer,finegym
10,0,20,0.0,10,16,timesformer,finegym
11,1,16,0.0625,10,16,timesformer,finegym
12,0,16,0.0,10,16,timesformer,finegym
13,0,11,0.0,10,16,timesformer,finegym
14,0,15,0.0,10,16,timesformer,finegym
15,0,20,0.0,10,16,timesformer,finegym
16,1,20,0.05,10,16,timesformer,finegym
17,2,20,0.1,10,16,timesformer,finegym
18,18,20,0.9,10,16,timesformer,finegym
19,0,13,0.0,10,16,timesformer,finegym
20,0,12,0.0,10,16,timesformer,finegym
21,18,20,0.9,10,16,timesformer,finegym
22,4,20,0.2,10,16,timesformer,finegym
23,1,8,0.125,10,16,timesformer,finegym
24,0,20,0.0,10,16,timesformer,finegym
25,1,20,0.05,10,16,timesformer,finegym
26,3,20,0.15,10,16,timesformer,finegym
27,0,15,0.0,10,16,timesformer,finegym
28,0,20,0.0,10,16,timesformer,finegym
29,0,8,0.0,10,16,timesformer,finegym
30,1,20,0.05,10,16,timesformer,finegym
31,0,20,0.0,10,16,timesformer,finegym
32,0,20,0.0,10,16,timesformer,finegym
33,0,14,0.0,10,16,timesformer,finegym
34,0,20,0.0,10,16,timesformer,finegym
35,1,20,0.05,10,16,timesformer,finegym
36,0,16,0.0,10,16,timesformer,finegym
37,0,20,0.0,10,16,timesformer,finegym
38,0,20,0.0,10,16,timesformer,finegym
39,0,13,0.0,10,16,timesformer,finegym
40,0,20,0.0,10,16,timesformer,finegym
41,0,20,0.0,10,16,timesformer,finegym
43,0,20,0.0,10,16,timesformer,finegym
44,0,10,0.0,10,16,timesformer,finegym
45,0,1,0.0,10,16,timesformer,finegym
46,0,20,0.0,10,16,timesformer,finegym
47,0,20,0.0,10,16,timesformer,finegym
48,0,4,0.0,10,16,timesformer,finegym
49,0,5,0.0,10,16,timesformer,finegym
50,0,20,0.0,10,16,timesformer,finegym
51,0,20,0.0,10,16,timesformer,finegym
52,0,20,0.0,10,16,timesformer,finegym
53,0,9,0.0,10,16,timesformer,finegym
54,0,13,0.0,10,16,timesformer,finegym
55,20,20,1.0,10,16,timesformer,finegym
56,8,11,0.7272727272727273,10,16,timesformer,finegym
57,0,9,0.0,10,16,timesformer,finegym
58,0,14,0.0,10,16,timesformer,finegym
59,0,20,0.0,10,16,timesformer,finegym
60,0,20,0.0,10,16,timesformer,finegym
61,0,20,0.0,10,16,timesformer,finegym
62,0,20,0.0,10,16,timesformer,finegym
63,0,20,0.0,10,16,timesformer,finegym
64,0,20,0.0,10,16,timesformer,finegym
65,0,4,0.0,10,16,timesformer,finegym
66,0,20,0.0,10,16,timesformer,finegym
67,0,20,0.0,10,16,timesformer,finegym
68,1,20,0.05,10,16,timesformer,finegym
69,0,17,0.0,10,16,timesformer,finegym
70,1,12,0.08333333333333333,10,16,timesformer,finegym
71,0,20,0.0,10,16,timesformer,finegym
72,0,3,0.0,10,16,timesformer,finegym
73,0,3,0.0,10,16,timesformer,finegym
74,4,20,0.2,10,16,timesformer,finegym
75,0,19,0.0,10,16,timesformer,finegym
76,1,20,0.05,10,16,timesformer,finegym
77,0,7,0.0,10,16,timesformer,finegym
78,3,20,0.15,10,16,timesformer,finegym
79,0,20,0.0,10,16,timesformer,finegym
80,1,19,0.05263157894736842,10,16,timesformer,finegym
