label_id,sum,count,acc,coverage,stride,model,dataset
0,13,16,0.8125,10,1,timesformer,hmdb51
1,5,16,0.3125,10,1,timesformer,hmdb51
2,15,15,1.0,10,1,timesformer,hmdb51
3,10,16,0.625,10,1,timesformer,hmdb51
4,15,19,0.7894736842105263,10,1,timesformer,hmdb51
5,14,16,0.875,10,1,timesformer,hmdb51
6,10,16,0.625,10,1,timesformer,hmdb51
7,6,19,0.3157894736842105,10,1,timesformer,hmdb51
8,12,15,0.8,10,1,timesformer,hmdb51
9,17,20,0.85,10,1,timesformer,hmdb51
10,4,20,0.2,10,1,timesformer,hmdb51
11,5,16,0.3125,10,1,timesformer,hmdb51
12,1,20,0.05,10,1,timesformer,hmdb51
13,9,17,0.5294117647058824,10,1,timesformer,hmdb51
14,4,16,0.25,10,1,timesformer,hmdb51
15,14,15,0.9333333333333333,10,1,timesformer,hmdb51
16,5,16,0.3125,10,1,timesformer,hmdb51
17,11,19,0.5789473684210527,10,1,timesformer,hmdb51
18,11,17,0.6470588235294118,10,1,timesformer,hmdb51
19,6,20,0.3,10,1,timesformer,hmdb51
20,4,19,0.21052631578947367,10,1,timesformer,hmdb51
21,4,19,0.21052631578947367,10,1,timesformer,hmdb51
22,11,15,0.7333333333333333,10,1,timesformer,hmdb51
23,10,19,0.5263157894736842,10,1,timesformer,hmdb51
24,5,15,0.3333333333333333,10,1,timesformer,hmdb51
25,15,15,1.0,10,1,timesformer,hmdb51
26,15,15,1.0,10,1,timesformer,hmdb51
27,6,18,0.3333333333333333,10,1,timesformer,hmdb51
28,17,17,1.0,10,1,timesformer,hmdb51
29,15,15,1.0,10,1,timesformer,hmdb51
30,13,15,0.8666666666666667,10,1,timesformer,hmdb51
31,13,17,0.7647058823529411,10,1,timesformer,hmdb51
32,3,20,0.15,10,1,timesformer,hmdb51
33,17,20,0.85,10,1,timesformer,hmdb51
34,14,19,0.7368421052631579,10,1,timesformer,hmdb51
35,7,16,0.4375,10,1,timesformer,hmdb51
36,9,15,0.6,10,1,timesformer,hmdb51
37,3,20,0.15,10,1,timesformer,hmdb51
38,15,15,1.0,10,1,timesformer,hmdb51
39,12,15,0.8,10,1,timesformer,hmdb51
40,7,16,0.4375,10,1,timesformer,hmdb51
41,7,20,0.35,10,1,timesformer,hmdb51
42,3,20,0.15,10,1,timesformer,hmdb51
43,15,20,0.75,10,1,timesformer,hmdb51
44,9,19,0.47368421052631576,10,1,timesformer,hmdb51
45,7,19,0.3684210526315789,10,1,timesformer,hmdb51
46,12,18,0.6666666666666666,10,1,timesformer,hmdb51
47,8,15,0.5333333333333333,10,1,timesformer,hmdb51
48,8,20,0.4,10,1,timesformer,hmdb51
49,9,20,0.45,10,1,timesformer,hmdb51
50,5,15,0.3333333333333333,10,1,timesformer,hmdb51
0,13,16,0.8125,10,2,timesformer,hmdb51
1,5,16,0.3125,10,2,timesformer,hmdb51
2,15,15,1.0,10,2,timesformer,hmdb51
3,10,16,0.625,10,2,timesformer,hmdb51
4,14,19,0.7368421052631579,10,2,timesformer,hmdb51
5,14,16,0.875,10,2,timesformer,hmdb51
6,10,16,0.625,10,2,timesformer,hmdb51
7,5,19,0.2631578947368421,10,2,timesformer,hmdb51
8,12,15,0.8,10,2,timesformer,hmdb51
9,17,20,0.85,10,2,timesformer,hmdb51
10,6,20,0.3,10,2,timesformer,hmdb51
11,3,16,0.1875,10,2,timesformer,hmdb51
12,0,20,0.0,10,2,timesformer,hmdb51
13,9,17,0.5294117647058824,10,2,timesformer,hmdb51
14,4,16,0.25,10,2,timesformer,hmdb51
15,14,15,0.9333333333333333,10,2,timesformer,hmdb51
16,4,16,0.25,10,2,timesformer,hmdb51
17,11,19,0.5789473684210527,10,2,timesformer,hmdb51
18,13,17,0.7647058823529411,10,2,timesformer,hmdb51
19,6,20,0.3,10,2,timesformer,hmdb51
20,1,19,0.05263157894736842,10,2,timesformer,hmdb51
21,4,19,0.21052631578947367,10,2,timesformer,hmdb51
22,12,15,0.8,10,2,timesformer,hmdb51
23,10,19,0.5263157894736842,10,2,timesformer,hmdb51
24,5,15,0.3333333333333333,10,2,timesformer,hmdb51
25,15,15,1.0,10,2,timesformer,hmdb51
26,15,15,1.0,10,2,timesformer,hmdb51
27,5,18,0.2777777777777778,10,2,timesformer,hmdb51
28,17,17,1.0,10,2,timesformer,hmdb51
29,15,15,1.0,10,2,timesformer,hmdb51
30,11,15,0.7333333333333333,10,2,timesformer,hmdb51
31,13,17,0.7647058823529411,10,2,timesformer,hmdb51
32,2,20,0.1,10,2,timesformer,hmdb51
33,16,20,0.8,10,2,timesformer,hmdb51
34,14,19,0.7368421052631579,10,2,timesformer,hmdb51
35,7,16,0.4375,10,2,timesformer,hmdb51
36,9,15,0.6,10,2,timesformer,hmdb51
37,1,20,0.05,10,2,timesformer,hmdb51
38,15,15,1.0,10,2,timesformer,hmdb51
39,13,15,0.8666666666666667,10,2,timesformer,hmdb51
40,6,16,0.375,10,2,timesformer,hmdb51
41,7,20,0.35,10,2,timesformer,hmdb51
42,3,20,0.15,10,2,timesformer,hmdb51
43,14,20,0.7,10,2,timesformer,hmdb51
44,10,19,0.5263157894736842,10,2,timesformer,hmdb51
45,9,19,0.47368421052631576,10,2,timesformer,hmdb51
46,11,18,0.6111111111111112,10,2,timesformer,hmdb51
47,8,15,0.5333333333333333,10,2,timesformer,hmdb51
48,7,20,0.35,10,2,timesformer,hmdb51
49,8,20,0.4,10,2,timesformer,hmdb51
