label_id,sum,count,acc,coverage,stride,model,dataset
0,1,17,0.058823529411764705,10,1,vivit,finegym
1,2,20,0.1,10,1,vivit,finegym
2,0,20,0.0,10,1,vivit,finegym
3,0,13,0.0,10,1,vivit,finegym
4,0,20,0.0,10,1,vivit,finegym
6,0,20,0.0,10,1,vivit,finegym
7,0,20,0.0,10,1,vivit,finegym
8,1,20,0.05,10,1,vivit,finegym
9,0,20,0.0,10,1,vivit,finegym
10,2,20,0.1,10,1,vivit,finegym
11,0,16,0.0,10,1,vivit,finegym
12,1,16,0.0625,10,1,vivit,finegym
13,0,11,0.0,10,1,vivit,finegym
14,0,15,0.0,10,1,vivit,finegym
15,0,20,0.0,10,1,vivit,finegym
16,15,20,0.75,10,1,vivit,finegym
17,1,20,0.05,10,1,vivit,finegym
18,4,20,0.2,10,1,vivit,finegym
19,0,13,0.0,10,1,vivit,finegym
20,0,12,0.0,10,1,vivit,finegym
21,11,20,0.55,10,1,vivit,finegym
22,1,20,0.05,10,1,vivit,finegym
23,0,8,0.0,10,1,vivit,finegym
24,1,20,0.05,10,1,vivit,finegym
25,1,20,0.05,10,1,vivit,finegym
26,0,20,0.0,10,1,vivit,finegym
27,0,15,0.0,10,1,vivit,finegym
28,0,20,0.0,10,1,vivit,finegym
29,0,8,0.0,10,1,vivit,finegym
30,7,20,0.35,10,1,vivit,finegym
31,0,20,0.0,10,1,vivit,finegym
32,0,20,0.0,10,1,vivit,finegym
33,0,14,0.0,10,1,vivit,finegym
34,0,20,0.0,10,1,vivit,finegym
35,0,20,0.0,10,1,vivit,finegym
36,0,16,0.0,10,1,vivit,finegym
37,0,20,0.0,10,1,vivit,finegym
38,2,20,0.1,10,1,vivit,finegym
39,0,13,0.0,10,1,vivit,finegym
40,0,20,0.0,10,1,vivit,finegym
41,0,20,0.0,10,1,vivit,finegym
43,3,20,0.15,10,1,vivit,finegym
44,0,10,0.0,10,1,vivit,finegym
45,0,1,0.0,10,1,vivit,finegym
46,0,20,0.0,10,1,vivit,finegym
47,0,20,0.0,10,1,vivit,finegym
48,0,4,0.0,10,1,vivit,finegym
49,0,5,0.0,10,1,vivit,finegym
50,0,20,0.0,10,1,vivit,finegym
51,0,20,0.0,10,1,vivit,finegym
52,0,20,0.0,10,1,vivit,finegym
53,0,9,0.0,10,1,vivit,finegym
54,0,13,0.0,10,1,vivit,finegym
55,17,20,0.85,10,1,vivit,finegym
56,0,11,0.0,10,1,vivit,finegym
57,0,9,0.0,10,1,vivit,finegym
58,0,14,0.0,10,1,vivit,finegym
59,0,20,0.0,10,1,vivit,finegym
60,0,20,0.0,10,1,vivit,finegym
61,0,20,0.0,10,1,vivit,finegym
62,0,20,0.0,10,1,vivit,finegym
63,0,20,0.0,10,1,vivit,finegym
64,0,20,0.0,10,1,vivit,finegym
65,0,4,0.0,10,1,vivit,finegym
66,0,20,0.0,10,1,vivit,finegym
67,0,20,0.0,10,1,vivit,finegym
68,0,20,0.0,10,1,vivit,finegym
69,0,17,0.0,10,1,vivit,finegym
70,3,12,0.25,10,1,vivit,finegym
71,0,20,0.0,10,1,vivit,finegym
72,0,3,0.0,10,1,vivit,finegym
73,0,3,0.0,10,1,vivit,finegym
74,1,20,0.05,10,1,vivit,finegym
75,0,19,0.0,10,1,vivit,finegym
76,1,20,0.05,10,1,vivit,finegym
77,0,7,0.0,10,1,vivit,finegym
78,0,20,0.0,10,1,vivit,finegym
79,1,20,0.05,10,1,vivit,finegym
80,0,19,0.0,10,1,vivit,finegym
81,0,8,0.0,10,1,vivit,finegym
82,0,12,0.0,10,1,vivit,finegym
