label_id,sum,count,acc,coverage,stride,model,dataset
0,20,20,1.0,10,1,r3d_18,ucf101
1,13,20,0.65,10,1,r3d_18,ucf101
2,15,20,0.75,10,1,r3d_18,ucf101
3,15,20,0.75,10,1,r3d_18,ucf101
4,16,20,0.8,10,1,r3d_18,ucf101
5,18,20,0.9,10,1,r3d_18,ucf101
6,16,20,0.8,10,1,r3d_18,ucf101
7,9,20,0.45,10,1,r3d_18,ucf101
8,20,20,1.0,10,1,r3d_18,ucf101
9,19,20,0.95,10,1,r3d_18,ucf101
10,18,20,0.9,10,1,r3d_18,ucf101
11,20,20,1.0,10,1,r3d_18,ucf101
12,0,20,0.0,10,1,r3d_18,ucf101
13,14,20,0.7,10,1,r3d_18,ucf101
14,2,20,0.1,10,1,r3d_18,ucf101
15,17,20,0.85,10,1,r3d_18,ucf101
16,4,20,0.2,10,1,r3d_18,ucf101
17,18,20,0.9,10,1,r3d_18,ucf101
18,16,20,0.8,10,1,r3d_18,ucf101
19,1,20,0.05,10,1,r3d_18,ucf101
20,11,20,0.55,10,1,r3d_18,ucf101
21,0,20,0.0,10,1,r3d_18,ucf101
22,6,20,0.3,10,1,r3d_18,ucf101
23,8,20,0.4,10,1,r3d_18,ucf101
24,19,20,0.95,10,1,r3d_18,ucf101
25,19,20,0.95,10,1,r3d_18,ucf101
26,20,20,1.0,10,1,r3d_18,ucf101
27,14,20,0.7,10,1,r3d_18,ucf101
28,17,20,0.85,10,1,r3d_18,ucf101
29,10,20,0.5,10,1,r3d_18,ucf101
30,5,20,0.25,10,1,r3d_18,ucf101
31,15,20,0.75,10,1,r3d_18,ucf101
32,16,20,0.8,10,1,r3d_18,ucf101
33,15,20,0.75,10,1,r3d_18,ucf101
34,11,20,0.55,10,1,r3d_18,ucf101
35,3,20,0.15,10,1,r3d_18,ucf101
36,20,20,1.0,10,1,r3d_18,ucf101
37,6,20,0.3,10,1,r3d_18,ucf101
38,15,20,0.75,10,1,r3d_18,ucf101
39,3,20,0.15,10,1,r3d_18,ucf101
40,19,20,0.95,10,1,r3d_18,ucf101
41,20,20,1.0,10,1,r3d_18,ucf101
42,15,20,0.75,10,1,r3d_18,ucf101
43,17,20,0.85,10,1,r3d_18,ucf101
44,9,20,0.45,10,1,r3d_18,ucf101
45,15,20,0.75,10,1,r3d_18,ucf101
46,0,20,0.0,10,1,r3d_18,ucf101
47,8,20,0.4,10,1,r3d_18,ucf101
48,15,20,0.75,10,1,r3d_18,ucf101
49,18,20,0.9,10,1,r3d_18,ucf101
50,5,20,0.25,10,1,r3d_18,ucf101
51,11,20,0.55,10,1,r3d_18,ucf101
52,17,20,0.85,10,1,r3d_18,ucf101
53,10,20,0.5,10,1,r3d_18,ucf101
54,3,20,0.15,10,1,r3d_18,ucf101
55,9,20,0.45,10,1,r3d_18,ucf101
56,17,20,0.85,10,1,r3d_18,ucf101
57,4,20,0.2,10,1,r3d_18,ucf101
58,14,20,0.7,10,1,r3d_18,ucf101
59,18,20,0.9,10,1,r3d_18,ucf101
60,16,20,0.8,10,1,r3d_18,ucf101
61,20,20,1.0,10,1,r3d_18,ucf101
62,19,20,0.95,10,1,r3d_18,ucf101
63,20,20,1.0,10,1,r3d_18,ucf101
64,18,20,0.9,10,1,r3d_18,ucf101
65,18,20,0.9,10,1,r3d_18,ucf101
66,16,20,0.8,10,1,r3d_18,ucf101
67,12,20,0.6,10,1,r3d_18,ucf101
68,19,20,0.95,10,1,r3d_18,ucf101
69,8,20,0.4,10,1,r3d_18,ucf101
70,17,20,0.85,10,1,r3d_18,ucf101
71,13,20,0.65,10,1,r3d_18,ucf101
72,15,20,0.75,10,1,r3d_18,ucf101
73,20,20,1.0,10,1,r3d_18,ucf101
74,5,20,0.25,10,1,r3d_18,ucf101
75,17,20,0.85,10,1,r3d_18,ucf101
76,15,20,0.75,10,1,r3d_18,ucf101
77,4,20,0.2,10,1,r3d_18,ucf101
78,10,20,0.5,10,1,r3d_18,ucf101
