coverage,stride,top1,n,model,dataset
10,1,0.0605652759084791,743,vivit,diving48
10,2,0.0497981157469717,743,vivit,diving48
10,4,0.0390309555854643,743,vivit,diving48
10,8,0.0430686406460296,743,vivit,diving48
10,16,0.044414535666218,743,vivit,diving48
25,1,0.1292059219380888,743,vivit,diving48
25,2,0.0995962314939434,743,vivit,diving48
25,4,0.0834454912516823,743,vivit,diving48
25,8,0.0619111709286675,743,vivit,diving48
25,16,0.0551816958277254,743,vivit,diving48
50,1,0.2866756393001345,743,vivit,diving48
50,2,0.2759084791386272,743,vivit,diving48
50,4,0.2355316285329744,743,vivit,diving48
50,8,0.1359353970390309,743,vivit,diving48
50,16,0.0942126514131897,743,vivit,diving48
75,1,0.458950201884253,743,vivit,diving48
75,2,0.4535666218034993,743,vivit,diving48
75,4,0.3835800807537012,743,vivit,diving48
75,8,0.2584118438761776,743,vivit,diving48
75,16,0.1022880215343203,743,vivit,diving48
100,1,0.4966352624495289,743,vivit,diving48
100,2,0.4818304172274562,743,vivit,diving48
100,4,0.4118438761776581,743,vivit,diving48
100,8,0.2732166890982503,743,vivit,diving48
100,16,0.1238223418573351,743,vivit,diving48
