config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.8046627433227704,4418,15.997962879130828,videomae,autsl,covstride,16
cov100_s16,0.27863286555002265,4418,4.149388863739248,videomae,autsl,covstride,16
cov100_s2,0.8026256224535989,4418,15.994567677682209,videomae,autsl,covstride,16
cov100_s4,0.7738795835219556,4418,14.469443186962426,videomae,autsl,covstride,16
cov100_s8,0.5740153915799004,4418,7.836803983703033,videomae,autsl,covstride,16
cov10_s1,0.014938886373924853,4418,5.905387052965143,videomae,autsl,covstride,16
cov10_s16,0.005885015844273427,4418,1.0,videomae,autsl,covstride,16
cov10_s2,0.012222725215029425,4418,3.1475780896333183,videomae,autsl,covstride,16
cov10_s4,0.008374830239927569,4418,1.8888637392485288,videomae,autsl,covstride,16
cov10_s8,0.005885015844273427,4418,1.0167496604798552,videomae,autsl,covstride,16
cov25_s1,0.04119511090991399,4418,14.234947940244455,videomae,autsl,covstride,16
cov25_s16,0.012222725215029425,4418,1.2304210049796287,videomae,autsl,covstride,16
cov25_s2,0.04934359438660027,4418,7.589406971480308,videomae,autsl,covstride,16
cov25_s4,0.04006337709370756,4418,4.033952014486193,videomae,autsl,covstride,16
cov25_s8,0.02444545043005885,4418,2.231326392032594,videomae,autsl,covstride,16
cov50_s1,0.41579900407424175,4418,15.994567677682209,videomae,autsl,covstride,16
cov50_s16,0.06496152105024898,4418,2.2602987777274786,videomae,autsl,covstride,16
cov50_s2,0.3958804889090086,4418,14.310321412403802,videomae,autsl,covstride,16
cov50_s4,0.26414667270258035,4418,7.707107288365776,videomae,autsl,covstride,16
cov50_s8,0.1810774105930285,4418,4.086464463558171,videomae,autsl,covstride,16
cov75_s1,0.7372114078768673,4418,15.997283838841104,videomae,autsl,covstride,16
cov75_s16,0.1670439112720688,4418,3.2206880941602534,videomae,autsl,covstride,16
cov75_s2,0.7202354006337709,4418,15.935264825712993,videomae,autsl,covstride,16
cov75_s4,0.6389769126301494,4418,11.416704391127206,videomae,autsl,covstride,16
cov75_s8,0.4067451335445903,4418,5.96650067904029,videomae,autsl,covstride,16
