coverage,stride,top1,n
10,1,0.0619111709286675,743
10,2,0.0619111709286675,743
10,4,0.0551816958277254,743
10,8,0.0578734858681022,743
10,16,0.0578734858681022,743
25,1,0.0820995962314939,743
25,2,0.0820995962314939,743
25,4,0.0874831763122476,743
25,8,0.0659488559892328,743
25,16,0.063257065948856,743
50,1,0.1332436069986541,743
50,2,0.1305518169582772,743
50,4,0.1426648721399731,743
50,8,0.1009421265141319,743
50,16,0.0699865410497981,743
75,1,0.2018842530282638,743
75,2,0.2113055181695827,743
75,4,0.1843876177658142,743
75,8,0.1386271870794078,743
75,16,0.107671601615074,743
100,1,0.2180349932705249,743
100,2,0.2139973082099596,743
100,4,0.2032301480484522,743
100,8,0.1790040376850605,743
100,16,0.1049798115746971,743
