coverage,stride,top1,n
10,1,0.3392857142857143,448
10,2,0.3415178571428571,448
10,4,0.3348214285714285,448
10,8,0.3236607142857143,448
10,16,0.3236607142857143,448
25,1,0.4107142857142857,448
25,2,0.3995535714285714,448
25,4,0.3616071428571428,448
25,8,0.3616071428571428,448
25,16,0.3236607142857143,448
50,1,0.4665178571428571,448
50,2,0.4620535714285714,448
50,4,0.4107142857142857,448
50,8,0.3839285714285714,448
50,16,0.375,448
75,1,0.5044642857142857,448
75,2,0.4977678571428571,448
75,4,0.4464285714285714,448
75,8,0.4174107142857143,448
75,16,0.3861607142857143,448
100,1,0.5290178571428571,448
100,2,0.5133928571428571,448
100,4,0.4754464285714285,448
100,8,0.4419642857142857,448
100,16,0.4017857142857143,448
