coverage,stride,top1,n
10,1,0.0619111709286675,743
10,2,0.0565275908479138,743
10,4,0.0511440107671601,743
10,8,0.0403768506056527,743
10,16,0.034993270524899,743
25,1,0.1130551816958277,743
25,2,0.0942126514131897,743
25,4,0.0807537012113055,743
25,8,0.0565275908479138,743
25,16,0.0484522207267833,743
50,1,0.2987886944818304,743
50,2,0.3001345895020188,743
50,4,0.1978465679676985,743
50,8,0.0995962314939434,743
50,16,0.0672947510094212,743
75,1,0.4360699865410498,743
75,2,0.4360699865410498,743
75,4,0.3337819650067294,743
75,8,0.1668909825033647,743
75,16,0.0740242261103634,743
100,1,0.4172274562584118,743
100,2,0.4199192462987887,743
100,4,0.3337819650067294,743
100,8,0.180349932705249,743
100,16,0.0767160161507402,743
