coverage,stride,top1,n,model,dataset
10,1,0.1803921568627451,1020,videomamba,epic_kitchens
10,2,0.17941176470588235,1020,videomamba,epic_kitchens
10,4,0.1843137254901961,1020,videomamba,epic_kitchens
10,8,0.17254901960784313,1020,videomamba,epic_kitchens
10,16,0.1568627450980392,1020,videomamba,epic_kitchens
25,1,0.22745098039215686,1020,videomamba,epic_kitchens
25,2,0.22647058823529412,1020,videomamba,epic_kitchens
25,4,0.2284313725490196,1020,videomamba,epic_kitchens
25,8,0.21568627450980393,1020,videomamba,epic_kitchens
25,16,0.19509803921568628,1020,videomamba,epic_kitchens
50,1,0.25882352941176473,1020,videomamba,epic_kitchens
50,2,0.257843137254902,1020,videomamba,epic_kitchens
50,4,0.2568627450980392,1020,videomamba,epic_kitchens
50,8,0.24803921568627452,1020,videomamba,epic_kitchens
50,16,0.23627450980392156,1020,videomamba,epic_kitchens
75,1,0.27058823529411763,1020,videomamba,epic_kitchens
75,2,0.2725490196078431,1020,videomamba,epic_kitchens
75,4,0.27450980392156865,1020,videomamba,epic_kitchens
75,8,0.26862745098039215,1020,videomamba,epic_kitchens
75,16,0.25980392156862747,1020,videomamba,epic_kitchens
100,1,0.2833333333333333,1020,videomamba,epic_kitchens
100,2,0.2872549019607843,1020,videomamba,epic_kitchens
100,4,0.2833333333333333,1020,videomamba,epic_kitchens
100,8,0.27450980392156865,1020,videomamba,epic_kitchens
100,16,0.2676470588235294,1020,videomamba,epic_kitchens
