coverage,stride,top1,n,model,dataset
10,1,0.0598039215686274,1020,mc3_18,epic_kitchens
10,2,0.0578431372549019,1020,mc3_18,epic_kitchens
10,4,0.0519607843137254,1020,mc3_18,epic_kitchens
10,8,0.0529411764705882,1020,mc3_18,epic_kitchens
10,16,0.046078431372549,1020,mc3_18,epic_kitchens
25,1,0.0931372549019607,1020,mc3_18,epic_kitchens
25,2,0.084313725490196,1020,mc3_18,epic_kitchens
25,4,0.0745098039215686,1020,mc3_18,epic_kitchens
25,8,0.0696078431372549,1020,mc3_18,epic_kitchens
25,16,0.0607843137254901,1020,mc3_18,epic_kitchens
50,1,0.1,1020,mc3_18,epic_kitchens
50,2,0.1049019607843137,1020,mc3_18,epic_kitchens
50,4,0.1039215686274509,1020,mc3_18,epic_kitchens
50,8,0.092156862745098,1020,mc3_18,epic_kitchens
50,16,0.0784313725490196,1020,mc3_18,epic_kitchens
75,1,0.1196078431372549,1020,mc3_18,epic_kitchens
75,2,0.1235294117647058,1020,mc3_18,epic_kitchens
75,4,0.1225490196078431,1020,mc3_18,epic_kitchens
75,8,0.1009803921568627,1020,mc3_18,epic_kitchens
75,16,0.0823529411764705,1020,mc3_18,epic_kitchens
100,1,0.1284313725490196,1020,mc3_18,epic_kitchens
100,2,0.1264705882352941,1020,mc3_18,epic_kitchens
100,4,0.1205882352941176,1020,mc3_18,epic_kitchens
100,8,0.1019607843137254,1020,mc3_18,epic_kitchens
100,16,0.0931372549019607,1020,mc3_18,epic_kitchens
