coverage,stride,top1,n
10,1,0.0447459584295612,3464
10,2,0.0392609699769053,3464
10,4,0.0340646651270207,3464
10,8,0.0320438799076212,3464
10,16,0.0320438799076212,3464
25,1,0.1010392609699769,3464
25,2,0.0782332563510392,3464
25,4,0.0505196304849884,3464
25,8,0.043013856812933,3464
25,16,0.0329099307159353,3464
50,1,0.2140167969881262,3453
50,2,0.2154024319629415,3454
50,4,0.1301706682094301,3457
50,8,0.0671102111657506,3457
50,16,0.0450346420323325,3464
75,1,0.3293838862559242,3376
75,2,0.3170515097690941,3378
75,4,0.267297457125961,3382
75,8,0.125,3400
75,16,0.0622079439252336,3424
100,1,0.3529770992366412,3275
100,2,0.348078096400244,3278
100,4,0.3108272506082725,3288
100,8,0.1722778283287837,3297
100,16,0.0813325330132052,3332
