coverage,stride,top1,n
10,1,0.296875,448
10,2,0.2834821428571428,448
10,4,0.2745535714285714,448
10,8,0.2723214285714285,448
10,16,0.2723214285714285,448
25,1,0.3549107142857143,448
25,2,0.328125,448
25,4,0.3058035714285714,448
25,8,0.2991071428571428,448
25,16,0.2723214285714285,448
50,1,0.4375,448
50,2,0.3928571428571428,448
50,4,0.3727678571428571,448
50,8,0.3415178571428571,448
50,16,0.3236607142857143,448
75,1,0.4866071428571428,448
75,2,0.4799107142857143,448
75,4,0.4040178571428571,448
75,8,0.3816964285714285,448
75,16,0.3504464285714285,448
100,1,0.5178571428571429,448
100,2,0.5066964285714286,448
100,4,0.4553571428571428,448
100,8,0.4084821428571428,448
100,16,0.3571428571428571,448
