coverage,stride,top1,n,model,dataset
10,1,0.08748317631224764,743,mc3_18,diving48
10,2,0.09286675639300135,743,mc3_18,diving48
10,4,0.07671601615074024,743,mc3_18,diving48
10,8,0.0740242261103634,743,mc3_18,diving48
10,16,0.07537012113055182,743,mc3_18,diving48
25,1,0.1386271870794078,743,mc3_18,diving48
25,2,0.15074024226110364,743,mc3_18,diving48
25,4,0.12920592193808883,743,mc3_18,diving48
25,8,0.09959623149394348,743,mc3_18,diving48
25,16,0.08882907133243607,743,mc3_18,diving48
50,1,0.253028263795424,743,mc3_18,diving48
50,2,0.24091520861372812,743,mc3_18,diving48
50,4,0.21130551816958276,743,mc3_18,diving48
50,8,0.13997308209959622,743,mc3_18,diving48
50,16,0.0901749663526245,743,mc3_18,diving48
75,1,0.3472409152086137,743,mc3_18,diving48
75,2,0.33781965006729475,743,mc3_18,diving48
75,4,0.33243606998654107,743,mc3_18,diving48
75,8,0.2597577388963661,743,mc3_18,diving48
75,16,0.1440107671601615,743,mc3_18,diving48
100,1,0.3566621803499327,743,mc3_18,diving48
100,2,0.34185733512786004,743,mc3_18,diving48
100,4,0.34589502018842533,743,mc3_18,diving48
100,8,0.28667563930013457,743,mc3_18,diving48
100,16,0.14670255720053835,743,mc3_18,diving48
