coverage,stride,top1,n
10,1,0.0058850158442734,4418
10,2,0.0058850158442734,4418
10,4,0.0065640561339972,4418
10,8,0.0052059755545495,4418
10,16,0.0052059755545495,4418
25,1,0.0260298777727478,4418
25,2,0.0230873698506111,4418
25,4,0.0133544590312358,4418
25,8,0.0095065640561339,4418
25,16,0.0072430964237211,4418
50,1,0.1269805341783612,4418
50,2,0.1224535989135355,4418
50,4,0.0796740606609325,4418
50,8,0.0402897238569488,4418
50,16,0.0271616115889542,4418
75,1,0.2009959257582616,4418
75,2,0.1987324581258488,4418
75,4,0.1781349026708918,4418
75,8,0.0626980534178361,4418
75,16,0.0350837483023992,4418
100,1,0.2186509732910819,4418
100,2,0.2179719330013581,4418
100,4,0.2086917157084653,4418
100,8,0.0769578995020371,4418
100,16,0.0147125396106835,4418
