dataset,split,video_id,video_path,label_id,budget,coverage,stride,pred_id,correct_top1,correct_top5,confidence,decode_time_s,inference_time_s,total_time_s,source_frames,candidate_frames,processed_frames,model_input_frames,skipped,error
autsl,val,signer1_sample944_color,data/AUTSL_data/val/signer1_sample944_color.mp4,0,16,50,8,116,False,False,0.4980267882347107,0.013482806039974093,0.00024016759562073275,0.4287775189150125,57,4,16,16,False,
autsl,val,signer1_sample276_color,data/AUTSL_data/val/signer1_sample276_color.mp4,0,16,50,8,116,False,False,0.7359451055526733,0.011022216873243451,0.00024016759562073275,0.41420889599248767,65,4,16,16,False,
autsl,val,signer35_sample610_color,data/AUTSL_data/val/signer35_sample610_color.mp4,0,16,50,8,116,False,False,0.4401041269302368,0.0116316769272089,0.00024016759562073275,0.402052307035774,71,5,16,16,False,
autsl,val,signer35_sample390_color,data/AUTSL_data/val/signer35_sample390_color.mp4,0,16,50,8,116,False,False,0.352018803358078,0.011967617087066174,0.00024016759562073275,0.38944831397384405,75,5,16,16,False,
autsl,val,signer18_sample539_color,data/AUTSL_data/val/signer18_sample539_color.mp4,0,16,50,8,116,False,False,0.9154567122459412,0.010174573166295886,0.00024016759562073275,0.37649857299402356,64,4,16,16,False,
autsl,val,signer1_sample778_color,data/AUTSL_data/val/signer1_sample778_color.mp4,0,16,50,8,116,False,False,0.2578185498714447,0.010650212178006768,0.00024016759562073275,0.3653497309423983,63,4,16,16,False,
autsl,val,signer11_sample469_color,data/AUTSL_data/val/signer11_sample469_color.mp4,0,16,50,8,116,False,False,0.5790186524391174,0.008142285980284214,0.00024016759562073275,0.35369787202216685,45,3,16,16,False,
autsl,val,signer1_sample319_color,data/AUTSL_data/val/signer1_sample319_color.mp4,0,16,50,8,133,False,False,0.14871928095817566,0.01135196816176176,0.00024016759562073275,0.34432467306032777,68,5,16,16,False,
autsl,val,signer11_sample120_color,data/AUTSL_data/val/signer11_sample120_color.mp4,0,16,50,8,116,False,False,0.4966164827346802,0.008269209181889892,0.00024016759562073275,0.3319724400062114,48,3,16,16,False,
autsl,val,signer25_sample64_color,data/AUTSL_data/val/signer25_sample64_color.mp4,0,16,50,8,200,False,False,0.3294714093208313,0.008719595847651362,0.00024016759562073275,0.3223861681763083,46,3,16,16,False,
autsl,val,signer16_sample254_color,data/AUTSL_data/val/signer16_sample254_color.mp4,0,16,50,8,200,False,False,0.1098184883594513,0.010284508112818003,0.00024016759562073275,0.3124850580934435,61,4,16,16,False,
autsl,val,signer35_sample286_color,data/AUTSL_data/val/signer35_sample286_color.mp4,0,16,50,8,30,False,False,0.6650254130363464,0.010424275882542133,0.00024016759562073275,0.30119028803892434,61,4,16,16,False,
autsl,val,signer25_sample285_color,data/AUTSL_data/val/signer25_sample285_color.mp4,0,16,50,8,200,False,False,0.18016226589679718,0.010789823019877076,0.00024016759562073275,0.2896694929804653,53,4,16,16,False,
autsl,val,signer18_sample482_color,data/AUTSL_data/val/signer18_sample482_color.mp4,0,16,50,8,116,False,False,0.5774721503257751,0.0116550219245255,0.00024016759562073275,0.2780127259902656,67,5,16,16,False,
autsl,val,signer16_sample365_color,data/AUTSL_data/val/signer16_sample365_color.mp4,0,16,50,8,200,False,False,0.11340560764074326,0.010655025020241737,0.00024016759562073275,0.26519448100589216,58,4,16,16,False,
autsl,val,signer11_sample66_color,data/AUTSL_data/val/signer11_sample66_color.mp4,0,16,50,8,133,False,False,0.5625991225242615,0.008420427097007632,0.00024016759562073275,0.2534190551377833,49,3,16,16,False,
autsl,val,signer1_sample1090_color,data/AUTSL_data/val/signer1_sample1090_color.mp4,0,16,50,8,116,False,False,0.43741175532341003,0.01109624607488513,0.00024016759562073275,0.2437224208842963,58,4,16,16,False,
autsl,val,signer18_sample5_color,data/AUTSL_data/val/signer18_sample5_color.mp4,0,16,50,8,116,False,False,0.1551571786403656,0.011556602083146572,0.00024016759562073275,0.23154702503234148,72,5,16,16,False,
