coverage,stride,top1,n
10,1,0.0124490719782707,4418
10,2,0.0097329108193752,4418
10,4,0.0083748302399275,4418
10,8,0.0072430964237211,4418
10,16,0.0072430964237211,4418
25,1,0.0366681756450882,4418
25,2,0.0366681756450882,4418
25,4,0.0262562245359891,4418
25,8,0.0156179266636487,4418
25,16,0.0090538705296514,4418
50,1,0.2553191489361702,4418
50,2,0.2686736079674061,4418
50,4,0.2451335445903123,4418
50,8,0.1041195110909913,4418
50,16,0.0464010864644635,4418
75,1,0.6109099139882299,4418
75,2,0.5973291081937528,4418
75,4,0.6324128564961521,4418
75,8,0.2279311905839746,4418
75,16,0.0848800362154821,4418
100,1,0.776595744680851,4418
100,2,0.7743322770484382,4418
100,4,0.6971480307831598,4418
100,8,0.2593933906745133,4418
100,16,0.0837483023992756,4418
