coverage,stride,top1,n,model,dataset
10,1,0.103125,1600,videomamba,finegym
10,2,0.08875,1600,videomamba,finegym
10,4,0.07875,1600,videomamba,finegym
10,8,0.068125,1600,videomamba,finegym
10,16,0.069375,1600,videomamba,finegym
25,1,0.198125,1600,videomamba,finegym
25,2,0.190625,1600,videomamba,finegym
25,4,0.165,1600,videomamba,finegym
25,8,0.108125,1600,videomamba,finegym
25,16,0.076875,1600,videomamba,finegym
50,1,0.483125,1600,videomamba,finegym
50,2,0.465,1600,videomamba,finegym
50,4,0.4125,1600,videomamba,finegym
50,8,0.294375,1600,videomamba,finegym
50,16,0.141875,1600,videomamba,finegym
75,1,0.65125,1600,videomamba,finegym
75,2,0.64875,1600,videomamba,finegym
75,4,0.609375,1600,videomamba,finegym
75,8,0.4825,1600,videomamba,finegym
75,16,0.245625,1600,videomamba,finegym
100,1,0.726875,1600,videomamba,finegym
100,2,0.71125,1600,videomamba,finegym
100,4,0.700625,1600,videomamba,finegym
100,8,0.599375,1600,videomamba,finegym
100,16,0.30625,1600,videomamba,finegym
