coverage,stride,top1,n
10,1,0.3705357142857143,448
10,2,0.359375,448
10,4,0.3459821428571428,448
10,8,0.3325892857142857,448
10,16,0.3325892857142857,448
25,1,0.4419642857142857,448
25,2,0.4352678571428571,448
25,4,0.3883928571428571,448
25,8,0.3616071428571428,448
25,16,0.3325892857142857,448
50,1,0.5691964285714286,448
50,2,0.5111607142857143,448
50,4,0.46875,448
50,8,0.3861607142857143,448
50,16,0.3616071428571428,448
75,1,0.6919642857142857,448
75,2,0.6674107142857143,448
75,4,0.5401785714285714,448
75,8,0.453125,448
75,16,0.3950892857142857,448
100,1,0.734375,448
100,2,0.7165178571428571,448
100,4,0.578125,448
100,8,0.4955357142857143,448
100,16,0.4107142857142857,448
