coverage,stride,top1,n
10,1,0.0471063257065948,743
10,2,0.0484522207267833,743
10,4,0.0363391655450874,743
10,8,0.034993270524899,743
10,16,0.0309555854643337,743
25,1,0.0955585464333782,743
25,2,0.0659488559892328,743
25,4,0.0565275908479138,743
25,8,0.0578734858681022,743
25,16,0.0417227456258411,743
50,1,0.180349932705249,743
50,2,0.17092866756393,743
50,4,0.1332436069986541,743
50,8,0.0713324360699865,743
50,16,0.0484522207267833,743
75,1,0.3149394347240915,743
75,2,0.3028263795423957,743
75,4,0.2516823687752355,743
75,8,0.1292059219380888,743
75,16,0.0686406460296096,743
100,1,0.3445491251682369,743
100,2,0.3310901749663526,743
100,4,0.2866756393001345,743
100,8,0.1749663526244952,743
100,16,0.0847913862718708,743
