coverage,stride,top1,n
10,1,0.0762124711316397,3464
10,2,0.0681293302540415,3464
10,4,0.0554272517321016,3464
10,8,0.0467667436489607,3464
10,16,0.0467667436489607,3464
25,1,0.1550230946882217,3464
25,2,0.1437644341801385,3464
25,4,0.1131639722863741,3464
25,8,0.0825635103926097,3464
25,16,0.0513856812933025,3464
50,1,0.3182739646684043,3453
50,2,0.3066010422698321,3454
50,4,0.2852183974544403,3457
50,8,0.2071159965287821,3457
50,16,0.1160508083140877,3464
75,1,0.4540876777251185,3376
75,2,0.4464179988158673,3378
75,4,0.4426374926079243,3382
75,8,0.3861764705882353,3400
75,16,0.2272196261682243,3424
100,1,0.476030534351145,3275
100,2,0.4832214765100671,3278
100,4,0.4823600973236009,3288
100,8,0.4619350925083409,3297
100,16,0.3286314525810324,3332
