config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.6511996378451789,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s16,0.3186962426437302,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s2,0.6534631054775917,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s4,0.6208691715708465,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s8,0.449298325033952,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s1,0.023540063377093707,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s16,0.011090991398822997,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s2,0.020371208691715707,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s4,0.01607062019013128,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s8,0.011317338162064282,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s1,0.1435038478949751,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s16,0.0504753282028067,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s2,0.14124038026256225,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s4,0.12064282480760526,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s8,0.0853327297419647,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s1,0.46038931643277503,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s16,0.2632412856496152,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s2,0.4631054775916704,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s4,0.45948392937980986,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s8,0.36487098234495247,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s1,0.6283386147578089,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s16,0.3770937075599819,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s2,0.6183793571751924,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s4,0.6199637845178814,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s8,0.4907197827071073,4418,16.0,r3d_18,autsl,covstride_pad,16
