config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.5387052965142598,4418,15.997962879130828,mc3_18,autsl,antialias,16
k16_point,0.6373924852874604,4418,15.997962879130828,mc3_18,autsl,antialias,16
k1_box,0.016976007243096423,4418,1.0,mc3_18,autsl,antialias,16
k1_point,0.0074694431869624265,4418,1.0,mc3_18,autsl,antialias,16
k2_box,0.027387958352195565,4418,2.0,mc3_18,autsl,antialias,16
k2_point,0.009280217292892712,4418,2.0,mc3_18,autsl,antialias,16
k4_box,0.1199637845178814,4418,4.0,mc3_18,autsl,antialias,16
k4_point,0.2885921231326392,4418,4.0,mc3_18,autsl,antialias,16
k8_box,0.33205070167496603,4418,7.999773653236759,mc3_18,autsl,antialias,16
k8_point,0.5421004979628792,4418,7.999773653236759,mc3_18,autsl,antialias,16
