coverage,stride,top1,n
10,1,0.0169491525423728,177
10,2,0.0225988700564971,177
10,4,0.0282485875706214,177
10,8,0.0169491525423728,177
10,16,0.0169491525423728,177
25,1,0.0790960451977401,177
25,2,0.0734463276836158,177
25,4,0.03954802259887,177
25,8,0.0225988700564971,177
25,16,0.0225988700564971,177
50,1,0.1468926553672316,177
50,2,0.1073446327683615,177
50,4,0.0508474576271186,177
50,8,0.0338983050847457,177
50,16,0.0169491525423728,177
75,1,0.2711864406779661,177
75,2,0.231638418079096,177
75,4,0.0903954802259887,177
75,8,0.0338983050847457,177
75,16,0.0282485875706214,177
100,1,0.231638418079096,177
100,2,0.2372881355932203,177
100,4,0.135593220338983,177
100,8,0.0847457627118644,177
100,16,0.0451977401129943,177
