coverage,stride,top1,n
10,1,0.0045269352648257,4418
10,2,0.0045269352648257,4418
10,4,0.0045269352648257,4418
10,8,0.0045269352648257,4418
10,16,0.0045269352648257,4418
25,1,0.0142598460842009,4418
25,2,0.0072430964237211,4418
25,4,0.0047532820280669,4418
25,8,0.0049796287913082,4418
25,16,0.0045269352648257,4418
50,1,0.0950656405613399,4418
50,2,0.0767315527387958,4418
50,4,0.0183340878225441,4418
50,8,0.0058850158442734,4418
50,16,0.0045269352648257,4418
75,1,0.2478497057492077,4418
75,2,0.2600724309642372,4418
75,4,0.0411951109099139,4418
75,8,0.0072430964237211,4418
75,16,0.0047532820280669,4418
100,1,0.3641919420552286,4418
100,2,0.3112267994567678,4418
100,4,0.0731100045269352,4418
100,8,0.0088275237664101,4418
100,16,0.0040742417383431,4418
