coverage,stride,top1,n
10,1,0.2366071428571428,448
10,2,0.2388392857142857,448
10,4,0.2276785714285714,448
10,8,0.2232142857142857,448
10,16,0.2232142857142857,448
25,1,0.3080357142857143,448
25,2,0.2790178571428571,448
25,4,0.234375,448
25,8,0.2165178571428571,448
25,16,0.2232142857142857,448
50,1,0.3638392857142857,448
50,2,0.3370535714285714,448
50,4,0.2901785714285714,448
50,8,0.2544642857142857,448
50,16,0.2455357142857142,448
75,1,0.4263392857142857,448
75,2,0.3995535714285714,448
75,4,0.3102678571428571,448
75,8,0.2633928571428571,448
75,16,0.2455357142857142,448
100,1,0.4665178571428571,448
100,2,0.4330357142857143,448
100,4,0.3415178571428571,448
100,8,0.2834821428571428,448
100,16,0.2522321428571428,448
