coverage,stride,top1,n
10,1,0.0412817551963048,3464
10,2,0.036662817551963,3464
10,4,0.0346420323325635,3464
10,8,0.030311778290993,3464
10,16,0.030311778290993,3464
25,1,0.1056581986143187,3464
25,2,0.0889145496535796,3464
25,4,0.0568706697459584,3464
25,8,0.039838337182448,3464
25,16,0.0317551963048498,3464
50,1,0.2479003764842166,3453
50,2,0.2336421540243196,3454
50,4,0.1706682094301417,3457
50,8,0.0922765403529071,3457
50,16,0.0476327944572748,3464
75,1,0.3963270142180095,3376
75,2,0.3886915334517466,3378
75,4,0.3246599645180367,3382
75,8,0.1697058823529411,3400
75,16,0.0820677570093458,3424
100,1,0.4338931297709923,3275
100,2,0.437156802928615,3278
100,4,0.3938564476885645,3288
100,8,0.2265696087352138,3297
100,16,0.1110444177671068,3332
