coverage,stride,top1,n,model,dataset
10,1,0.020588235294117647,1020,r3d_18,epic_kitchens
10,2,0.024509803921568627,1020,r3d_18,epic_kitchens
10,4,0.021568627450980392,1020,r3d_18,epic_kitchens
10,8,0.021568627450980392,1020,r3d_18,epic_kitchens
10,16,0.020588235294117647,1020,r3d_18,epic_kitchens
25,1,0.025490196078431372,1020,r3d_18,epic_kitchens
25,2,0.023529411764705882,1020,r3d_18,epic_kitchens
25,4,0.025490196078431372,1020,r3d_18,epic_kitchens
25,8,0.0196078431372549,1020,r3d_18,epic_kitchens
25,16,0.023529411764705882,1020,r3d_18,epic_kitchens
50,1,0.03235294117647059,1020,r3d_18,epic_kitchens
50,2,0.03235294117647059,1020,r3d_18,epic_kitchens
50,4,0.030392156862745098,1020,r3d_18,epic_kitchens
50,8,0.029411764705882353,1020,r3d_18,epic_kitchens
50,16,0.020588235294117647,1020,r3d_18,epic_kitchens
75,1,0.045098039215686274,1020,r3d_18,epic_kitchens
75,2,0.041176470588235294,1020,r3d_18,epic_kitchens
75,4,0.043137254901960784,1020,r3d_18,epic_kitchens
75,8,0.03725490196078431,1020,r3d_18,epic_kitchens
75,16,0.03137254901960784,1020,r3d_18,epic_kitchens
100,1,0.056862745098039215,1020,r3d_18,epic_kitchens
100,2,0.059803921568627454,1020,r3d_18,epic_kitchens
100,4,0.05,1020,r3d_18,epic_kitchens
100,8,0.03725490196078431,1020,r3d_18,epic_kitchens
100,16,0.03627450980392157,1020,r3d_18,epic_kitchens
