coverage,stride,top1,n
10,1,0.3325892857142857,448
10,2,0.3258928571428571,448
10,4,0.3169642857142857,448
10,8,0.2924107142857143,448
10,16,0.2924107142857143,448
25,1,0.3950892857142857,448
25,2,0.3973214285714285,448
25,4,0.3459821428571428,448
25,8,0.3348214285714285,448
25,16,0.2924107142857143,448
50,1,0.4799107142857143,448
50,2,0.4598214285714285,448
50,4,0.4508928571428571,448
50,8,0.3995535714285714,448
50,16,0.3727678571428571,448
75,1,0.484375,448
75,2,0.4754464285714285,448
75,4,0.4888392857142857,448
75,8,0.4620535714285714,448
75,16,0.40625,448
100,1,0.4888392857142857,448
100,2,0.515625,448
100,4,0.484375,448
100,8,0.484375,448
100,16,0.4196428571428571,448
