coverage,stride,top1,n,model,dataset
10,1,0.5254237288135594,885,timesformer,hmdb51
10,2,0.5084745762711864,885,timesformer,hmdb51
10,4,0.4757062146892655,885,timesformer,hmdb51
10,8,0.4282485875706214,885,timesformer,hmdb51
10,16,0.3988700564971751,885,timesformer,hmdb51
25,1,0.6418079096045197,885,timesformer,hmdb51
25,2,0.6305084745762712,885,timesformer,hmdb51
25,4,0.6045197740112994,885,timesformer,hmdb51
25,8,0.5751412429378531,885,timesformer,hmdb51
25,16,0.5141242937853108,885,timesformer,hmdb51
50,1,0.7401129943502824,885,timesformer,hmdb51
50,2,0.7435028248587571,885,timesformer,hmdb51
50,4,0.7333333333333333,885,timesformer,hmdb51
50,8,0.7050847457627119,885,timesformer,hmdb51
50,16,0.6485875706214689,885,timesformer,hmdb51
75,1,0.7819209039548023,885,timesformer,hmdb51
75,2,0.7864406779661017,885,timesformer,hmdb51
75,4,0.7819209039548023,885,timesformer,hmdb51
75,8,0.7615819209039548,885,timesformer,hmdb51
75,16,0.7186440677966102,885,timesformer,hmdb51
100,1,0.7875706214689265,885,timesformer,hmdb51
100,2,0.7966101694915254,885,timesformer,hmdb51
100,4,0.784180790960452,885,timesformer,hmdb51
100,8,0.7785310734463277,885,timesformer,hmdb51
100,16,0.7536723163841808,885,timesformer,hmdb51
