coverage,stride,top1,n
10,1,0.0578734858681022,743
10,2,0.0524899057873485,743
10,4,0.0390309555854643,743
10,8,0.0417227456258411,743
10,16,0.0376850605652759,743
25,1,0.107671601615074,743
25,2,0.0847913862718708,743
25,4,0.0726783310901749,743
25,8,0.0578734858681022,743
25,16,0.0484522207267833,743
50,1,0.2543741588156124,743
50,2,0.2436069986541049,743
50,4,0.2005383580080753,743
50,8,0.1197846567967698,743
50,16,0.0672947510094212,743
75,1,0.4253028263795424,743
75,2,0.4185733512786003,743
75,4,0.3351278600269179,743
75,8,0.2099596231493943,743
75,16,0.1022880215343203,743
100,1,0.477792732166891,743
100,2,0.4656796769851951,743
100,4,0.405114401076716,743
100,8,0.2489905787348587,743
100,16,0.1251682368775235,743
