coverage,stride,top1,n,model,dataset
10,1,0.05383580080753701,743,vivit,diving48
10,2,0.047106325706594884,743,vivit,diving48
10,4,0.04172274562584118,743,vivit,diving48
10,8,0.047106325706594884,743,vivit,diving48
10,16,0.04576043068640646,743,vivit,diving48
25,1,0.13324360699865412,743,vivit,diving48
25,2,0.10228802153432032,743,vivit,diving48
25,4,0.0847913862718708,743,vivit,diving48
25,8,0.06729475100942127,743,vivit,diving48
25,16,0.06056527590847914,743,vivit,diving48
50,1,0.28263795423956933,743,vivit,diving48
50,2,0.28667563930013457,743,vivit,diving48
50,4,0.23418573351278602,743,vivit,diving48
50,8,0.13055181695827725,743,vivit,diving48
50,16,0.09690444145356662,743,vivit,diving48
75,1,0.4549125168236878,743,vivit,diving48
75,2,0.4549125168236878,743,vivit,diving48
75,4,0.3916554508748318,743,vivit,diving48
75,8,0.2449528936742934,743,vivit,diving48
75,16,0.10901749663526245,743,vivit,diving48
100,1,0.4845222072678331,743,vivit,diving48
100,2,0.48048452220726784,743,vivit,diving48
100,4,0.4253028263795424,743,vivit,diving48
100,8,0.26379542395693134,743,vivit,diving48
100,16,0.11843876177658143,743,vivit,diving48
