coverage,stride,top1,n,model,dataset
10,1,0.39887005649717516,885,videomae,hmdb51
10,2,0.4101694915254237,885,videomae,hmdb51
10,4,0.3638418079096045,885,videomae,hmdb51
10,8,0.288135593220339,885,videomae,hmdb51
10,16,0.23728813559322035,885,videomae,hmdb51
25,1,0.535593220338983,885,videomae,hmdb51
25,2,0.511864406779661,885,videomae,hmdb51
25,4,0.511864406779661,885,videomae,hmdb51
25,8,0.4406779661016949,885,videomae,hmdb51
25,16,0.3728813559322034,885,videomae,hmdb51
50,1,0.711864406779661,885,videomae,hmdb51
50,2,0.7073446327683616,885,videomae,hmdb51
50,4,0.6915254237288135,885,videomae,hmdb51
50,8,0.6,885,videomae,hmdb51
50,16,0.4994350282485876,885,videomae,hmdb51
75,1,0.8011299435028248,885,videomae,hmdb51
75,2,0.8090395480225989,885,videomae,hmdb51
75,4,0.7943502824858757,885,videomae,hmdb51
75,8,0.7435028248587571,885,videomae,hmdb51
75,16,0.584180790960452,885,videomae,hmdb51
100,1,0.8395480225988701,885,videomae,hmdb51
100,2,0.8305084745762712,885,videomae,hmdb51
100,4,0.8338983050847457,885,videomae,hmdb51
100,8,0.7830508474576271,885,videomae,hmdb51
100,16,0.6372881355932203,885,videomae,hmdb51
