coverage,stride,top1,n
10,1,0.7950495049504951,2020
10,2,0.7925742574257426,2020
10,4,0.7787128712871287,2020
10,8,0.7579207920792079,2020
10,16,0.7351485148514851,2020
25,1,0.8381188118811881,2020
25,2,0.8391089108910891,2020
25,4,0.8361386138613861,2020
25,8,0.8193069306930693,2020
25,16,0.7920792079207921,2020
50,1,0.8554455445544554,2020
50,2,0.8613861386138614,2020
50,4,0.8579207920792079,2020
50,8,0.8534653465346534,2020
50,16,0.8331683168316831,2020
75,1,0.8777227722772277,2020
75,2,0.8782178217821782,2020
75,4,0.8777227722772277,2020
75,8,0.8747524752475248,2020
75,16,0.8628712871287129,2020
100,1,0.8801980198019802,2020
100,2,0.8801980198019802,2020
100,4,0.8811881188118812,2020
100,8,0.8797029702970297,2020
100,16,0.8732673267326733,2020
