config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.024509803921568627,1020,15.980392156862745,videomamba,epic_kitchens,antialias,8
k16_point,0.023529411764705882,1020,15.980392156862745,videomamba,epic_kitchens,antialias,8
k1_box,0.024509803921568627,1020,1.0,videomamba,epic_kitchens,antialias,8
k1_point,0.023529411764705882,1020,1.0,videomamba,epic_kitchens,antialias,8
k2_box,0.023529411764705882,1020,2.0,videomamba,epic_kitchens,antialias,8
k2_point,0.023529411764705882,1020,2.0,videomamba,epic_kitchens,antialias,8
k4_box,0.024509803921568627,1020,4.0,videomamba,epic_kitchens,antialias,8
k4_point,0.023529411764705882,1020,4.0,videomamba,epic_kitchens,antialias,8
k8_box,0.024509803921568627,1020,8.0,videomamba,epic_kitchens,antialias,8
k8_point,0.023529411764705882,1020,8.0,videomamba,epic_kitchens,antialias,8
