coverage,stride,top1,n
10,1,0.0390309555854643,743
10,2,0.0403768506056527,743
10,4,0.0403768506056527,743
10,8,0.0403768506056527,743
10,16,0.044414535666218,743
25,1,0.0497981157469717,743
25,2,0.0497981157469717,743
25,4,0.0484522207267833,743
25,8,0.0484522207267833,743
25,16,0.0497981157469717,743
50,1,0.079407806191117,743
50,2,0.0807537012113055,743
50,4,0.0780619111709286,743
50,8,0.0753701211305518,743
50,16,0.0592193808882907,743
75,1,0.1332436069986541,743
75,2,0.1345895020188425,743
75,4,0.117092866756393,743
75,8,0.0969044414535666,743
75,16,0.0928667563930013,743
100,1,0.1305518169582772,743
100,2,0.1345895020188425,743
100,4,0.126514131897712,743
100,8,0.1305518169582772,743
100,16,0.117092866756393,743
