config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.456875,8000,15.999875,r2plus1d_18,kinetics400,antialias,16
k16_point,0.539375,8000,15.999875,r2plus1d_18,kinetics400,antialias,16
k1_box,0.153375,8000,1.0,r2plus1d_18,kinetics400,antialias,16
k1_point,0.36675,8000,1.0,r2plus1d_18,kinetics400,antialias,16
k2_box,0.17675,8000,2.0,r2plus1d_18,kinetics400,antialias,16
k2_point,0.442375,8000,2.0,r2plus1d_18,kinetics400,antialias,16
k4_box,0.27375,8000,4.0,r2plus1d_18,kinetics400,antialias,16
k4_point,0.493125,8000,4.0,r2plus1d_18,kinetics400,antialias,16
k8_box,0.38925,8000,8.0,r2plus1d_18,kinetics400,antialias,16
k8_point,0.537375,8000,8.0,r2plus1d_18,kinetics400,antialias,16
