video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,11,32,10,span10,False,0.41082045435905457,vivit,diving48
bl0C6d9QgIg_00021,0,51,5,32,10,span10,False,0.30207687616348267,vivit,diving48
mGRum47TLX0_00045,0,211,21,32,10,span10,False,0.3521864712238312,vivit,diving48
L_SB1PRgDTE_00029,0,87,9,32,10,span10,False,0.37658631801605225,vivit,diving48
Le6xdQ2OO8w_00154,0,113,11,32,10,span10,False,0.4141214191913605,vivit,diving48
Le6xdQ2OO8w_00127,0,161,16,32,10,span10,False,0.48870500922203064,vivit,diving48
Le6xdQ2OO8w_00121,0,110,11,32,10,span10,False,0.16409555077552795,vivit,diving48
Le6xdQ2OO8w_00119,0,130,13,32,10,span10,False,0.23046530783176422,vivit,diving48
bSsVWVfYU4w_00118,0,151,15,32,10,span10,False,0.23188231885433197,vivit,diving48
bl0C6d9QgIg_00022,0,96,10,32,10,span10,False,0.3654174506664276,vivit,diving48
bl0C6d9QgIg_00017,0,250,25,32,10,span10,False,0.11369869858026505,vivit,diving48
bl0C6d9QgIg_00023,0,90,9,32,10,span10,False,0.770531952381134,vivit,diving48
bSsVWVfYU4w_00086,0,53,5,32,10,span10,False,0.49927768111228943,vivit,diving48
bSsVWVfYU4w_00169,0,141,14,32,10,span10,False,0.2058161497116089,vivit,diving48
MbzIpx8kAD0_00025,0,96,10,32,10,span10,True,0.9474150538444519,vivit,diving48
ovWCmIMMkRI_00055,0,88,9,32,10,span10,False,0.7815840244293213,vivit,diving48
Le6xdQ2OO8w_00139,0,150,15,32,10,span10,False,0.26976636052131653,vivit,diving48
Le6xdQ2OO8w_00160,0,105,10,32,10,span10,False,0.11148875206708908,vivit,diving48
Le6xdQ2OO8w_00120,0,96,10,32,10,span10,False,0.40304118394851685,vivit,diving48
zmacW6f2Tdk_00048,0,93,9,32,10,span10,False,0.6571778059005737,vivit,diving48
cs8g1es4vfM_00034,1,64,6,32,10,span10,False,0.11862602084875107,vivit,diving48
cs8g1es4vfM_00043,1,93,9,32,10,span10,False,0.759328305721283,vivit,diving48
CVAfPfVFulQ_00076,1,92,9,32,10,span10,False,0.2665351331233978,vivit,diving48
yHo2oERGo7A_00056,1,122,12,32,10,span10,False,0.8629688620567322,vivit,diving48
ovWCmIMMkRI_00058,1,105,10,32,10,span10,False,0.6210016012191772,vivit,diving48
yHo2oERGo7A_00058,1,94,9,32,10,span10,False,0.24677404761314392,vivit,diving48
cs8g1es4vfM_00056,1,102,10,32,10,span10,False,0.16401711106300354,vivit,diving48
SbzcCzXjYSU_00049,1,87,9,32,10,span10,False,0.49809184670448303,vivit,diving48
cs8g1es4vfM_00010,1,77,8,32,10,span10,False,0.6970402002334595,vivit,diving48
ovWCmIMMkRI_00034,1,92,9,32,10,span10,False,0.12807597219944,vivit,diving48
yHo2oERGo7A_00057,1,102,10,32,10,span10,False,0.6451246738433838,vivit,diving48
SbzcCzXjYSU_00056,1,109,11,32,10,span10,False,0.8052448630332947,vivit,diving48
jMEYIEYkpY0_00103,1,140,14,32,10,span10,False,0.4805549085140228,vivit,diving48
ovWCmIMMkRI_00033,1,72,7,32,10,span10,False,0.7976235151290894,vivit,diving48
ovWCmIMMkRI_00057,1,102,10,32,10,span10,False,0.7717589735984802,vivit,diving48
MbzIpx8kAD0_00065,1,164,16,32,10,span10,False,0.3419923782348633,vivit,diving48
cs8g1es4vfM_00033,1,99,10,32,10,span10,False,0.701205849647522,vivit,diving48
cs8g1es4vfM_00032,1,155,16,32,10,span10,False,0.9682457447052002,vivit,diving48
ovWCmIMMkRI_00056,1,90,9,32,10,span10,False,0.28064924478530884,vivit,diving48
yHo2oERGo7A_00088,1,114,11,32,10,span10,False,0.4772287607192993,vivit,diving48
zmacW6f2Tdk_00058,2,126,13,32,10,span10,False,0.16758771240711212,vivit,diving48
rRw7peH60Yw_00032,2,128,13,32,10,span10,False,0.6818727850914001,vivit,diving48
zmacW6f2Tdk_00057,2,127,13,32,10,span10,False,0.8997092247009277,vivit,diving48
Le6xdQ2OO8w_00215,3,70,7,32,10,span10,False,0.4960877001285553,vivit,diving48
Le6xdQ2OO8w_00201,3,133,13,32,10,span10,False,0.19327852129936218,vivit,diving48
zmacW6f2Tdk_00039,3,96,10,32,10,span10,False,0.8204613924026489,vivit,diving48
Jud-06v5Ghw_00001,3,115,12,32,10,span10,False,0.2382732480764389,vivit,diving48
Le6xdQ2OO8w_00249,3,86,9,32,10,span10,True,0.3519344925880432,vivit,diving48
Le6xdQ2OO8w_00256,3,60,6,32,10,span10,False,0.7687779068946838,vivit,diving48
jMEYIEYkpY0_00031,3,117,12,32,10,span10,False,0.4563608169555664,vivit,diving48
Le6xdQ2OO8w_00202,3,105,10,32,10,span10,False,0.19548746943473816,vivit,diving48
CVAfPfVFulQ_00079,3,41,4,32,10,span10,False,0.642080545425415,vivit,diving48
CVAfPfVFulQ_00084,3,71,7,32,10,span10,False,0.4021836519241333,vivit,diving48
yHo2oERGo7A_00006,3,61,6,32,10,span10,False,0.16222810745239258,vivit,diving48
SbzcCzXjYSU_00020,3,62,6,32,10,span10,False,0.6896072030067444,vivit,diving48
jMEYIEYkpY0_00030,3,113,11,32,10,span10,False,0.16885727643966675,vivit,diving48
Le6xdQ2OO8w_00172,3,105,10,32,10,span10,False,0.7543843388557434,vivit,diving48
Le6xdQ2OO8w_00228,3,76,8,32,10,span10,False,0.30074822902679443,vivit,diving48
roFeEJPgJD8_00038,3,79,8,32,10,span10,False,0.27941834926605225,vivit,diving48
jMEYIEYkpY0_00029,3,189,19,32,10,span10,False,0.6336489915847778,vivit,diving48
Le6xdQ2OO8w_00226,3,98,10,32,10,span10,False,0.306318998336792,vivit,diving48
zmacW6f2Tdk_00040,3,131,13,32,10,span10,False,0.6402765512466431,vivit,diving48
Le6xdQ2OO8w_00229,3,109,11,32,10,span10,False,0.4331429600715637,vivit,diving48
CVAfPfVFulQ_00080,4,65,6,32,10,span10,False,0.2730535864830017,vivit,diving48
Le6xdQ2OO8w_00234,4,203,20,32,10,span10,False,0.6947761178016663,vivit,diving48
Le6xdQ2OO8w_00194,4,122,12,32,10,span10,False,0.3536281883716583,vivit,diving48
CVAfPfVFulQ_00063,4,124,12,32,10,span10,False,0.1696791648864746,vivit,diving48
bSsVWVfYU4w_00126,4,152,15,32,10,span10,False,0.5077443718910217,vivit,diving48
MbzIpx8kAD0_00057,4,137,14,32,10,span10,False,0.5226578712463379,vivit,diving48
Le6xdQ2OO8w_00235,4,183,18,32,10,span10,False,0.21381644904613495,vivit,diving48
Le6xdQ2OO8w_00248,4,101,10,32,10,span10,False,0.42962944507598877,vivit,diving48
Le6xdQ2OO8w_00214,4,75,8,32,10,span10,False,0.7512255907058716,vivit,diving48
Le6xdQ2OO8w_00179,4,65,6,32,10,span10,False,0.18308062851428986,vivit,diving48
L2tKML4URG8_00012,4,53,5,32,10,span10,False,0.43565240502357483,vivit,diving48
MbzIpx8kAD0_00059,4,71,7,32,10,span10,False,0.44159814715385437,vivit,diving48
L2tKML4URG8_00013,4,101,10,32,10,span10,False,0.30860722064971924,vivit,diving48
Le6xdQ2OO8w_00180,4,73,7,32,10,span10,False,0.5212442278862,vivit,diving48
bSsVWVfYU4w_00127,4,106,11,32,10,span10,False,0.8378998041152954,vivit,diving48
Le6xdQ2OO8w_00193,4,105,10,32,10,span10,False,0.550156831741333,vivit,diving48
bSsVWVfYU4w_00162,4,187,19,32,10,span10,False,0.19502204656600952,vivit,diving48
bSsVWVfYU4w_00163,4,135,14,32,10,span10,False,0.3274352252483368,vivit,diving48
Le6xdQ2OO8w_00253,4,57,6,32,10,span10,False,0.33837535977363586,vivit,diving48
mGRum47TLX0_00047,4,74,7,32,10,span10,False,0.3877202272415161,vivit,diving48
roFeEJPgJD8_00016,5,128,13,32,10,span10,False,0.3690270781517029,vivit,diving48
zBXtMcI41z8_00026,5,59,6,32,10,span10,False,0.29707929491996765,vivit,diving48
sFO6XlfgxNQ_00119,5,87,9,32,10,span10,False,0.9078122973442078,vivit,diving48
sFO6XlfgxNQ_00103,5,79,8,32,10,span10,False,0.4721274673938751,vivit,diving48
zBXtMcI41z8_00073,5,103,10,32,10,span10,False,0.11493532359600067,vivit,diving48
sFO6XlfgxNQ_00061,5,183,18,32,10,span10,False,0.09612566977739334,vivit,diving48
sFO6XlfgxNQ_00109,5,60,6,32,10,span10,False,0.4432927668094635,vivit,diving48
sFO6XlfgxNQ_00117,5,120,12,32,10,span10,False,0.18686459958553314,vivit,diving48
zBXtMcI41z8_00074,5,81,8,32,10,span10,False,0.724880576133728,vivit,diving48
sFO6XlfgxNQ_00116,5,206,21,32,10,span10,False,0.5361256003379822,vivit,diving48
sFO6XlfgxNQ_00120,5,116,12,32,10,span10,False,0.21838019788265228,vivit,diving48
zBXtMcI41z8_00110,5,72,7,32,10,span10,False,0.15539248287677765,vivit,diving48
sFO6XlfgxNQ_00056,5,159,16,32,10,span10,False,0.6033422946929932,vivit,diving48
jMEYIEYkpY0_00092,5,131,13,32,10,span10,False,0.4074702560901642,vivit,diving48
zBXtMcI41z8_00028,5,59,6,32,10,span10,False,0.17611724138259888,vivit,diving48
jMEYIEYkpY0_00090,5,96,10,32,10,span10,False,0.4501491189002991,vivit,diving48
sFO6XlfgxNQ_00104,5,186,19,32,10,span10,False,0.2839348018169403,vivit,diving48
sFO6XlfgxNQ_00111,5,197,20,32,10,span10,False,0.12281209230422974,vivit,diving48
zBXtMcI41z8_00109,5,95,10,32,10,span10,False,0.2886503338813782,vivit,diving48
zBXtMcI41z8_00027,5,73,7,32,10,span10,False,0.20027948915958405,vivit,diving48
zBXtMcI41z8_00072,6,105,10,32,10,span10,False,0.9878973960876465,vivit,diving48
zBXtMcI41z8_00067,6,59,6,32,10,span10,False,0.8088038563728333,vivit,diving48
qD3IMtAanSg_00067,6,57,6,32,10,span10,False,0.29305800795555115,vivit,diving48
qD3IMtAanSg_00069,6,102,10,32,10,span10,False,0.4933702051639557,vivit,diving48
qD3IMtAanSg_00130,6,70,7,32,10,span10,False,0.8951495885848999,vivit,diving48
qD3IMtAanSg_00021,6,68,7,32,10,span10,False,0.4315716624259949,vivit,diving48
qD3IMtAanSg_00060,6,220,22,32,10,span10,False,0.2855769693851471,vivit,diving48
qD3IMtAanSg_00092,6,154,15,32,10,span10,False,0.3748011887073517,vivit,diving48
qD3IMtAanSg_00061,6,127,13,32,10,span10,False,0.8868959546089172,vivit,diving48
zBXtMcI41z8_00071,6,99,10,32,10,span10,False,0.8586483597755432,vivit,diving48
zBXtMcI41z8_00070,6,122,12,32,10,span10,False,0.2414999157190323,vivit,diving48
zBXtMcI41z8_00068,6,90,9,32,10,span10,False,0.1253301203250885,vivit,diving48
qD3IMtAanSg_00074,6,245,24,32,10,span10,False,0.292492538690567,vivit,diving48
qD3IMtAanSg_00023,6,85,8,32,10,span10,False,0.1758682280778885,vivit,diving48
zBXtMcI41z8_00069,6,100,10,32,10,span10,False,0.2294204980134964,vivit,diving48
qD3IMtAanSg_00059,6,152,15,32,10,span10,False,0.30645355582237244,vivit,diving48
qD3IMtAanSg_00073,6,101,10,32,10,span10,False,0.8791126608848572,vivit,diving48
qD3IMtAanSg_00068,6,181,18,32,10,span10,False,0.5519567131996155,vivit,diving48
qD3IMtAanSg_00091,6,108,11,32,10,span10,False,0.5209901928901672,vivit,diving48
qD3IMtAanSg_00075,6,191,19,32,10,span10,False,0.22609606385231018,vivit,diving48
zmacW6f2Tdk_00027,7,97,10,32,10,span10,True,0.5572191476821899,vivit,diving48
qD3IMtAanSg_00029,7,71,7,32,10,span10,False,0.5725702047348022,vivit,diving48
k71Cc-Sm-Mg_00169,7,122,12,32,10,span10,False,0.38054585456848145,vivit,diving48
TMJ1XIZBRW4_00036,7,53,5,32,10,span10,False,0.41906505823135376,vivit,diving48
k71Cc-Sm-Mg_00170,7,122,12,32,10,span10,False,0.7475253343582153,vivit,diving48
Le6xdQ2OO8w_00124,0,106,26,32,25,span25,False,0.7586236000061035,vivit,diving48
bl0C6d9QgIg_00021,0,51,13,32,25,span25,False,0.33027133345603943,vivit,diving48
mGRum47TLX0_00045,0,211,32,32,25,span25,False,0.3426971435546875,vivit,diving48
L_SB1PRgDTE_00029,0,87,22,32,25,span25,False,0.45693308115005493,vivit,diving48
Le6xdQ2OO8w_00154,0,113,28,32,25,span25,True,0.9754780530929565,vivit,diving48
Le6xdQ2OO8w_00127,0,161,32,32,25,span25,False,0.16233421862125397,vivit,diving48
Le6xdQ2OO8w_00121,0,110,28,32,25,span25,True,0.7134997248649597,vivit,diving48
Le6xdQ2OO8w_00119,0,130,32,32,25,span25,False,0.13100498914718628,vivit,diving48
bSsVWVfYU4w_00118,0,151,32,32,25,span25,False,0.641946017742157,vivit,diving48
bl0C6d9QgIg_00022,0,96,24,32,25,span25,False,0.3236472010612488,vivit,diving48
bl0C6d9QgIg_00017,0,250,32,32,25,span25,False,0.12473932653665543,vivit,diving48
bl0C6d9QgIg_00023,0,90,22,32,25,span25,False,0.3777097165584564,vivit,diving48
bSsVWVfYU4w_00086,0,53,13,32,25,span25,False,0.6702519059181213,vivit,diving48
bSsVWVfYU4w_00169,0,141,32,32,25,span25,False,0.9020580053329468,vivit,diving48
MbzIpx8kAD0_00025,0,96,24,32,25,span25,True,0.9133355617523193,vivit,diving48
ovWCmIMMkRI_00055,0,88,22,32,25,span25,False,0.951728880405426,vivit,diving48
Le6xdQ2OO8w_00139,0,150,32,32,25,span25,True,0.21511320769786835,vivit,diving48
Le6xdQ2OO8w_00160,0,105,26,32,25,span25,False,0.1653059870004654,vivit,diving48
Le6xdQ2OO8w_00120,0,96,24,32,25,span25,False,0.356779545545578,vivit,diving48
zmacW6f2Tdk_00048,0,93,23,32,25,span25,False,0.624474823474884,vivit,diving48
cs8g1es4vfM_00034,1,64,16,32,25,span25,False,0.4266614615917206,vivit,diving48
cs8g1es4vfM_00043,1,93,23,32,25,span25,False,0.48444074392318726,vivit,diving48
CVAfPfVFulQ_00076,1,92,23,32,25,span25,False,0.8206642270088196,vivit,diving48
yHo2oERGo7A_00056,1,122,30,32,25,span25,False,0.5731192827224731,vivit,diving48
ovWCmIMMkRI_00058,1,105,26,32,25,span25,False,0.4113667607307434,vivit,diving48
yHo2oERGo7A_00058,1,94,24,32,25,span25,False,0.1914413720369339,vivit,diving48
cs8g1es4vfM_00056,1,102,26,32,25,span25,False,0.270050585269928,vivit,diving48
SbzcCzXjYSU_00049,1,87,22,32,25,span25,False,0.8921389579772949,vivit,diving48
cs8g1es4vfM_00010,1,77,19,32,25,span25,False,0.8639703989028931,vivit,diving48
ovWCmIMMkRI_00034,1,92,23,32,25,span25,False,0.30757787823677063,vivit,diving48
yHo2oERGo7A_00057,1,102,26,32,25,span25,False,0.13466517627239227,vivit,diving48
SbzcCzXjYSU_00056,1,109,27,32,25,span25,False,0.645218551158905,vivit,diving48
jMEYIEYkpY0_00103,1,140,32,32,25,span25,False,0.4293726086616516,vivit,diving48
ovWCmIMMkRI_00033,1,72,18,32,25,span25,False,0.30328595638275146,vivit,diving48
ovWCmIMMkRI_00057,1,102,26,32,25,span25,False,0.5783158540725708,vivit,diving48
MbzIpx8kAD0_00065,1,164,32,32,25,span25,False,0.7408538460731506,vivit,diving48
cs8g1es4vfM_00033,1,99,25,32,25,span25,False,0.21809248626232147,vivit,diving48
cs8g1es4vfM_00032,1,155,32,32,25,span25,True,0.2670736610889435,vivit,diving48
ovWCmIMMkRI_00056,1,90,22,32,25,span25,False,0.24276922643184662,vivit,diving48
yHo2oERGo7A_00088,1,114,28,32,25,span25,False,0.2505345344543457,vivit,diving48
zmacW6f2Tdk_00058,2,126,32,32,25,span25,False,0.2665843963623047,vivit,diving48
rRw7peH60Yw_00032,2,128,32,32,25,span25,False,0.3247005045413971,vivit,diving48
zmacW6f2Tdk_00057,2,127,32,32,25,span25,False,0.3859694004058838,vivit,diving48
Le6xdQ2OO8w_00215,3,70,18,32,25,span25,False,0.4835752546787262,vivit,diving48
Le6xdQ2OO8w_00201,3,133,32,32,25,span25,False,0.6917711496353149,vivit,diving48
zmacW6f2Tdk_00039,3,96,24,32,25,span25,True,0.295224130153656,vivit,diving48
Jud-06v5Ghw_00001,3,115,29,32,25,span25,False,0.6237287521362305,vivit,diving48
Le6xdQ2OO8w_00249,3,86,22,32,25,span25,True,0.8023552298545837,vivit,diving48
Le6xdQ2OO8w_00256,3,60,15,32,25,span25,True,0.3392603397369385,vivit,diving48
jMEYIEYkpY0_00031,3,117,29,32,25,span25,False,0.18472154438495636,vivit,diving48
Le6xdQ2OO8w_00202,3,105,26,32,25,span25,False,0.8243501782417297,vivit,diving48
CVAfPfVFulQ_00079,3,41,10,32,25,span25,False,0.5146411657333374,vivit,diving48
CVAfPfVFulQ_00084,3,71,18,32,25,span25,True,0.2645134925842285,vivit,diving48
yHo2oERGo7A_00006,3,61,15,32,25,span25,True,0.5663447380065918,vivit,diving48
SbzcCzXjYSU_00020,3,62,16,32,25,span25,False,0.661170244216919,vivit,diving48
jMEYIEYkpY0_00030,3,113,28,32,25,span25,False,0.2582297921180725,vivit,diving48
Le6xdQ2OO8w_00172,3,105,26,32,25,span25,True,0.6218342781066895,vivit,diving48
Le6xdQ2OO8w_00228,3,76,19,32,25,span25,False,0.5381468534469604,vivit,diving48
roFeEJPgJD8_00038,3,79,20,32,25,span25,False,0.745580792427063,vivit,diving48
jMEYIEYkpY0_00029,3,189,32,32,25,span25,False,0.1543378233909607,vivit,diving48
Le6xdQ2OO8w_00226,3,98,24,32,25,span25,False,0.2133617401123047,vivit,diving48
zmacW6f2Tdk_00040,3,131,32,32,25,span25,False,0.9823823571205139,vivit,diving48
Le6xdQ2OO8w_00229,3,109,27,32,25,span25,True,0.4600209593772888,vivit,diving48
CVAfPfVFulQ_00080,4,65,16,32,25,span25,False,0.33611443638801575,vivit,diving48
Le6xdQ2OO8w_00234,4,203,32,32,25,span25,False,0.7261591553688049,vivit,diving48
Le6xdQ2OO8w_00194,4,122,30,32,25,span25,True,0.4731369912624359,vivit,diving48
CVAfPfVFulQ_00063,4,124,31,32,25,span25,False,0.5546178221702576,vivit,diving48
bSsVWVfYU4w_00126,4,152,32,32,25,span25,False,0.4217042326927185,vivit,diving48
MbzIpx8kAD0_00057,4,137,32,32,25,span25,False,0.7303827404975891,vivit,diving48
Le6xdQ2OO8w_00235,4,183,32,32,25,span25,False,0.5046416521072388,vivit,diving48
Le6xdQ2OO8w_00248,4,101,25,32,25,span25,False,0.395626962184906,vivit,diving48
Le6xdQ2OO8w_00214,4,75,19,32,25,span25,False,0.9351574182510376,vivit,diving48
Le6xdQ2OO8w_00179,4,65,16,32,25,span25,False,0.5723621845245361,vivit,diving48
L2tKML4URG8_00012,4,53,13,32,25,span25,False,0.6065514087677002,vivit,diving48
MbzIpx8kAD0_00059,4,71,18,32,25,span25,False,0.7094528675079346,vivit,diving48
L2tKML4URG8_00013,4,101,25,32,25,span25,False,0.543832004070282,vivit,diving48
Le6xdQ2OO8w_00180,4,73,18,32,25,span25,False,0.6049596071243286,vivit,diving48
bSsVWVfYU4w_00127,4,106,26,32,25,span25,False,0.3702853322029114,vivit,diving48
Le6xdQ2OO8w_00193,4,105,26,32,25,span25,True,0.5601125359535217,vivit,diving48
bSsVWVfYU4w_00162,4,187,32,32,25,span25,False,0.41940778493881226,vivit,diving48
bSsVWVfYU4w_00163,4,135,32,32,25,span25,False,0.5878832936286926,vivit,diving48
Le6xdQ2OO8w_00253,4,57,14,32,25,span25,False,0.6355428099632263,vivit,diving48
mGRum47TLX0_00047,4,74,18,32,25,span25,False,0.9157088398933411,vivit,diving48
roFeEJPgJD8_00016,5,128,32,32,25,span25,False,0.937167227268219,vivit,diving48
zBXtMcI41z8_00026,5,59,15,32,25,span25,False,0.9835092425346375,vivit,diving48
sFO6XlfgxNQ_00119,5,87,22,32,25,span25,False,0.39507508277893066,vivit,diving48
sFO6XlfgxNQ_00103,5,79,20,32,25,span25,False,0.8807395100593567,vivit,diving48
zBXtMcI41z8_00073,5,103,26,32,25,span25,False,0.4944048225879669,vivit,diving48
sFO6XlfgxNQ_00061,5,183,32,32,25,span25,False,0.19176627695560455,vivit,diving48
