video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
210300,0,52,1,16,1,point,k1_point,False,0.9959985017776489,r2plus1d_18,ssv2
197315,2,49,1,16,1,point,k1_point,False,0.35864368081092834,r2plus1d_18,ssv2
218883,3,44,1,16,1,point,k1_point,False,0.5372074842453003,r2plus1d_18,ssv2
30133,4,61,1,16,1,point,k1_point,False,0.9824603199958801,r2plus1d_18,ssv2
186406,6,66,1,16,1,point,k1_point,False,0.9868084788322449,r2plus1d_18,ssv2
210300,0,52,1,16,1,box,k1_box,False,0.8777340650558472,r2plus1d_18,ssv2
197315,2,49,1,16,1,box,k1_box,False,0.960600733757019,r2plus1d_18,ssv2
218883,3,44,1,16,1,box,k1_box,False,0.7972936630249023,r2plus1d_18,ssv2
30133,4,61,1,16,1,box,k1_box,False,0.9999822378158569,r2plus1d_18,ssv2
186406,6,66,1,16,1,box,k1_box,False,0.9619694948196411,r2plus1d_18,ssv2
210300,0,52,2,16,2,point,k2_point,False,0.9433486461639404,r2plus1d_18,ssv2
197315,2,49,2,16,2,point,k2_point,False,0.8124020099639893,r2plus1d_18,ssv2
218883,3,44,2,16,2,point,k2_point,False,0.627544105052948,r2plus1d_18,ssv2
30133,4,61,2,16,2,point,k2_point,False,0.6965606212615967,r2plus1d_18,ssv2
186406,6,66,2,16,2,point,k2_point,True,0.9953851103782654,r2plus1d_18,ssv2
210300,0,52,2,16,2,box,k2_box,False,0.4277287721633911,r2plus1d_18,ssv2
197315,2,49,2,16,2,box,k2_box,False,0.8838123679161072,r2plus1d_18,ssv2
218883,3,44,2,16,2,box,k2_box,False,0.5802228450775146,r2plus1d_18,ssv2
30133,4,61,2,16,2,box,k2_box,False,0.993553638458252,r2plus1d_18,ssv2
186406,6,66,2,16,2,box,k2_box,True,0.7511340975761414,r2plus1d_18,ssv2
210300,0,52,4,16,4,point,k4_point,False,0.997481644153595,r2plus1d_18,ssv2
197315,2,49,4,16,4,point,k4_point,False,0.4897014796733856,r2plus1d_18,ssv2
218883,3,44,4,16,4,point,k4_point,False,0.909527063369751,r2plus1d_18,ssv2
30133,4,61,4,16,4,point,k4_point,False,0.7067965269088745,r2plus1d_18,ssv2
186406,6,66,4,16,4,point,k4_point,True,0.9994804263114929,r2plus1d_18,ssv2
