coverage,stride,top1,n
10,1,0.750990099009901,2020
10,2,0.7346534653465346,2020
10,4,0.7074257425742574,2020
10,8,0.6678217821782179,2020
10,16,0.6346534653465347,2020
25,1,0.8024752475247525,2020
25,2,0.801980198019802,2020
25,4,0.7925742574257426,2020
25,8,0.7504950495049505,2020
25,16,0.692079207920792,2020
50,1,0.844059405940594,2020
50,2,0.8435643564356435,2020
50,4,0.8391089108910891,2020
50,8,0.8118811881188119,2020
50,16,0.7663366336633664,2020
75,1,0.8613861386138614,2020
75,2,0.8613861386138614,2020
75,4,0.8603960396039604,2020
75,8,0.8445544554455445,2020
75,16,0.8118811881188119,2020
100,1,0.8658415841584158,2020
100,2,0.8658415841584158,2020
100,4,0.8663366336633663,2020
100,8,0.8594059405940594,2020
100,16,0.8326732673267326,2020
