video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
210300,0,52,1,32,1,point,k1_point,False,0.9583117961883545,vivit,ssv2
197315,2,49,1,32,1,point,k1_point,False,0.5206747055053711,vivit,ssv2
218883,3,44,1,32,1,point,k1_point,False,0.5690745711326599,vivit,ssv2
30133,4,61,1,32,1,point,k1_point,False,0.8780446648597717,vivit,ssv2
186406,6,66,1,32,1,point,k1_point,False,0.4192140996456146,vivit,ssv2
210300,0,52,1,32,1,box,k1_box,False,0.5675537586212158,vivit,ssv2
197315,2,49,1,32,1,box,k1_box,False,0.46188101172447205,vivit,ssv2
218883,3,44,1,32,1,box,k1_box,False,0.56108558177948,vivit,ssv2
30133,4,61,1,32,1,box,k1_box,False,0.9811335206031799,vivit,ssv2
186406,6,66,1,32,1,box,k1_box,False,0.6054958701133728,vivit,ssv2
210300,0,52,2,32,2,point,k2_point,False,0.8102867007255554,vivit,ssv2
197315,2,49,2,32,2,point,k2_point,False,0.2543496787548065,vivit,ssv2
218883,3,44,2,32,2,point,k2_point,False,0.7775249481201172,vivit,ssv2
30133,4,61,2,32,2,point,k2_point,False,0.9248412847518921,vivit,ssv2
186406,6,66,2,32,2,point,k2_point,True,0.47020724415779114,vivit,ssv2
210300,0,52,2,32,2,box,k2_box,False,0.9022152423858643,vivit,ssv2
197315,2,49,2,32,2,box,k2_box,False,0.9917479753494263,vivit,ssv2
218883,3,44,2,32,2,box,k2_box,False,0.18044458329677582,vivit,ssv2
30133,4,61,2,32,2,box,k2_box,False,0.6062194108963013,vivit,ssv2
186406,6,66,2,32,2,box,k2_box,False,0.9653668999671936,vivit,ssv2
210300,0,52,4,32,4,point,k4_point,True,0.5007435083389282,vivit,ssv2
197315,2,49,4,32,4,point,k4_point,False,0.2391643226146698,vivit,ssv2
218883,3,44,4,32,4,point,k4_point,True,0.5209701657295227,vivit,ssv2
30133,4,61,4,32,4,point,k4_point,False,0.6900689601898193,vivit,ssv2
186406,6,66,4,32,4,point,k4_point,True,0.9761046171188354,vivit,ssv2
210300,0,52,4,32,4,box,k4_box,False,0.9462822079658508,vivit,ssv2
197315,2,49,4,32,4,box,k4_box,False,0.6271761059761047,vivit,ssv2
218883,3,44,4,32,4,box,k4_box,False,0.16942675411701202,vivit,ssv2
30133,4,61,4,32,4,box,k4_box,False,0.9883743524551392,vivit,ssv2
186406,6,66,4,32,4,box,k4_box,False,0.48068907856941223,vivit,ssv2
210300,0,52,8,32,8,point,k8_point,False,0.7856792211532593,vivit,ssv2
197315,2,49,8,32,8,point,k8_point,False,0.6417580842971802,vivit,ssv2
218883,3,44,8,32,8,point,k8_point,True,0.152337908744812,vivit,ssv2
30133,4,61,8,32,8,point,k8_point,False,0.601830244064331,vivit,ssv2
186406,6,66,8,32,8,point,k8_point,True,0.870060384273529,vivit,ssv2
210300,0,52,8,32,8,box,k8_box,True,0.733450174331665,vivit,ssv2
197315,2,49,8,32,8,box,k8_box,False,0.18572427332401276,vivit,ssv2
218883,3,44,8,32,8,box,k8_box,True,0.2737785875797272,vivit,ssv2
30133,4,61,8,32,8,box,k8_box,False,0.683824896812439,vivit,ssv2
186406,6,66,8,32,8,box,k8_box,True,0.902805745601654,vivit,ssv2
210300,0,52,16,32,16,point,k16_point,True,0.8411712646484375,vivit,ssv2
197315,2,49,16,32,16,point,k16_point,False,0.7288120985031128,vivit,ssv2
218883,3,44,16,32,16,point,k16_point,True,0.45719626545906067,vivit,ssv2
30133,4,61,16,32,16,point,k16_point,False,0.6928189992904663,vivit,ssv2
186406,6,66,16,32,16,point,k16_point,False,0.6317693591117859,vivit,ssv2
210300,0,52,16,32,16,box,k16_box,True,0.7743805050849915,vivit,ssv2
197315,2,49,16,32,16,box,k16_box,False,0.7892736792564392,vivit,ssv2
218883,3,44,16,32,16,box,k16_box,True,0.4801085293292999,vivit,ssv2
30133,4,61,16,32,16,box,k16_box,False,0.3335862457752228,vivit,ssv2
186406,6,66,16,32,16,box,k16_box,True,0.7343564033508301,vivit,ssv2
172000,7,58,1,32,1,point,k1_point,False,0.48278242349624634,vivit,ssv2
70659,8,18,1,32,1,point,k1_point,False,0.4912692904472351,vivit,ssv2
11086,8,18,1,32,1,point,k1_point,False,0.5884076952934265,vivit,ssv2
3793,9,38,1,32,1,point,k1_point,False,0.1599351316690445,vivit,ssv2
49806,9,19,1,32,1,point,k1_point,False,0.5828303098678589,vivit,ssv2
91295,9,20,1,32,1,point,k1_point,False,0.9420116543769836,vivit,ssv2
119565,9,19,1,32,1,point,k1_point,False,0.32051607966423035,vivit,ssv2
184324,10,20,1,32,1,point,k1_point,False,0.6405512094497681,vivit,ssv2
39791,10,17,1,32,1,point,k1_point,False,0.4036039710044861,vivit,ssv2
21147,11,18,1,32,1,point,k1_point,False,0.4476078152656555,vivit,ssv2
203782,11,18,1,32,1,point,k1_point,False,0.9865573048591614,vivit,ssv2
12383,12,20,1,32,1,point,k1_point,False,0.5818189382553101,vivit,ssv2
172000,7,58,1,32,1,box,k1_box,False,0.2772768437862396,vivit,ssv2
70659,8,18,1,32,1,box,k1_box,False,0.7010172605514526,vivit,ssv2
11086,8,18,1,32,1,box,k1_box,False,0.7714647650718689,vivit,ssv2
3793,9,38,1,32,1,box,k1_box,False,0.9924399852752686,vivit,ssv2
49806,9,19,1,32,1,box,k1_box,False,0.8057538866996765,vivit,ssv2
91295,9,20,1,32,1,box,k1_box,False,0.6370911598205566,vivit,ssv2
