coverage,stride,top1,n,model,dataset
10,1,0.009280217292892712,4418,vivit,autsl
10,2,0.007016749660479855,4418,vivit,autsl
10,4,0.006337709370755998,4418,vivit,autsl
10,8,0.006337709370755998,4418,vivit,autsl
10,16,0.006337709370755998,4418,vivit,autsl
25,1,0.0835219556360344,4418,vivit,autsl
25,2,0.0425531914893617,4418,vivit,autsl
25,4,0.026029877772747848,4418,vivit,autsl
25,8,0.015165233137166138,4418,vivit,autsl
25,16,0.012675418741511997,4418,vivit,autsl
50,1,0.51584427342689,4418,vivit,autsl
50,2,0.37120869171570847,4418,vivit,autsl
50,4,0.19782707107288366,4418,vivit,autsl
50,8,0.09891353553644183,4418,vivit,autsl
50,16,0.05952919873245813,4418,vivit,autsl
75,1,0.7019013128112268,4418,vivit,autsl
75,2,0.6312811226799456,4418,vivit,autsl
75,4,0.4151199637845179,4418,vivit,autsl
75,8,0.19692168401991852,4418,vivit,autsl
75,16,0.1120416478044364,4418,vivit,autsl
100,1,0.7068809416025351,4418,vivit,autsl
100,2,0.6819827976459937,4418,vivit,autsl
100,4,0.4850611136260751,4418,vivit,autsl
100,8,0.20144861928474422,4418,vivit,autsl
100,16,0.07650520597555455,4418,vivit,autsl
