coverage,stride,top1,n
10,1,0.079407806191117,743
10,2,0.0753701211305518,743
10,4,0.0726783310901749,743
10,8,0.063257065948856,743
10,16,0.0578734858681022,743
25,1,0.1251682368775235,743
25,2,0.1197846567967698,743
25,4,0.1251682368775235,743
25,8,0.0995962314939434,743
25,16,0.0726783310901749,743
50,1,0.3351278600269179,743
50,2,0.3297442799461642,743
50,4,0.3068640646029609,743
50,8,0.2476446837146702,743
50,16,0.1386271870794078,743
75,1,0.5302826379542396,743
75,2,0.531628532974428,743
75,4,0.5302826379542396,743
75,8,0.3876177658142665,743
75,16,0.2220726783310901,743
100,1,0.5423956931359354,743
100,2,0.5329744279946165,743
100,4,0.5248990578734859,743
100,8,0.4535666218034993,743
100,16,0.2799461641991924,743
