video_path,video_id,label,split,dataset,label_id,exists
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1863).png,nofire (1863),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2665).png,nofire (2665),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2387).png,nofire (2387),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1509).png,nofire (1509),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (20).png,nofire (20),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (744).png,nofire (744),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2856).png,nofire (2856),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1717).png,nofire (1717),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (159).png,nofire (159),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (275).png,nofire (275),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1869).png,nofire (1869),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2453).png,nofire (2453),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1009).png,nofire (1009),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2990).png,nofire (2990),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (77).png,nofire (77),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2737).png,nofire (2737),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (518).png,nofire (518),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (637).png,nofire (637),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (3276).png,nofire (3276),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (163).png,nofire (163),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1501).png,nofire (1501),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1664).png,nofire (1664),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2042).png,nofire (2042),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1435).png,nofire (1435),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (643).png,nofire (643),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1901).png,nofire (1901),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1636).png,nofire (1636),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (626).png,nofire (626),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2974).png,nofire (2974),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1522).png,nofire (1522),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2749).png,nofire (2749),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2416).png,nofire (2416),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (352).png,nofire (352),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2218).png,nofire (2218),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1821).png,nofire (1821),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (652).png,nofire (652),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1433).png,nofire (1433),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1432).png,nofire (1432),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (123).png,nofire (123),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2477).png,nofire (2477),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1375).png,nofire (1375),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (292).png,nofire (292),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (623).png,nofire (623),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2379).png,nofire (2379),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2937).png,nofire (2937),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1870).png,nofire (1870),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1882).png,nofire (1882),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1524).png,nofire (1524),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (3257).png,nofire (3257),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1135).png,nofire (1135),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2931).png,nofire (2931),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2497).png,nofire (2497),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1045).png,nofire (1045),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1099).png,nofire (1099),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2877).png,nofire (2877),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1322).png,nofire (1322),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1200).png,nofire (1200),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (1776).png,nofire (1776),nofire,train,flame,1,True
/mnt/datasets/infoRates/data/FLAME_data/raw_archives/FlameVision  A new dataset for wildfire classification and detection using aerial imagery/FlameVision/Classification/train/nofire/nofire (2280).png,nofire (2280),nofire,train,flame,1,True
