video_path,label,label_name,split
data/FineGym_data/videos/train/0/I749IS2IeFY_E_003178_003185_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/I749IS2IeFY_E_004031_004038_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/ICL5k84viw0_E_002578_002586_A_0000_0008.mp4,0,0,train
data/FineGym_data/videos/train/0/ICL5k84viw0_E_003200_003207_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/LHZAh32EoC8_E_001872_001879_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/MVLZz2J6tcE_E_003776_003784_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/OIJe8fQw7Wo_E_002185_002192_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/TXpgPT5Jdiw_E_000753_000760_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/UcCTusldh6w_E_004567_004574_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/YesOPAkCA40_E_005808_005816_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/YesOPAkCA40_E_005962_005977_A_0000_0015.mp4,0,0,train
data/FineGym_data/videos/train/0/Z0bBRwAzKe0_E_002251_002259_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/hp2PJMAJqyA_E_003212_003220_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/hp2PJMAJqyA_E_004169_004176_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_002823_002830_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_003046_003052_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_003267_003273_A_0000_0005.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_003507_003513_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_004685_004693_A_0000_0008.mp4,0,0,train
data/FineGym_data/videos/train/0/l-ctNiOuCBc_E_004711_004719_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/mgtMKd072Pg_E_003017_003026_A_0000_0008.mp4,0,0,train
data/FineGym_data/videos/train/0/oShVYr-GRqw_E_002703_002709_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/oShVYr-GRqw_E_003014_003022_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/oShVYr-GRqw_E_003015_003022_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/oShVYr-GRqw_E_003297_003304_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/pDymfQS91xI_E_000583_000590_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/pEoWudMTZbY_E_000510_000515_A_0000_0005.mp4,0,0,train
data/FineGym_data/videos/train/0/pEoWudMTZbY_E_000534_000541_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/s7pyZPf6fKU_E_001773_001779_A_0000_0005.mp4,0,0,train
data/FineGym_data/videos/train/0/s7pyZPf6fKU_E_002198_002204_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/s7pyZPf6fKU_E_002219_002231_A_0000_0012.mp4,0,0,train
data/FineGym_data/videos/train/0/uDZVn-K4GE4_E_003239_003245_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/uDZVn-K4GE4_E_003284_003291_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/uDZVn-K4GE4_E_003693_003700_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/vY-jPM995Gk_E_003153_003160_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/vY-jPM995Gk_E_004862_004869_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/wWZry3-5sF0_E_003238_003245_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/yXGu3dfnhck_E_004790_004796_A_0000_0006.mp4,0,0,train
data/FineGym_data/videos/train/0/yj0pNXcTK0k_E_002608_002616_A_0000_0008.mp4,0,0,train
data/FineGym_data/videos/train/0/yj0pNXcTK0k_E_003164_003172_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/yvZPHJu3kb0_E_001585_001592_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/0/yvZPHJu3kb0_E_001783_001791_A_0000_0007.mp4,0,0,train
data/FineGym_data/videos/train/1/FNEeMvHmuEw_E_000650_000660_A_0002_0009.mp4,1,1,train
