coverage,stride,top1,n
10,1,0.4263392857142857,448
10,2,0.4129464285714285,448
10,4,0.4107142857142857,448
10,8,0.3950892857142857,448
10,16,0.3950892857142857,448
25,1,0.5022321428571429,448
25,2,0.4933035714285714,448
25,4,0.4642857142857143,448
25,8,0.4397321428571428,448
25,16,0.3950892857142857,448
50,1,0.5959821428571429,448
50,2,0.5602678571428571,448
50,4,0.5178571428571429,448
50,8,0.4709821428571428,448
50,16,0.4441964285714285,448
75,1,0.6808035714285714,448
75,2,0.6674107142857143,448
75,4,0.5758928571428571,448
75,8,0.5,448
75,16,0.4642857142857143,448
100,1,0.7433035714285714,448
100,2,0.7254464285714286,448
100,4,0.6584821428571429,448
100,8,0.5379464285714286,448
100,16,0.4799107142857143,448
