coverage,stride,top1,n
10,1,0.5777227722772277,2020
10,2,0.5534653465346535,2020
10,4,0.504950495049505,2020
10,8,0.448019801980198,2020
10,16,0.3935643564356436,2020
25,1,0.6851485148514852,2020
25,2,0.6762376237623763,2020
25,4,0.65,2020
25,8,0.5752475247524752,2020
25,16,0.4856435643564356,2020
50,1,0.7396039603960396,2020
50,2,0.7381188118811881,2020
50,4,0.7252475247524752,2020
50,8,0.6896039603960396,2020
50,16,0.602970297029703,2020
75,1,0.7722772277227723,2020
75,2,0.7698019801980198,2020
75,4,0.7683168316831683,2020
75,8,0.744059405940594,2020
75,16,0.6638613861386139,2020
100,1,0.7787128712871287,2020
100,2,0.7792079207920792,2020
100,4,0.7762376237623763,2020
100,8,0.7643564356435644,2020
100,16,0.7039603960396039,2020
