coverage,stride,top1,n,model,dataset
10,1,0.0047532820280669985,4418,r3d_18,autsl
10,2,0.004526935264825713,4418,r3d_18,autsl
10,4,0.004074241738343142,4418,r3d_18,autsl
10,8,0.002489814395654142,4418,r3d_18,autsl
10,16,0.002489814395654142,4418,r3d_18,autsl
25,1,0.022181982797645994,4418,r3d_18,autsl
25,2,0.017202354006337708,4418,r3d_18,autsl
25,4,0.009506564056133997,4418,r3d_18,autsl
25,8,0.004526935264825713,4418,r3d_18,autsl
25,16,0.0036215482118605704,4418,r3d_18,autsl
50,1,0.0898596650067904,4418,r3d_18,autsl
50,2,0.09076505205975555,4418,r3d_18,autsl
50,4,0.07356269805341784,4418,r3d_18,autsl
50,8,0.019692168401991852,4418,r3d_18,autsl
50,16,0.009732910819375284,4418,r3d_18,autsl
75,1,0.24490719782707107,4418,r3d_18,autsl
75,2,0.23879583521955636,4418,r3d_18,autsl
75,4,0.2254413761883205,4418,r3d_18,autsl
75,8,0.05387052965142598,4418,r3d_18,autsl
75,16,0.01244907197827071,4418,r3d_18,autsl
100,1,0.398596650067904,4418,r3d_18,autsl
100,2,0.3990493435943866,4418,r3d_18,autsl
100,4,0.33635129017655047,4418,r3d_18,autsl
100,8,0.09121774558623812,4418,r3d_18,autsl
100,16,0.016976007243096423,4418,r3d_18,autsl
