method,avg_frames,accuracy,type,vs_fixed,budget_dist,model,dataset,eval_dir
Fixed-4f,4.0,0.5152542372881356,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-8f,8.0,0.735593220338983,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-16f,16.0,0.8395480225988701,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Fixed-32f,32.0,0.8440677966101695,fixed,,,VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.5559322033898305,knapsack_proxy,-0.17966101694915249,"{'4': 500, '8': 135, '16': 250, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg8f,8.0,0.7909604519774012,knapsack_learned,0.05536723163841817,"{'4': 54, '8': 96, '16': 27, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg8f,8.0,0.8305084745762712,oracle_knapsack,0.0949152542372882,"{'4': 112, '8': 45, '16': 2, '32': 18}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg10f,9.99774011299435,0.5706214689265536,knapsack_proxy,-0.16497175141242937,"{'4': 468, '8': 126, '16': 209, '32': 82}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg10f,9.98870056497175,0.8192090395480226,knapsack_learned,0.0836158192090396,"{'4': 42, '8': 70, '16': 65, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg10f,9.98870056497175,0.8361581920903954,oracle_knapsack,0.10056497175141244,"{'4': 102, '8': 42, '16': 2, '32': 31}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg12f,12.0,0.5694915254237288,knapsack_proxy,-0.16610169491525417,"{'4': 429, '8': 125, '16': 168, '32': 163}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg12f,12.0,0.847457627118644,knapsack_learned,0.11186440677966103,"{'4': 19, '8': 60, '16': 98, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg12f,12.0,0.8418079096045198,oracle_knapsack,0.10621468926553679,"{'4': 93, '8': 37, '16': 3, '32': 44}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg14f,13.99774011299435,0.5932203389830508,knapsack_proxy,-0.24632768361581925,"{'4': 389, '8': 122, '16': 132, '32': 242}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg14f,13.98870056497175,0.8587570621468926,knapsack_learned,0.019209039548022555,"{'4': 13, '8': 25, '16': 139, '32': 0}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg14f,13.98870056497175,0.8531073446327684,oracle_knapsack,0.013559322033898313,"{'4': 83, '8': 34, '16': 3, '32': 57}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-proxy@avg16f,16.0,0.6135593220338983,knapsack_proxy,-0.22598870056497178,"{'4': 336, '8': 112, '16': 129, '32': 308}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Knapsack-learned@avg16f,16.0,0.8700564971751412,knapsack_learned,0.03050847457627115,"{'4': 4, '8': 4, '16': 164, '32': 5}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
Oracle-knapsack@avg16f,16.0,0.864406779661017,oracle_knapsack,0.024858757062146908,"{'4': 72, '8': 32, '16': 3, '32': 70}",VideoMAE,HMDB51,videomae_hmdb51_full_e10_h200
